Yrs;Knr2017;Kname;County;Totalarea;Landarea;Seaarea;TroutProd(kg);SalmoProd(kg);AvgBMTrout(kg);AvgBMSalmo(kg);DbmTrout(kg);DbmSalmo(kg);FeedUsed(kg);Total Production;eFCR;MealIndex;OilIndex;FFDRmeal;FFDRoil ;Forage fish used in feed (oil);LandIndex;LandAreaUse in feed;PlantIndex;Plant (soy and rapeseed) used in feed;Protein retention ratio;SustFoodProd;SustFoodProdIndex;Diss nitrogen;Part. nitrogen;Diss phosphorus;Part phosphorus;Diss nitrogen;Part. nitrogen;Diss phosphorus;Part phosphorus
2007;1841;Fauske;Nordland;1293.87;1209.58;84.29;0;1833800;0;539254;0;-1647876;676000;185924;3.635894236;0.990304215;2.969279626;3.600641388;10.79598668;2007.233027;1.961993249;1.326307436;0.563390625;380.8520625;0.10283226;19.11898516;0.226823884;11.56428571;22.57857143;1.907142857;3.714285714;25.50810603;49.80304086;4.206710506;8.192844432
2008;1841;Fauske;Nordland;1293.87;1209.58;84.29;0;0;0;427978;0;1409609;1326766;1409609;0.941229802;0.932371484;2.665125193;0.877575827;2.508495258;3535.997492;2.114548573;2.805511152;0.6091875;808.2492626;0.397232665;559.9427395;6.643050652;10.3;22.5;1.7;3.7;172.2502396;376.2747953;28.4296512;61.87629968
2009;1841;Fauske;Nordland;1293.87;1209.58;84.29;0;2457498;0;1474671;0;138264;3145000;2595762;1.211590277;0.874438753;2.36097076;1.059461491;2.860529217;7425.25304;2.267103897;7.130041755;0.654984375;2059.925859;0.308592129;801.0317209;9.503282962;12.24;23;1.96;3.76;376.9382712;708.299039;60.35939637;115.7914951
2010;1841;Fauske;Nordland;1293.87;1209.58;84.29;0;2050111;0;807143;0;-897216;1478940;1152895;1.282805459;0.816506022;2.056816327;1.047418382;2.638495213;3041.907939;2.419659221;3.578530808;0.70078125;1036.413422;0.291460579;336.0234447;3.986516132;14.18;23.5;2.22;3.82;193.9500664;321.4264148;30.3645379;52.24888955
2011;1841;Fauske;Nordland;1293.87;1209.58;84.29;0;1979851;0;1937314;0;2020531;4600484;4000382;1.150011174;0.691270989;1.748833963;0.794969361;2.011178599;8045.482666;2.673479922;12.29930161;0.77984375;3587.658694;0.325116165;1300.588854;15.42993064;16.12;24;2.48;3.88;765.0511074;1139.033907;117.7001704;184.1438149
2012;1841;Fauske;Nordland;1293.87;1209.58;84.29;0;4031636;0;1387098;0;-2097867;2485070;1933769;1.285091446;0.566035955;1.440851599;0.727407964;1.851626065;3580.617084;2.927300623;7.27454696;0.85890625;2134.442155;0.290942114;562.6148417;6.674751948;18.06;24.5;2.74;3.94;414.3299103;562.0754597;62.86068407;90.39091067
2013;1841;Fauske;Nordland;1293.87;1209.58;84.29;0;774700;0;879979;0;893400;2053515;1668100;1.231050297;0.568884788;1.296435192;0.700325788;1.595976928;2662.249113;2.998573074;6.157614786;0.88140625;1809.980955;0.30371401;506.6253406;6.010503506;20;25;3;4;395.8002135;494.7502669;59.37003203;79.16004271
2014;1841;Fauske;Nordland;1293.87;1209.58;84.29;0;3503602;0;1615408;0;-1962291;2649500;1541311;1.718991171;0.568884788;1.296435192;0.977907928;2.228560648;3434.905041;3.069845525;8.133555718;0.90390625;2394.899609;0.217503864;335.2410988;3.977234533;20;25;3;4;365.7162178;457.1452723;54.85743267;73.14324356
2015;1841;Fauske;Nordland;1293.87;1209.58;84.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1841;Fauske;Nordland;1293.87;1209.58;84.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;5532392;0;3427557;0;499280;6672959;6031672;1.106319939;1.106169678;3.577588491;1.22377757;3.957957482;23873.10132;1.761663003;11.75550499;0.504875;3369.010175;0.337955784;2038.43844;10.61465549;14.09285714;22.73571429;2.321428571;3.742857143;442.6343045;714.0927476;72.91239176;117.5572101
2006;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;7386419;0;3440625;0;-2369612;6623002;5016807;1.320162805;1.048236946;3.273434059;1.383843427;4.321465888;21679.96032;1.842876583;12.2053753;0.52815;3497.938506;0.283212965;1420.824786;7.398587723;12.82857143;22.65714286;2.114285714;3.728571429;335.1305298;591.8897776;55.233094;97.40430766
2007;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;1994389;0;3010209;0;4403058;6888438;6397447;1.076747959;0.990304215;2.969279626;1.066308043;3.197165777;20453.69861;1.961993249;13.51506885;0.563390625;3880.88139;0.347237456;2221.433224;11.5675548;11.56428571;22.57857143;1.907142857;3.714285714;385.2421628;752.1621227;63.53283352;123.7343574
2008;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;13461207;0;6150611;0;-4272585;11642144;9188622;1.267017405;0.932371484;2.665125193;1.181330898;3.376760005;31027.77127;2.114548573;24.61787898;0.6091875;7092.248598;0.295092412;2711.492632;14.11941591;10.3;22.5;1.7;3.7;492.8286117;1076.567356;81.34064466;177.0355207
2009;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;5135416;0;5742702;0;7824396;13623828;12959812;1.051236546;0.874438753;2.36097076;0.919241974;2.481938746;32165.45955;2.267103897;30.88663355;0.654984375;8923.394468;0.355664217;4609.341382;24.00198595;12.24;23;1.96;3.76;826.0159283;1552.154114;132.2705245;253.7434551
2010;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;14011203;0;7171976;0;-189338;14572542;13821865;1.054310833;0.816506022;2.056816327;0.860851144;2.168523735;29973.04231;2.419659221;35.26058562;0.70078125;10212.1642;0.354627128;4901.608286;25.52389235;14.18;23.5;2.22;3.82;1020.589699;1691.386313;159.7820261;274.9402432
2011;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;10650030;0;5896352;0;-942083;10261010;9707947;1.05697013;0.691270989;1.748833963;0.730652786;1.848465261;17944.80278;2.673479922;27.43260421;0.77984375;8001.984517;0.353734899;3434.039655;17.88189781;16.12;24;2.48;3.88;814.8932808;1213.240617;125.368197;196.1405663
2012;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;6775922;0;4834932;0;4129784;12043026;10905706;1.104286692;0.566035955;1.440851599;0.625065973;1.591113246;17352.21327;2.927300623;35.25355752;0.85890625;10343.8303;0.338578039;3692.43255;19.22741382;18.06;24.5;2.74;3.94;1025.604303;1391.323667;155.6010958;223.7475611
2013;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;18067276;0;7908528;0;-5826930;15747480;12240346;1.286522456;0.568884788;1.296435192;0.731883055;1.667892987;20415.58725;2.998573074;47.21996951;0.88140625;13879.92729;0.290618497;3557.270957;18.52359382;20;25;3;4;1274.770464;1593.463081;191.2155697;254.9540929
2014;1845;Sorfold;Nordland;1829.76;1637.73;192.04;0;13590522;0;6890106;0;110262;16371273;13700784;1.19491505;0.568884788;1.296435192;0.679768996;1.549129922;21224.29445;3.069845525;50.25727916;0.90390625;14798.09599;0.31289858;4286.955859;22.32324443;20;25;3;4;1426.867736;1783.58467;214.0301604;285.3735472
2015;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1845;Sorfold;Nordland;1829.76;1637.73;192.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;9143835;0;4449265;0;-2034880;8981990;7108955;1.263475433;1.106169678;3.577588491;1.397618213;4.52019517;32133.86405;1.761663003;15.82323948;0.504875;4534.782201;0.295919661;2103.679557;0.849830758;14.09285714;22.73571429;2.321428571;3.742857143;40.47228025;65.29309074;6.66674662;10.74884686
2006;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;8277161;0;5177080;0;4276843;12818904;12554004;1.021100838;1.048236946;3.273434059;1.070355624;3.342506259;41961.83695;1.842876583;23.623658;0.52815;6770.304148;0.36616092;4596.785659;1.856979514;12.82857143;22.65714286;2.114285714;3.728571429;65.05990403;114.9053539;10.7225677;18.90939304
2007;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;14304671;0;6210029;0;-3190282;12903835;11114389;1.161002643;0.990304215;2.969279626;1.149745811;3.447341492;38315.09436;1.961993249;25.31723716;0.563390625;7269.899666;0.322038218;3579.258031;1.445925334;11.56428571;22.57857143;1.907142857;3.714285714;51.92269965;101.3759442;8.562915878;16.67683991
2008;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;9441020;0;6238194;0;6231371;16507492;15672391;1.05328485;0.932371484;2.665125193;0.982052759;2.807135988;43994.5328;2.114548573;34.90589365;0.6091875;10056.15778;0.354972563;5563.268798;2.247413074;10.3;22.5;1.7;3.7;65.21167293;142.4526836;10.76309165;23.42555241
2009;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;16401792;0;7872462;0;-759433;18790675;15642359;1.201268619;0.874438753;2.36097076;1.050435833;2.836160085;44364.23424;2.267103897;42.60041251;0.654984375;12307.59852;0.311243644;4868.584815;1.966779166;12.24;23;1.96;3.76;77.34576258;145.3392598;12.38543257;23.75980942
2010;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;15395534;0;8008666;0;434511;18394694;15830045;1.162011479;0.816506022;2.056816327;0.94878937;2.390044182;37834.50695;2.419659221;44.50889095;0.70078125;12890.65665;0.321758631;5093.453606;2.057620195;14.18;23.5;2.22;3.82;90.67994316;150.2805828;14.19671889;24.42858836
2011;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;20466622;0;9516505;0;-1969269;21730258;18497353;1.174776629;0.691270989;1.748833963;0.812089002;2.054489268;38002.61322;2.673479922;58.09540846;0.77984375;16946.20589;0.318262394;5887.011851;2.378196683;16.12;24;2.48;3.88;120.4557348;179.3385629;18.5316515;28.99306767
2012;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;15937273;0;8184771;0;1906274;20180700;17843547;1.130980292;0.566035955;1.440851599;0.64017551;1.629574763;29077.39387;2.927300623;59.07497569;0.85890625;17333.32936;0.330586859;5898.842158;2.382975813;18.06;24.5;2.74;3.94;130.1822562;176.6038359;19.75079634;28.40078015
2013;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;18602606;0;9198250;0;-1357537;19408371;17245069;1.125444671;0.568884788;1.296435192;0.640248353;1.459066077;25161.69518;2.998573074;58.19741869;0.88140625;17106.6595;0.332212886;5729.034148;2.31437788;20;25;3;4;139.3310118;174.1637648;20.89965177;27.86620237
2014;1848;Steigen;Nordland;3484.49;1009.08;2475.41;0;15215666;0;10580639;0;7175984;25587002;22391650;1.142702838;0.568884788;1.296435192;0.650066262;1.481440173;33171.88985;3.069845525;78.54814359;0.90390625;23128.25103;0.327195497;7326.447041;2.95969033;20;25;3;4;180.9126569;226.1408211;27.13689853;36.18253138
2015;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1848;Steigen;Nordland;3484.49;1009.08;2475.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;787042;0;334192;945796;-114916;1582442;2916252;2254568;1.293485936;1.106169678;3.577588491;1.430814921;4.627560399;10433.14959;1.761663003;5.137453256;0.504875;1472.342729;0.289053953;651.6917918;1.232024712;14.09285714;22.73571429;2.321428571;3.742857143;60.06749989;96.90565239;9.894545091;15.95305116
2006;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;0;1761494;0;777842;0;-1555228;1237825;206266;6.001110217;1.048236946;3.273434059;6.290585449;19.64423857;4051.938514;1.842876583;2.281158707;0.52815;653.7572738;0.062303009;12.85099241;0.024294828;12.82857143;22.65714286;2.114285714;3.728571429;5.002454088;8.835069246;0.824457912;1.453942669
2007;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;0;0;0;2029959;0;5123066;5454894;5123066;1.064771369;0.990304215;2.969279626;1.054447575;3.161603933;16197.10561;1.961993249;10.7024652;0.563390625;3073.23614;0.351143197;1798.929773;3.400880544;11.56428571;22.57857143;1.907142857;3.714285714;112.0020398;218.6772376;18.47099729;35.97347788
2008;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;0;5537534;0;1308739;0;-4838273;1795462;699261;2.567656426;0.932371484;2.665125193;2.394009632;6.843125827;4785.131009;2.114548573;3.79659161;0.6091875;1093.773007;0.145614195;101.8223273;0.192495325;10.3;22.5;1.7;3.7;13.61613033;29.74397402;2.247322482;4.891231284
2009;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;0;0;0;330620;0;697103;891525;697103;1.278899962;0.874438753;2.36097076;1.118319688;3.019445415;2104.864457;2.267103897;2.021179801;0.654984375;583.9349449;0.29235064;203.7985083;0.385281511;12.24;23;1.96;3.76;16.1307863;30.31111804;2.583034407;4.955208863
2010;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;0;4661640;0;2528062;0;380502;6221498;5042142;1.233899799;0.816506022;2.056816327;1.007486616;2.537905253;12796.47867;2.419659221;15.053905;0.70078125;4359.909145;0.303012629;1527.832705;2.888370964;14.18;23.5;2.22;3.82;135.1663142;224.006233;21.16143988;36.41292809
2011;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;0;1406664;0;799106;0;1577714;2383250;2984378;0.798575113;0.691270989;1.748833963;0.552031808;1.396575281;4167.908543;2.673479922;6.371571024;0.77984375;1858.562617;0.46819293;1397.264681;2.641531838;16.12;24;2.48;3.88;90.9486036;135.4073503;13.99209286;21.89085496
2012;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;0;5641751;0;2110288;0;-1851600;4710250;3790151;1.242760513;0.566035955;1.440851599;0.703447134;1.790633472;6786.771245;2.927300623;13.78831776;0.85890625;4045.663164;0.30085219;1140.275231;2.155692738;18.06;24.5;2.74;3.94;129.4051101;175.549568;19.63289046;28.23123665
2013;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;0;0;0;1325751;0;2542866;3696250;2542866;1.453576398;0.568884788;1.296435192;0.826917502;1.884467596;4791.948578;2.998573074;11.08347573;0.88140625;3257.897852;0.257218831;654.0730212;1.236526431;20;25;3;4;96.14587114;120.1823389;14.42188067;19.22917423
2014;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;0;5433001;0;2013855;0;-3059940;3365250;2373061;1.418105139;0.568884788;1.296435192;0.806738442;1.838481408;4362.828529;3.069845525;10.33079765;0.90390625;3041.870508;0.263652681;625.6638958;1.18281892;20;25;3;4;89.7255369;112.1569211;13.45883054;17.94510738
2015;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1849;Hamaroy;Nordland;1562.51;1033.55;528.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;295627;0;385851;0;-98608;902635;197019;4.581461686;1.106169678;3.577588491;5.067873996;16.3905846;3229.256588;1.761663003;1.590138685;0.504875;455.7178456;0.08160872;16.07846834;0.034555058;14.09285714;22.73571429;2.321428571;3.742857143;5.967248273;9.626837939;0.982947637;1.584814037
2006;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;1035933;0;598858;0;-196893;1011064;839040;1.20502479;1.048236946;3.273434059;1.263151506;3.94456919;3309.651333;1.842876583;1.86326617;0.52815;533.9934516;0.310273469;260.3318518;0.559492482;12.82857143;22.65714286;2.114285714;3.728571429;23.13278438;40.85589758;3.812530165;6.723448466
2007;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;1389026;0;971351;0;872053;2228814;2261079;0.985730264;0.990304215;2.969279626;0.976172836;2.92690879;6617.972;1.961993249;4.372918021;0.563390625;1255.692912;0.379299729;857.6266529;1.843169252;11.56428571;22.57857143;1.907142857;3.714285714;56.19549447;109.7183187;9.267570738;18.04920144
2008;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;2304246;0;2164849;0;1563133;4702270;3867379;1.215880316;0.932371484;2.665125193;1.133652135;3.240473261;12532.13824;2.114548573;9.943178317;0.6091875;2864.564106;0.307503311;1189.231846;2.555838913;10.3;22.5;1.7;3.7;85.60929228;187.0105899;14.12968902;30.75285257
2009;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;3774869;0;2509931;0;79027;4964387;3853896;1.28814763;0.874438753;2.36097076;1.126406207;3.04127889;11720.77255;2.267103897;11.25478111;0.654984375;3251.595916;0.290251842;1118.600413;2.404041291;12.24;23;1.96;3.76;101.3790824;190.4999097;16.23390535;31.14259394
2010;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;3594747;0;2220061;0;464529;6593548;4059276;1.624316257;0.816506022;2.056816327;1.326264005;3.340920199;13561.71718;2.419659221;15.95413921;0.70078125;4620.634809;0.230181297;934.3694136;2.008101039;14.18;23.5;2.22;3.82;123.7062834;205.0139394;19.36727427;33.32567015
2011;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;4511378;0;4957762;0;3557391;11824354;8068769;1.465447084;0.691270989;1.748833963;1.013021054;2.562823631;20678.83187;2.673479922;31.61217301;0.77984375;9221.148565;0.25513526;2058.627475;4.424301473;16.12;24;2.48;3.88;279.5369789;416.1840877;43.00568906;67.28309418
2012;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;11570329;0;7170308;0;994703;16996973;12565032;1.352720232;0.566035955;1.440851599;0.765688289;1.949069109;24490.11573;2.927300623;49.75524966;0.85890625;14598.80634;0.276396563;3472.931656;7.463854838;18.06;24.5;2.74;3.94;487.694988;661.6017279;73.99137692;106.3963595
2013;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;17311428;0;7668323;0;-1248550;17906533;16062878;1.114777377;0.568884788;1.296435192;0.634179892;1.445236622;23214.65954;2.998573074;53.69404771;0.88140625;15782.9301;0.335391828;5387.358019;11.57824633;20;25;3;4;690.4310337;863.0387922;103.5646551;138.0862067
2014;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;0;14609854;0;9970837;0;4147444;24198710;18757298;1.290095727;0.568884788;1.296435192;0.733915835;1.672525501;31372.05924;3.069845525;74.2863016;0.90390625;21873.36521;0.28981355;5436.119122;11.68304131;20;25;3;4;806.2453471;1007.806684;120.9368021;161.2490694
2015;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;1850;Tysfjord;Nordland;1928.93;1463.63;465.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1995;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1996;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1997;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1999;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2004;1851;Lodingen;Nordland;1043.95;527.49;516.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;1851;Lodingen;Nordland;1043.95;527.49;516.46;0;886996;0;1445110;0;935153;2771533;1822149;1.521024351;1.106169678;3.577588491;1.682511016;5.441599213;9915.404565;1.761663003;4.882507147;0.504875;1399.277723;0.245812779;447.9075093;0.867264666;14.09285714;22.73571429;2.321428571;3.742857143;49.72173169;80.21503902;8.19035114;13.20536615
2006;1851;Lodingen;Nordland;1043.95;527.49;516.46;0;3414237;0;2656142;0;1695766;5947243;5110003;1.163843348;1.048236946;3.273434059;1.219983597;3.809764454;19467.90779;1.842876583;10.96003486;0.52815;3141.03639;0.321252188;1641.599646;3.178561063;12.82857143;22.65714286;2.114285714;3.728571429;126.929556;224.1762537;20.91934776;36.89155246
2007;1851;Lodingen;Nordland;1043.95;527.49;516.46;0;4130565;0;2028648;0;1366071;4112353;5496636;0.748158146;0.990304215;2.969279626;0.740904166;2.22149074;12210.72598;1.961993249;8.068408823;0.563390625;2316.861127;0.499743569;2746.908495;5.318724576;11.56428571;22.57857143;1.907142857;3.714285714;123.077623;240.3016469;20.29754499;39.53079923
2008;1851;Lodingen;Nordland;1043.95;527.49;516.46;0;6865698;327552;4228937;436298;1246813;11309462;8548809;1.322928375;0.932371484;2.665125193;1.233460692;3.525769741;30141.13209;2.114548573;23.91440673;0.6091875;6889.582882;0.282620911;2416.072187;4.678140005;10.3;22.5;1.7;3.7;170.4928411;372.4358179;28.13959513;61.24500116
2009;1851;Lodingen;Nordland;1043.95;527.49;516.46;1264642;8412963;394198;3173675;-467221;-862264;9094282;8348120;1.089380843;0.874438753;2.36097076;0.952596825;2.571996316;21471.33389;2.267103897;20.61768216;0.654984375;5956.612612;0.343210756;2865.164576;5.547698903;12.24;23;1.96;3.76;197.8487953;371.774697;31.68166983;60.7770809
2010;1851;Lodingen;Nordland;1043.95;527.49;516.46;0;4242105;0;3483857;0;1432203;8317252;5674308;1.4657738;0.816506022;2.056816327;1.196813134;3.014827484;17107.05971;2.419659221;20.12491549;0.70078125;5828.574253;0.255078391;1447.393355;2.802527504;14.18;23.5;2.22;3.82;155.7946161;258.19277;24.39097657;41.97005878
2011;1851;Lodingen;Nordland;1043.95;527.49;516.46;0;5973110;140244;2007162;372993;1444108;5039121;7790211;0.646852954;0.691270989;1.748833963;0.447150681;1.131238416;8812.58595;2.673479922;13.47198882;0.77984375;3929.727017;0.578009608;4502.816806;8.718616748;16.12;24;2.48;3.88;243.1518439;362.0126709;37.40797599;58.52538179
