"","Kommune","Kommunenummer","Ar","Uke","tot_loc","key"
"14054","Meloy",1837,2014,49,8,"Meloy _ 2014 _ 49"
"14055","Meloy",1837,2014,50,8,"Meloy _ 2014 _ 50"
"14056","Meloy",1837,2014,51,8,"Meloy _ 2014 _ 51"
"14057","Meloy",1837,2014,52,8,"Meloy _ 2014 _ 52"
"14058","Meloy",1837,2015,1,8,"Meloy _ 2015 _ 1"
"14059","Meloy",1837,2015,2,8,"Meloy _ 2015 _ 2"
"14060","Meloy",1837,2015,3,8,"Meloy _ 2015 _ 3"
"14061","Meloy",1837,2015,4,8,"Meloy _ 2015 _ 4"
"14062","Meloy",1837,2015,5,8,"Meloy _ 2015 _ 5"
"14063","Meloy",1837,2015,6,8,"Meloy _ 2015 _ 6"
"14064","Meloy",1837,2015,7,8,"Meloy _ 2015 _ 7"
"14065","Meloy",1837,2015,8,8,"Meloy _ 2015 _ 8"
"14066","Meloy",1837,2015,9,8,"Meloy _ 2015 _ 9"
"14067","Meloy",1837,2015,10,8,"Meloy _ 2015 _ 10"
"14068","Meloy",1837,2015,11,8,"Meloy _ 2015 _ 11"
"14069","Meloy",1837,2015,12,8,"Meloy _ 2015 _ 12"
"14070","Meloy",1837,2015,13,8,"Meloy _ 2015 _ 13"
"14071","Meloy",1837,2015,14,8,"Meloy _ 2015 _ 14"
"14072","Meloy",1837,2015,15,8,"Meloy _ 2015 _ 15"
"14073","Meloy",1837,2015,16,8,"Meloy _ 2015 _ 16"
"14074","Meloy",1837,2015,17,8,"Meloy _ 2015 _ 17"
"14075","Meloy",1837,2015,18,8,"Meloy _ 2015 _ 18"
"14076","Meloy",1837,2015,19,8,"Meloy _ 2015 _ 19"
"14077","Meloy",1837,2015,20,8,"Meloy _ 2015 _ 20"
"14078","Meloy",1837,2015,21,8,"Meloy _ 2015 _ 21"
"14079","Meloy",1837,2015,22,8,"Meloy _ 2015 _ 22"
"14080","Meloy",1837,2015,23,8,"Meloy _ 2015 _ 23"
"14081","Meloy",1837,2015,24,8,"Meloy _ 2015 _ 24"
"14082","Meloy",1837,2015,25,8,"Meloy _ 2015 _ 25"
"14083","Meloy",1837,2015,26,8,"Meloy _ 2015 _ 26"
"14084","Meloy",1837,2015,27,8,"Meloy _ 2015 _ 27"
"14085","Meloy",1837,2015,28,8,"Meloy _ 2015 _ 28"
"14086","Meloy",1837,2015,29,8,"Meloy _ 2015 _ 29"
"14087","Meloy",1837,2015,30,8,"Meloy _ 2015 _ 30"
"14088","Meloy",1837,2015,31,8,"Meloy _ 2015 _ 31"
"14089","Meloy",1837,2015,32,8,"Meloy _ 2015 _ 32"
"14090","Meloy",1837,2015,33,8,"Meloy _ 2015 _ 33"
"14091","Meloy",1837,2015,34,8,"Meloy _ 2015 _ 34"
"14092","Meloy",1837,2015,35,8,"Meloy _ 2015 _ 35"
"14093","Meloy",1837,2015,36,8,"Meloy _ 2015 _ 36"
"14094","Meloy",1837,2015,37,8,"Meloy _ 2015 _ 37"
"14095","Meloy",1837,2015,38,8,"Meloy _ 2015 _ 38"
"14096","Meloy",1837,2015,39,8,"Meloy _ 2015 _ 39"
"14097","Meloy",1837,2015,40,8,"Meloy _ 2015 _ 40"
"14098","Meloy",1837,2015,41,8,"Meloy _ 2015 _ 41"
"14099","Meloy",1837,2015,42,8,"Meloy _ 2015 _ 42"
"14100","Meloy",1837,2015,43,8,"Meloy _ 2015 _ 43"
"14101","Meloy",1837,2015,44,8,"Meloy _ 2015 _ 44"
"14102","Meloy",1837,2015,45,8,"Meloy _ 2015 _ 45"
"14103","Meloy",1837,2015,46,8,"Meloy _ 2015 _ 46"
"14104","Meloy",1837,2015,47,8,"Meloy _ 2015 _ 47"
"14105","Meloy",1837,2015,48,8,"Meloy _ 2015 _ 48"
"14106","Meloy",1837,2015,49,8,"Meloy _ 2015 _ 49"
"14107","Meloy",1837,2015,50,8,"Meloy _ 2015 _ 50"
"14108","Meloy",1837,2015,51,8,"Meloy _ 2015 _ 51"
"14109","Meloy",1837,2015,52,8,"Meloy _ 2015 _ 52"
"14110","Meloy",1837,2015,53,8,"Meloy _ 2015 _ 53"
"14111","Meloy",1837,2016,1,8,"Meloy _ 2016 _ 1"
"14112","Meloy",1837,2016,2,8,"Meloy _ 2016 _ 2"
"14113","Meloy",1837,2016,3,8,"Meloy _ 2016 _ 3"
"14114","Meloy",1837,2016,4,8,"Meloy _ 2016 _ 4"
"14115","Meloy",1837,2016,5,8,"Meloy _ 2016 _ 5"
"14116","Meloy",1837,2016,6,8,"Meloy _ 2016 _ 6"
"14117","Meloy",1837,2016,7,8,"Meloy _ 2016 _ 7"
"14118","Meloy",1837,2016,8,8,"Meloy _ 2016 _ 8"
"14119","Meloy",1837,2016,9,8,"Meloy _ 2016 _ 9"
"14120","Meloy",1837,2016,10,8,"Meloy _ 2016 _ 10"
"14121","Meloy",1837,2016,11,8,"Meloy _ 2016 _ 11"
"14122","Meloy",1837,2016,12,8,"Meloy _ 2016 _ 12"
"14123","Meloy",1837,2016,13,8,"Meloy _ 2016 _ 13"
"14124","Meloy",1837,2016,14,8,"Meloy _ 2016 _ 14"
"14125","Meloy",1837,2016,15,8,"Meloy _ 2016 _ 15"
"14126","Meloy",1837,2016,16,8,"Meloy _ 2016 _ 16"
"14127","Meloy",1837,2016,17,8,"Meloy _ 2016 _ 17"
"14128","Meloy",1837,2016,18,8,"Meloy _ 2016 _ 18"
"14129","Meloy",1837,2016,19,8,"Meloy _ 2016 _ 19"
"14130","Meloy",1837,2016,20,8,"Meloy _ 2016 _ 20"
"14131","Meloy",1837,2016,21,8,"Meloy _ 2016 _ 21"
"14132","Meloy",1837,2016,22,8,"Meloy _ 2016 _ 22"
"14133","Meloy",1837,2016,23,8,"Meloy _ 2016 _ 23"
"14134","Meloy",1837,2016,24,8,"Meloy _ 2016 _ 24"
"14135","Meloy",1837,2016,25,8,"Meloy _ 2016 _ 25"
"14136","Meloy",1837,2016,26,8,"Meloy _ 2016 _ 26"
"14137","Meloy",1837,2016,27,8,"Meloy _ 2016 _ 27"
"14138","Meloy",1837,2016,28,8,"Meloy _ 2016 _ 28"
"14139","Meloy",1837,2016,29,8,"Meloy _ 2016 _ 29"
"14140","Meloy",1837,2016,30,8,"Meloy _ 2016 _ 30"
"14141","Meloy",1837,2016,31,8,"Meloy _ 2016 _ 31"
"14142","Meloy",1837,2016,32,8,"Meloy _ 2016 _ 32"
"14143","Meloy",1837,2016,33,8,"Meloy _ 2016 _ 33"
"14144","Meloy",1837,2016,34,8,"Meloy _ 2016 _ 34"
"14145","Meloy",1837,2016,35,8,"Meloy _ 2016 _ 35"
"14146","Meloy",1837,2016,36,8,"Meloy _ 2016 _ 36"
"14147","Meloy",1837,2016,37,8,"Meloy _ 2016 _ 37"
"14148","Meloy",1837,2016,38,8,"Meloy _ 2016 _ 38"
"14149","Meloy",1837,2016,39,8,"Meloy _ 2016 _ 39"
"14150","Meloy",1837,2016,40,8,"Meloy _ 2016 _ 40"
"14151","Meloy",1837,2016,41,8,"Meloy _ 2016 _ 41"
"14152","Meloy",1837,2016,42,8,"Meloy _ 2016 _ 42"
"14153","Meloy",1837,2016,43,8,"Meloy _ 2016 _ 43"
"14154","Meloy",1837,2016,44,8,"Meloy _ 2016 _ 44"
"14155","Meloy",1837,2016,45,8,"Meloy _ 2016 _ 45"
"14156","Meloy",1837,2016,46,8,"Meloy _ 2016 _ 46"
"14157","Meloy",1837,2016,47,8,"Meloy _ 2016 _ 47"
"14158","Meloy",1837,2016,48,8,"Meloy _ 2016 _ 48"
"14159","Meloy",1837,2016,49,8,"Meloy _ 2016 _ 49"
"14160","Meloy",1837,2016,50,8,"Meloy _ 2016 _ 50"
"14161","Meloy",1837,2016,51,8,"Meloy _ 2016 _ 51"
"14162","Meloy",1837,2016,52,8,"Meloy _ 2016 _ 52"
"14163","Meloy",1837,2017,1,8,"Meloy _ 2017 _ 1"
"14164","Meloy",1837,2017,2,8,"Meloy _ 2017 _ 2"
"14165","Meloy",1837,2017,3,8,"Meloy _ 2017 _ 3"
"14166","Meloy",1837,2017,4,8,"Meloy _ 2017 _ 4"
"14167","Meloy",1837,2017,5,8,"Meloy _ 2017 _ 5"
"14168","Meloy",1837,2017,6,8,"Meloy _ 2017 _ 6"
"14169","Meloy",1837,2017,7,8,"Meloy _ 2017 _ 7"
"14170","Meloy",1837,2017,8,8,"Meloy _ 2017 _ 8"
"14171","Meloy",1837,2017,9,8,"Meloy _ 2017 _ 9"
"14172","Meloy",1837,2017,10,8,"Meloy _ 2017 _ 10"
"14173","Meloy",1837,2017,11,8,"Meloy _ 2017 _ 11"
"14174","Meloy",1837,2017,12,8,"Meloy _ 2017 _ 12"
"14175","Meloy",1837,2017,13,8,"Meloy _ 2017 _ 13"
"14176","Meloy",1837,2017,14,8,"Meloy _ 2017 _ 14"
"14177","Meloy",1837,2017,15,8,"Meloy _ 2017 _ 15"
"14178","Meloy",1837,2017,16,8,"Meloy _ 2017 _ 16"
"14179","Meloy",1837,2017,17,8,"Meloy _ 2017 _ 17"
"14180","Meloy",1837,2017,18,8,"Meloy _ 2017 _ 18"
"14181","Meloy",1837,2017,19,8,"Meloy _ 2017 _ 19"
"14182","Meloy",1837,2017,20,8,"Meloy _ 2017 _ 20"
"14183","Meloy",1837,2017,21,8,"Meloy _ 2017 _ 21"
"14184","Meloy",1837,2017,22,8,"Meloy _ 2017 _ 22"
"14185","Meloy",1837,2017,23,8,"Meloy _ 2017 _ 23"
"14186","Meloy",1837,2017,24,8,"Meloy _ 2017 _ 24"
"14187","Meloy",1837,2017,25,8,"Meloy _ 2017 _ 25"
"14188","Meloy",1837,2017,26,8,"Meloy _ 2017 _ 26"
"14189","Meloy",1837,2017,27,8,"Meloy _ 2017 _ 27"
"14190","Meloy",1837,2017,28,8,"Meloy _ 2017 _ 28"
"14191","Meloy",1837,2017,29,8,"Meloy _ 2017 _ 29"
"14192","Meloy",1837,2017,30,8,"Meloy _ 2017 _ 30"
"14193","Meloy",1837,2017,31,8,"Meloy _ 2017 _ 31"
"14194","Meloy",1837,2017,32,8,"Meloy _ 2017 _ 32"
"14195","Meloy",1837,2017,33,8,"Meloy _ 2017 _ 33"
"14196","Meloy",1837,2017,34,8,"Meloy _ 2017 _ 34"
"14197","Meloy",1837,2017,35,8,"Meloy _ 2017 _ 35"
"14198","Meloy",1837,2017,36,8,"Meloy _ 2017 _ 36"
"14199","Meloy",1837,2017,37,8,"Meloy _ 2017 _ 37"
"14200","Meloy",1837,2017,38,8,"Meloy _ 2017 _ 38"
"14201","Meloy",1837,2017,39,8,"Meloy _ 2017 _ 39"
"14202","Meloy",1837,2017,40,8,"Meloy _ 2017 _ 40"
"14203","Meloy",1837,2017,41,8,"Meloy _ 2017 _ 41"
"14204","Meloy",1837,2017,42,8,"Meloy _ 2017 _ 42"
"14205","Meloy",1837,2017,43,8,"Meloy _ 2017 _ 43"
"14206","Meloy",1837,2017,44,8,"Meloy _ 2017 _ 44"
"14207","Meloy",1837,2017,45,8,"Meloy _ 2017 _ 45"
"14208","Meloy",1837,2017,46,8,"Meloy _ 2017 _ 46"
"14209","Meloy",1837,2017,47,8,"Meloy _ 2017 _ 47"
"14210","Meloy",1837,2017,48,8,"Meloy _ 2017 _ 48"
"14211","Meloy",1837,2017,49,8,"Meloy _ 2017 _ 49"
"14212","Meloy",1837,2017,50,8,"Meloy _ 2017 _ 50"
"14213","Meloy",1837,2017,51,8,"Meloy _ 2017 _ 51"
"14214","Meloy",1837,2017,52,8,"Meloy _ 2017 _ 52"
"14215","Meloy",1837,2018,1,8,"Meloy _ 2018 _ 1"
"14216","Meloy",1837,2018,2,8,"Meloy _ 2018 _ 2"
"14217","Meloy",1837,2018,3,8,"Meloy _ 2018 _ 3"
"14218","Meloy",1837,2018,4,8,"Meloy _ 2018 _ 4"
"14219","Meloy",1837,2018,5,8,"Meloy _ 2018 _ 5"
"14220","Meloy",1837,2018,6,8,"Meloy _ 2018 _ 6"
"14221","Meloy",1837,2018,7,8,"Meloy _ 2018 _ 7"
"14222","Meloy",1837,2018,8,8,"Meloy _ 2018 _ 8"
"14223","Meloy",1837,2018,9,8,"Meloy _ 2018 _ 9"
"14224","Meloy",1837,2018,10,8,"Meloy _ 2018 _ 10"
"14225","Meloy",1837,2018,11,8,"Meloy _ 2018 _ 11"
"14226","Meloy",1837,2018,12,8,"Meloy _ 2018 _ 12"
"14227","Meloy",1837,2018,13,8,"Meloy _ 2018 _ 13"
"14228","Meloy",1837,2018,14,7,"Meloy _ 2018 _ 14"
"14229","Meloy",1837,2018,15,6,"Meloy _ 2018 _ 15"
"14230","Meloy",1837,2018,16,6,"Meloy _ 2018 _ 16"
"14231","Meloy",1837,2018,17,6,"Meloy _ 2018 _ 17"
"14232","Meloy",1837,2018,18,6,"Meloy _ 2018 _ 18"
"14233","Meloy",1837,2018,19,7,"Meloy _ 2018 _ 19"
"14234","Meloy",1837,2018,20,7,"Meloy _ 2018 _ 20"
"14235","Meloy",1837,2018,21,7,"Meloy _ 2018 _ 21"
"14236","Meloy",1837,2018,22,7,"Meloy _ 2018 _ 22"
"14237","Meloy",1837,2018,23,7,"Meloy _ 2018 _ 23"
"14238","Meloy",1837,2018,24,7,"Meloy _ 2018 _ 24"
"14239","Meloy",1837,2018,25,7,"Meloy _ 2018 _ 25"
"14240","Meloy",1837,2018,26,7,"Meloy _ 2018 _ 26"
"14241","Meloy",1837,2018,27,7,"Meloy _ 2018 _ 27"
"14242","Meloy",1837,2018,28,7,"Meloy _ 2018 _ 28"
"14243","Meloy",1837,2018,29,7,"Meloy _ 2018 _ 29"
"14244","Meloy",1837,2018,30,7,"Meloy _ 2018 _ 30"
"14245","Meloy",1837,2018,31,7,"Meloy _ 2018 _ 31"
"14246","Meloy",1837,2018,32,7,"Meloy _ 2018 _ 32"
"14247","Meloy",1837,2018,33,7,"Meloy _ 2018 _ 33"
"14248","Meloy",1837,2018,34,7,"Meloy _ 2018 _ 34"
"14249","Meloy",1837,2018,35,7,"Meloy _ 2018 _ 35"
"14250","Meloy",1837,2018,36,7,"Meloy _ 2018 _ 36"
"14251","Meloy",1837,2018,37,6,"Meloy _ 2018 _ 37"
"14252","Meloy",1837,2018,38,6,"Meloy _ 2018 _ 38"
"14253","Meloy",1837,2018,39,6,"Meloy _ 2018 _ 39"
"14254","Meloy",1837,2018,40,6,"Meloy _ 2018 _ 40"
"14255","Meloy",1837,2018,41,6,"Meloy _ 2018 _ 41"
"14256","Meloy",1837,2018,42,6,"Meloy _ 2018 _ 42"
"14257","Meloy",1837,2018,43,6,"Meloy _ 2018 _ 43"
"14258","Meloy",1837,2018,44,6,"Meloy _ 2018 _ 44"
"14259","Meloy",1837,2018,45,6,"Meloy _ 2018 _ 45"
"14260","Meloy",1837,2018,46,6,"Meloy _ 2018 _ 46"
"14261","Meloy",1837,2018,47,6,"Meloy _ 2018 _ 47"
"14262","Meloy",1837,2018,48,6,"Meloy _ 2018 _ 48"
"14263","Meloy",1837,2018,49,6,"Meloy _ 2018 _ 49"
"14264","Meloy",1837,2018,50,6,"Meloy _ 2018 _ 50"
"14265","Meloy",1837,2018,51,6,"Meloy _ 2018 _ 51"
"14266","Meloy",1837,2018,52,6,"Meloy _ 2018 _ 52"
"14267","Meloy",1837,2019,1,6,"Meloy _ 2019 _ 1"
"14268","Meloy",1837,2019,2,6,"Meloy _ 2019 _ 2"
"14269","Meloy",1837,2019,3,6,"Meloy _ 2019 _ 3"
"14270","Meloy",1837,2019,4,6,"Meloy _ 2019 _ 4"
"14271","Meloy",1837,2019,5,6,"Meloy _ 2019 _ 5"
"14272","Meloy",1837,2019,6,6,"Meloy _ 2019 _ 6"
"14273","Meloy",1837,2019,7,6,"Meloy _ 2019 _ 7"
"14274","Meloy",1837,2019,8,6,"Meloy _ 2019 _ 8"
"14275","Meloy",1837,2019,9,6,"Meloy _ 2019 _ 9"
"14276","Meloy",1837,2019,10,6,"Meloy _ 2019 _ 10"
"14277","Meloy",1837,2019,11,6,"Meloy _ 2019 _ 11"
"14278","Meloy",1837,2019,12,6,"Meloy _ 2019 _ 12"
"14279","Meloy",1837,2019,13,6,"Meloy _ 2019 _ 13"
"14280","Meloy",1837,2019,14,6,"Meloy _ 2019 _ 14"
"14281","Moskenes",1874,2014,25,1,"Moskenes _ 2014 _ 25"
"14282","Moskenes",1874,2014,26,1,"Moskenes _ 2014 _ 26"
"14283","Moskenes",1874,2014,27,1,"Moskenes _ 2014 _ 27"
"14284","Moskenes",1874,2014,28,1,"Moskenes _ 2014 _ 28"
"14285","Moskenes",1874,2014,29,1,"Moskenes _ 2014 _ 29"
"14286","Moskenes",1874,2014,30,1,"Moskenes _ 2014 _ 30"
"14287","Moskenes",1874,2014,31,1,"Moskenes _ 2014 _ 31"
"14288","Moskenes",1874,2014,32,1,"Moskenes _ 2014 _ 32"
"14289","Moskenes",1874,2014,33,1,"Moskenes _ 2014 _ 33"
"14290","Moskenes",1874,2014,34,1,"Moskenes _ 2014 _ 34"
"14291","Moskenes",1874,2014,35,1,"Moskenes _ 2014 _ 35"
"14292","Moskenes",1874,2014,36,1,"Moskenes _ 2014 _ 36"
"14293","Moskenes",1874,2014,37,1,"Moskenes _ 2014 _ 37"
"14294","Moskenes",1874,2014,38,1,"Moskenes _ 2014 _ 38"
"14295","Moskenes",1874,2014,39,1,"Moskenes _ 2014 _ 39"
"14296","Moskenes",1874,2014,40,1,"Moskenes _ 2014 _ 40"
"14297","Moskenes",1874,2014,41,1,"Moskenes _ 2014 _ 41"
"14298","Moskenes",1874,2014,42,1,"Moskenes _ 2014 _ 42"
"14299","Moskenes",1874,2014,43,1,"Moskenes _ 2014 _ 43"
"14300","Moskenes",1874,2014,44,1,"Moskenes _ 2014 _ 44"
"14301","Moskenes",1874,2014,45,1,"Moskenes _ 2014 _ 45"
"14302","Moskenes",1874,2014,46,1,"Moskenes _ 2014 _ 46"
"14303","Moskenes",1874,2014,47,1,"Moskenes _ 2014 _ 47"
"14304","Moskenes",1874,2014,48,1,"Moskenes _ 2014 _ 48"
"14305","Moskenes",1874,2014,49,1,"Moskenes _ 2014 _ 49"
"14306","Moskenes",1874,2014,50,1,"Moskenes _ 2014 _ 50"
"14307","Moskenes",1874,2014,51,1,"Moskenes _ 2014 _ 51"
"14308","Moskenes",1874,2014,52,1,"Moskenes _ 2014 _ 52"
"14309","Moskenes",1874,2015,1,1,"Moskenes _ 2015 _ 1"
"14310","Moskenes",1874,2015,2,1,"Moskenes _ 2015 _ 2"
"14311","Moskenes",1874,2015,3,1,"Moskenes _ 2015 _ 3"
"14312","Moskenes",1874,2015,4,1,"Moskenes _ 2015 _ 4"
"14313","Moskenes",1874,2015,5,1,"Moskenes _ 2015 _ 5"
"14314","Moskenes",1874,2015,6,1,"Moskenes _ 2015 _ 6"
"14315","Moskenes",1874,2015,7,1,"Moskenes _ 2015 _ 7"
"14316","Moskenes",1874,2015,8,1,"Moskenes _ 2015 _ 8"
"14317","Moskenes",1874,2015,9,1,"Moskenes _ 2015 _ 9"
"14318","Moskenes",1874,2015,10,1,"Moskenes _ 2015 _ 10"
"14319","Moskenes",1874,2015,11,1,"Moskenes _ 2015 _ 11"
"14320","Moskenes",1874,2015,12,1,"Moskenes _ 2015 _ 12"
"14321","Moskenes",1874,2015,13,1,"Moskenes _ 2015 _ 13"
"14322","Moskenes",1874,2015,14,1,"Moskenes _ 2015 _ 14"
"14323","Moskenes",1874,2015,15,1,"Moskenes _ 2015 _ 15"
"14324","Moskenes",1874,2015,16,1,"Moskenes _ 2015 _ 16"
"14325","Moskenes",1874,2015,17,1,"Moskenes _ 2015 _ 17"
"14326","Moskenes",1874,2015,18,1,"Moskenes _ 2015 _ 18"
"14327","Moskenes",1874,2015,19,1,"Moskenes _ 2015 _ 19"
"14328","Moskenes",1874,2015,20,1,"Moskenes _ 2015 _ 20"
"14329","Moskenes",1874,2015,21,1,"Moskenes _ 2015 _ 21"
"14330","Moskenes",1874,2015,22,1,"Moskenes _ 2015 _ 22"
"14331","Moskenes",1874,2015,23,1,"Moskenes _ 2015 _ 23"
"14332","Moskenes",1874,2015,24,1,"Moskenes _ 2015 _ 24"
"14333","Moskenes",1874,2015,25,1,"Moskenes _ 2015 _ 25"
"14334","Moskenes",1874,2015,26,1,"Moskenes _ 2015 _ 26"
"14335","Moskenes",1874,2015,27,1,"Moskenes _ 2015 _ 27"
"14336","Moskenes",1874,2015,28,1,"Moskenes _ 2015 _ 28"
"14337","Moskenes",1874,2015,29,1,"Moskenes _ 2015 _ 29"
"14338","Moskenes",1874,2015,30,1,"Moskenes _ 2015 _ 30"
"14339","Moskenes",1874,2015,31,1,"Moskenes _ 2015 _ 31"
"14340","Moskenes",1874,2015,32,1,"Moskenes _ 2015 _ 32"
"14341","Moskenes",1874,2015,33,1,"Moskenes _ 2015 _ 33"
"14342","Moskenes",1874,2015,34,1,"Moskenes _ 2015 _ 34"
"14343","Moskenes",1874,2015,35,1,"Moskenes _ 2015 _ 35"
"14344","Moskenes",1874,2015,36,1,"Moskenes _ 2015 _ 36"
"14345","Moskenes",1874,2015,37,1,"Moskenes _ 2015 _ 37"
"14346","Moskenes",1874,2015,38,1,"Moskenes _ 2015 _ 38"
"14347","Moskenes",1874,2015,39,1,"Moskenes _ 2015 _ 39"
"14348","Moskenes",1874,2015,40,1,"Moskenes _ 2015 _ 40"
"14349","Moskenes",1874,2015,41,1,"Moskenes _ 2015 _ 41"
"14350","Moskenes",1874,2015,42,1,"Moskenes _ 2015 _ 42"
"14351","Moskenes",1874,2015,43,1,"Moskenes _ 2015 _ 43"
"14352","Moskenes",1874,2015,44,1,"Moskenes _ 2015 _ 44"
"14353","Moskenes",1874,2015,45,1,"Moskenes _ 2015 _ 45"
"14354","Moskenes",1874,2015,46,1,"Moskenes _ 2015 _ 46"
"14355","Moskenes",1874,2015,47,1,"Moskenes _ 2015 _ 47"
"14356","Moskenes",1874,2015,48,1,"Moskenes _ 2015 _ 48"
"14357","Moskenes",1874,2015,49,1,"Moskenes _ 2015 _ 49"
"14358","Moskenes",1874,2015,50,1,"Moskenes _ 2015 _ 50"
"14359","Moskenes",1874,2015,51,1,"Moskenes _ 2015 _ 51"
"14360","Moskenes",1874,2015,52,1,"Moskenes _ 2015 _ 52"
"14361","Moskenes",1874,2015,53,1,"Moskenes _ 2015 _ 53"
"14362","Moskenes",1874,2016,1,1,"Moskenes _ 2016 _ 1"
"14363","Moskenes",1874,2016,2,1,"Moskenes _ 2016 _ 2"
"14364","Moskenes",1874,2016,3,1,"Moskenes _ 2016 _ 3"
"14365","Moskenes",1874,2016,4,1,"Moskenes _ 2016 _ 4"
"14366","Moskenes",1874,2016,5,1,"Moskenes _ 2016 _ 5"
"14367","Moskenes",1874,2016,6,1,"Moskenes _ 2016 _ 6"
"14368","Moskenes",1874,2016,7,1,"Moskenes _ 2016 _ 7"
"14369","Moskenes",1874,2016,8,1,"Moskenes _ 2016 _ 8"
"14370","Moskenes",1874,2016,9,1,"Moskenes _ 2016 _ 9"
"14371","Moskenes",1874,2016,10,1,"Moskenes _ 2016 _ 10"
"14372","Moskenes",1874,2016,11,1,"Moskenes _ 2016 _ 11"
"14373","Moskenes",1874,2016,12,1,"Moskenes _ 2016 _ 12"
"14374","Moskenes",1874,2016,13,1,"Moskenes _ 2016 _ 13"
"14375","Moskenes",1874,2016,14,1,"Moskenes _ 2016 _ 14"
"14376","Moskenes",1874,2016,15,1,"Moskenes _ 2016 _ 15"
"14377","Moskenes",1874,2016,16,1,"Moskenes _ 2016 _ 16"
"14378","Moskenes",1874,2016,17,1,"Moskenes _ 2016 _ 17"
"14379","Moskenes",1874,2016,18,1,"Moskenes _ 2016 _ 18"
"14380","Moskenes",1874,2016,19,1,"Moskenes _ 2016 _ 19"
"14381","Moskenes",1874,2016,20,1,"Moskenes _ 2016 _ 20"
"14382","Moskenes",1874,2016,21,1,"Moskenes _ 2016 _ 21"
"14383","Moskenes",1874,2016,22,1,"Moskenes _ 2016 _ 22"
"14384","Moskenes",1874,2016,23,1,"Moskenes _ 2016 _ 23"
"14385","Moskenes",1874,2016,24,1,"Moskenes _ 2016 _ 24"
"14386","Moskenes",1874,2016,25,1,"Moskenes _ 2016 _ 25"
"14387","Moskenes",1874,2016,26,1,"Moskenes _ 2016 _ 26"
"14388","Moskenes",1874,2016,27,1,"Moskenes _ 2016 _ 27"
"14389","Moskenes",1874,2016,28,1,"Moskenes _ 2016 _ 28"
"14390","Moskenes",1874,2016,29,1,"Moskenes _ 2016 _ 29"
"14391","Moskenes",1874,2016,30,1,"Moskenes _ 2016 _ 30"
"14392","Moskenes",1874,2016,31,1,"Moskenes _ 2016 _ 31"
"14393","Moskenes",1874,2016,32,1,"Moskenes _ 2016 _ 32"
"14394","Moskenes",1874,2016,33,1,"Moskenes _ 2016 _ 33"
"14395","Moskenes",1874,2016,34,1,"Moskenes _ 2016 _ 34"
"14396","Moskenes",1874,2016,35,1,"Moskenes _ 2016 _ 35"
"14397","Moskenes",1874,2016,36,1,"Moskenes _ 2016 _ 36"
"14398","Moskenes",1874,2016,37,1,"Moskenes _ 2016 _ 37"
"14399","Moskenes",1874,2016,38,1,"Moskenes _ 2016 _ 38"
"14400","Moskenes",1874,2016,39,1,"Moskenes _ 2016 _ 39"
"14401","Moskenes",1874,2016,40,1,"Moskenes _ 2016 _ 40"
"14402","Moskenes",1874,2016,41,1,"Moskenes _ 2016 _ 41"
"14403","Moskenes",1874,2016,42,1,"Moskenes _ 2016 _ 42"
"14404","Moskenes",1874,2016,43,1,"Moskenes _ 2016 _ 43"
"14405","Moskenes",1874,2016,44,1,"Moskenes _ 2016 _ 44"
"14406","Narvik",1805,2012,1,1,"Narvik _ 2012 _ 1"
"14407","Narvik",1805,2012,2,1,"Narvik _ 2012 _ 2"
"14408","Narvik",1805,2012,3,1,"Narvik _ 2012 _ 3"
"14409","Narvik",1805,2012,4,1,"Narvik _ 2012 _ 4"
"14410","Narvik",1805,2012,5,1,"Narvik _ 2012 _ 5"
"14411","Narvik",1805,2012,6,1,"Narvik _ 2012 _ 6"
"14412","Narvik",1805,2012,7,1,"Narvik _ 2012 _ 7"
"14413","Narvik",1805,2012,8,1,"Narvik _ 2012 _ 8"
"14414","Narvik",1805,2012,9,1,"Narvik _ 2012 _ 9"
"14415","Narvik",1805,2012,10,1,"Narvik _ 2012 _ 10"
"14416","Narvik",1805,2012,11,1,"Narvik _ 2012 _ 11"
"14417","Narvik",1805,2012,12,1,"Narvik _ 2012 _ 12"
"14418","Narvik",1805,2012,13,1,"Narvik _ 2012 _ 13"
"14419","Narvik",1805,2012,14,1,"Narvik _ 2012 _ 14"
"14420","Narvik",1805,2012,15,1,"Narvik _ 2012 _ 15"
"14421","Narvik",1805,2012,16,1,"Narvik _ 2012 _ 16"
"14422","Narvik",1805,2012,17,1,"Narvik _ 2012 _ 17"
"14423","Narvik",1805,2012,18,1,"Narvik _ 2012 _ 18"
"14424","Narvik",1805,2012,19,1,"Narvik _ 2012 _ 19"
"14425","Narvik",1805,2012,20,1,"Narvik _ 2012 _ 20"
"14426","Narvik",1805,2012,21,1,"Narvik _ 2012 _ 21"
"14427","Narvik",1805,2012,22,1,"Narvik _ 2012 _ 22"
"14428","Narvik",1805,2012,23,1,"Narvik _ 2012 _ 23"
"14429","Narvik",1805,2012,24,1,"Narvik _ 2012 _ 24"
"14430","Narvik",1805,2012,25,1,"Narvik _ 2012 _ 25"
"14431","Narvik",1805,2012,26,1,"Narvik _ 2012 _ 26"
"14432","Narvik",1805,2012,27,1,"Narvik _ 2012 _ 27"
"14433","Narvik",1805,2012,28,1,"Narvik _ 2012 _ 28"
"14434","Narvik",1805,2012,29,1,"Narvik _ 2012 _ 29"
