yrs,knr2017,kname,county,totalarea,landarea,seaarea,trout_prod_kg,salmo_prod_kg,feed_used_kg,total_prod,protein_eff
2016,1828,Nesna,Nordland,402.82,183.18,219.63,NA,NA,NA,0,NA
1994,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
1995,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
1996,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
1997,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
1998,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
1999,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
2000,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
2001,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
2002,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
2003,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
2004,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
2005,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2006,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2007,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2008,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2009,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2010,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2011,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2012,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2013,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2014,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,NA
2015,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
2016,1832,Hemnes,Nordland,1653.16,1588.74,64.42,NA,NA,NA,0,NA
1994,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
1995,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
1996,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
1997,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
1998,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
1999,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
2000,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
2001,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
2002,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
2003,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
2004,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
2005,1833,Rana,Nordland,4588.12,4459.83,128.29,0,1346262,3016500,1346262,0.14979371032164324
2006,1833,Rana,Nordland,4588.12,4459.83,128.29,0,1880657,1127500,1880657,0.5598354102790447
2007,1833,Rana,Nordland,4588.12,4459.83,128.29,0,3823329,3528e3,3823329,0.36373108232056867
2008,1833,Rana,Nordland,4588.12,4459.83,128.29,0,0,195635,0,NA
2009,1833,Rana,Nordland,4588.12,4459.83,128.29,0,544059,3569432,544059,0.051158076445919055
2010,1833,Rana,Nordland,4588.12,4459.83,128.29,0,3770110,1185366,3770110,1.0675024390502716
2011,1833,Rana,Nordland,4588.12,4459.83,128.29,0,0,3604704,0,NA
2012,1833,Rana,Nordland,4588.12,4459.83,128.29,0,5112988,1973057,5112988,0.8697660707771553
2013,1833,Rana,Nordland,4588.12,4459.83,128.29,0,1562325,5685427,1562325,0.09223072341978165
2014,1833,Rana,Nordland,4588.12,4459.83,128.29,0,5463903,1282470,5463903,1.4299573568189212
2015,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
2016,1833,Rana,Nordland,4588.12,4459.83,128.29,NA,NA,NA,0,NA
1994,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
1995,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
1996,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
1997,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
1998,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
1999,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
2000,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
2001,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
2002,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
2003,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
2004,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
2005,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,6843424,10551569,6843424,0.21768260483785065
2006,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,9045312,11731972,9045312,0.25877353236985456
2007,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,10253977,14395368,10253977,0.2390764991860302
2008,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,13364141,12073795,13364141,0.37150492175622807
2009,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,7772576,15830238,7772576,0.16479531213255977
2010,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,14835068,10818297,14835068,0.4602544133073379
2011,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,4127207,13951461,4127207,0.09928962774569386
2012,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,10303314,15337617,10303314,0.22546875521088272
2013,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,17911983,15905140,17911983,0.3779840661226339
2014,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,3673328,12958970,3673328,0.09513855374211865
2015,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
2016,1834,Luroy,Nordland,1337.7,265.19,1072.51,NA,NA,NA,0,NA
1994,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
1995,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
1996,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
1997,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
1998,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
1999,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
2000,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
2001,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
2002,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
2003,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
2004,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
2005,1835,Traena,Nordland,1793.81,16.51,1777.3,0,2111309,2197500,2111309,0.3224706816634873
2006,1835,Traena,Nordland,1793.81,16.51,1777.3,0,219668,1474500,219668,0.05000222608784532
2007,1835,Traena,Nordland,1793.81,16.51,1777.3,0,3303822,2171500,3303822,0.5106509303690063
2008,1835,Traena,Nordland,1793.81,16.51,1777.3,0,0,1702700,0,NA
2009,1835,Traena,Nordland,1793.81,16.51,1777.3,0,3128982,1834e3,3128982,0.5726259876776255
2010,1835,Traena,Nordland,1793.81,16.51,1777.3,0,0,1896500,0,NA
2011,1835,Traena,Nordland,1793.81,16.51,1777.3,0,3528215,2829498,3528215,0.418516872364449
2012,1835,Traena,Nordland,1793.81,16.51,1777.3,0,1236201,2792e3,1236201,0.1486075919926025
2013,1835,Traena,Nordland,1793.81,16.51,1777.3,0,3481033,1469500,3481033,0.7950709220273283
2014,1835,Traena,Nordland,1793.81,16.51,1777.3,0,625953,3041500,625953,0.06907505268142483
2015,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
2016,1835,Traena,Nordland,1793.81,16.51,1777.3,NA,NA,NA,0,NA
1994,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
1995,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
1996,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
1997,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
1998,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
1999,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
2000,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
2001,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
2002,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
2003,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
2004,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
2005,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,11936100,14143170,11936100,0.28325853680726176
2006,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,12356580,15691520,12356580,0.2643020860985745
2007,1836,Rodoy,Nordland,3103.06,711.29,2391.77,452720,10374476,10459464,10827196,0.3474352585763067
2008,1836,Rodoy,Nordland,3103.06,711.29,2391.77,3789546,7358989,17302653,11148535,0.21625812029891275
2009,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,11540121,10137821,11540121,0.3820613132329913
2010,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,12625755,16943547,12625755,0.25010383229325617
2011,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,8693193,13163485,8693193,0.2216540949757417
2012,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,27318524,27512273,27318524,0.33327142554355
2013,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,15093080,21492650,15093080,0.23569763671896332
2014,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,27790360,30094033,27790360,0.30994247752826387
2015,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
2016,1836,Rodoy,Nordland,3103.06,711.29,2391.77,NA,NA,NA,0,NA
1994,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
1995,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
1996,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
1997,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
1998,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
1999,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
2000,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
2001,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
2002,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
2003,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
2004,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
2005,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,7240949,8881568,7240949,0.27363595620553527
2006,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,5835906,6536083,5835906,0.2996801999967965
2007,1837,Meloy,Nordland,2746.28,873.82,1872.46,176552,7510750,9441737,7687302,0.27326836875818145
2008,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,7468182,6406677,7468182,0.3912455261721691
2009,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,8636290,13328628,8636290,0.21747487532707052
2010,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,7761227,12668813,7761227,0.20561830773304773
2011,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,14026146,9751487,14026146,0.48276394714882653
2012,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,4271985,12624949,4271985,0.11357098883484565
2013,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,11988263,6242292,11988263,0.6445839719853976
2014,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,2521850,14434958,2521850,0.05863690605369437
2015,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
2016,1837,Meloy,Nordland,2746.28,873.82,1872.46,NA,NA,NA,0,NA
1994,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
1995,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
1996,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
1997,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
1998,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
1999,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
2000,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
2001,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
2002,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
2003,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
2004,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
2005,1838,Gildeskal,Nordland,1502.25,664.65,837.6,5378155,3449295,10942564,8827450,0.27075936779132503
2006,1838,Gildeskal,Nordland,1502.25,664.65,837.6,4791998,2936891,10928195,7728889,0.23737553397200598
2007,1838,Gildeskal,Nordland,1502.25,664.65,837.6,4756165,4034380,10580468,8790545,0.2788548766241465
2008,1838,Gildeskal,Nordland,1502.25,664.65,837.6,5315620,3450763,13829634,8766383,0.21275367695524697
2009,1838,Gildeskal,Nordland,1502.25,664.65,837.6,8004157,3385321,8012410,11389478,0.4770984176088088
2010,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,2686726,9272947,2686726,0.09724626295097162
2011,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,9416602,11315610,9416602,0.27930812192559884
2012,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,8219014,16435120,8219014,0.167847223340754
2013,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,14588505,16394493,14588505,0.29866210265932086
2014,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,10010425,20107715,10010425,0.16709256102915404
2015,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
2016,1838,Gildeskal,Nordland,1502.25,664.65,837.6,NA,NA,NA,0,NA
1994,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
1995,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
1996,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
1997,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
1998,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
1999,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
2000,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
2001,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
2002,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
2003,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
2004,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
2005,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,1002228,1115320,1002228,0.3016021006913696
2006,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,503741,305514,503741,0.5534055420512524
2007,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,423183,2692144,423183,0.05275908406400315
2008,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,4160816,4169200,4160816,0.3349601189511399
2009,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,2113439,1678200,2113439,0.42268157885435337
2010,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,2080941,3426250,2080941,0.2038487435104099
2011,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,2147345,1679616,2147345,0.42910062060538307
2012,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,2077535,4113487,2077535,0.16951398763095202
2013,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,4207345,2365e3,4207345,0.5970961909679485
2014,1840,Saltdal,Nordland,2245.93,2216.17,29.77,0,0,3610554,0,NA
2015,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
2016,1840,Saltdal,Nordland,2245.93,2216.17,29.77,NA,NA,NA,0,NA
1994,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
1995,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
1996,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
1997,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
1998,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
1999,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
2000,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
2001,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
2002,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
2003,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
2004,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
2005,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,1350711,1551350,1350711,0.292226749326269
2006,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,1608368,2441565,1608368,0.2210978164535003
2007,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,1833800,676e3,1833800,0.9104845755648336
2008,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,0,1326766,0,NA
2009,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,2457498,3145e3,2457498,0.2622647023058871
2010,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,2050111,1478940,2050111,0.4652583124074248
2011,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,1979851,4600484,1979851,0.14444293453344792
2012,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,4031636,2485070,4031636,0.5445152011317591
2013,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,774700,2053515,774700,0.12662020048781714
2014,1841,Fauske,Nordland,1293.87,1209.58,84.29,0,3503602,2649500,3503602,0.44383154089034205
2015,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
2016,1841,Fauske,Nordland,1293.87,1209.58,84.29,NA,NA,NA,0,NA
1994,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
1995,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
1996,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
1997,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
1998,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
1999,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
2000,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
2001,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
2002,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
2003,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
2004,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
2005,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,5532392,6672959,5532392,0.27826706578384675
2006,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,7386419,6623002,7386419,0.37432288023874266
2007,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,1994389,6888438,1994389,0.09717542231444654
2008,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,13461207,11642144,13461207,0.3880774039139652
2009,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,5135416,13623828,5135416,0.12651551806406391
2010,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,14011203,14572542,14011203,0.32270628967742554
2011,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,10650030,10261010,10650030,0.34835980652629817
2012,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,6775922,12043026,6775922,0.18884265360086525
2013,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,18067276,15747480,18067276,0.38507820075509785
2014,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,13590522,16371273,13590522,0.2786255941917432
2015,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
2016,1845,Sorfold,Nordland,1829.76,1637.73,192.04,NA,NA,NA,0,NA
1994,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
1995,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
1996,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
1997,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
1998,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
1999,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
2000,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
2001,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
2002,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
2003,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
2004,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
2005,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,9143835,8981990,9143835,0.34168281295386654
2006,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,8277161,12818904,8277161,0.21671941915686546
2007,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,14304671,12903835,14304671,0.3720714895831468
2008,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,9441020,16507492,9441020,0.19195752537322583
2009,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,16401792,18790675,16401792,0.2929653374617443
2010,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,15395534,18394694,15395534,0.2809114942751396
2011,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,20466622,21730258,20466622,0.31611754925174274
2012,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,15937273,20180700,15937273,0.2650605568716242
2013,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,18602606,19408371,18602606,0.32170071262098204
2014,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,15215666,25587002,15215666,0.19959004854482698
2015,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
2016,1848,Steigen,Nordland,3484.49,1009.08,2475.41,NA,NA,NA,0,NA
1994,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
1995,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
1996,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
1997,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
1998,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
1999,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
2000,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
2001,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
2002,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
2003,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
2004,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
2005,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,787042,0,2916252,787042,0.0905816400350937
2006,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,1761494,1237825,1761494,0.47762740648423246
2007,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,0,5454894,0,NA
2008,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,5537534,1795462,5537534,1.0351600627050772
2009,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,0,891525,0,NA
2010,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,4661640,6221498,4661640,0.25148442083164424
2011,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,1406664,2383250,1406664,0.1981016494623434
2012,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,5641751,4710250,5641751,0.40201038916313625
2013,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,0,3696250,0,NA
2014,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,5433001,3365250,5433001,0.541863343518174
2015,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
2016,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,NA,NA,NA,0,NA
1994,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
1995,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
1996,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
1997,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
1998,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
1999,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
2000,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
2001,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
2002,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
2003,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
2004,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,NA,NA,NA,0,NA
2005,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,0,295627,902635,295627,0.10992570185213017
2006,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,0,1035933,1011064,1035933,0.3438906287251724
2007,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,0,1389026,2228814,1389026,0.2091721538416091
2008,1850,Tysfjord,Nordland,1928.93,1463.63,465.3,0,2304246,4702270,2304246,0.16447072255153286
