yrs,knr2017,kname,county,totalarea,landarea,seaarea,trout_prod_kg,salmo_prod_kg,feed_used_kg,total_prod,protein_eff
1999,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
2000,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
2001,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
2002,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
2003,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
2004,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
2005,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,8862793,5343202,8862793,0.5567193717517567
2006,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,1301918,1217960,1301918,0.3587714917429925
2007,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,1101314,8145615,1101314,0.04537896653612611
2008,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,8741048,13034769,8741048,0.22507511795563512
2009,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,12759532,15294918,12759532,0.2799979894476355
2010,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,8856950,12852972,8856950,0.23128525798756724
2011,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,11356254,22537376,11356254,0.16912159574382482
2012,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,21270786,17473890,21270786,0.4085650954642339
2013,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,10790406,25913238,10790406,0.13976017067226762
2014,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,0,23620325,15127665,23620325,0.5240603357681326
2015,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
2016,2004,Hammerfest,Finnmark,3227.78,848.2,2379.58,NA,NA,NA,0,NA
1994,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
1995,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
1996,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
1997,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
1998,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
1999,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
2000,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
2001,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
2002,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
2003,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
2004,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
2005,2012,Alta,Finnmark,4557.65,3849.43,708.22,1143346,14991563,22288483,16134909,0.242970378503694
2006,2012,Alta,Finnmark,4557.65,3849.43,708.22,114200,16089357,19458582,16203557,0.27949014097656466
2007,2012,Alta,Finnmark,4557.65,3849.43,708.22,0,14689234,18518323,14689234,0.26623479541723155
2008,2012,Alta,Finnmark,4557.65,3849.43,708.22,0,15107266,11850434,15107266,0.4278769984955322
2009,2012,Alta,Finnmark,4557.65,3849.43,708.22,0,6295743,16360587,6295743,0.12915625091779281
2010,2012,Alta,Finnmark,4557.65,3849.43,708.22,0,16497057,29497416,16497057,0.1877110427741419
2011,2012,Alta,Finnmark,4557.65,3849.43,708.22,0,23696719,20840054,23696719,0.38164247098705745
2012,2012,Alta,Finnmark,4557.65,3849.43,708.22,0,15928260,28113079,15928260,0.1901635356718893
2013,2012,Alta,Finnmark,4557.65,3849.43,708.22,0,24107346,29490375,24107346,0.27436987565802007
2014,2012,Alta,Finnmark,4557.65,3849.43,708.22,0,24690274,29915733,24690274,0.2770088099172156
2015,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
2016,2012,Alta,Finnmark,4557.65,3849.43,708.22,NA,NA,NA,0,NA
1994,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
1995,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
1996,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
1997,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
1998,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
1999,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
2000,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
2001,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
2002,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
2003,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
2004,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
2005,2014,Loppa,Finnmark,2808.57,688.88,2119.69,0,1396837,3685929,1396837,0.12719384186353602
2006,2014,Loppa,Finnmark,2808.57,688.88,2119.69,669409,4542132,9962016,5211541,0.17558452790885243
2007,2014,Loppa,Finnmark,2808.57,688.88,2119.69,1151677,4322953,9113491,5474630,0.2016217241766626
2008,2014,Loppa,Finnmark,2808.57,688.88,2119.69,1055213,6954824,8978921,8010037,0.2994178531398527
2009,2014,Loppa,Finnmark,2808.57,688.88,2119.69,0,9365280,14762235,9365280,0.2129295675750792
2010,2014,Loppa,Finnmark,2808.57,688.88,2119.69,0,10200118,9406850,10200118,0.3639387485966592
2011,2014,Loppa,Finnmark,2808.57,688.88,2119.69,0,6875888,13313436,6875888,0.17334286067361634
2012,2014,Loppa,Finnmark,2808.57,688.88,2119.69,0,11850860,16645075,11850860,0.23896342356519626
2013,2014,Loppa,Finnmark,2808.57,688.88,2119.69,0,16002547,19368013,16002547,0.27731372459154907
2014,2014,Loppa,Finnmark,2808.57,688.88,2119.69,0,10612296,13966832,10612296,0.25502265689236203
2015,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
2016,2014,Loppa,Finnmark,2808.57,688.88,2119.69,NA,NA,NA,0,NA
1994,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
1995,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
1996,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
1997,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
1998,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
1999,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
2000,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
2001,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
2002,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
2003,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
2004,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
2005,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2006,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2007,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2008,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2009,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2010,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2011,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2012,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2013,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2014,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,0,0,0,0,NA
2015,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
2016,2015,Hasvik,Finnmark,2767.91,555.55,2212.36,NA,NA,NA,0,NA
1994,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
1995,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
1996,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
1997,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
1998,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
1999,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
2000,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
2001,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
2002,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
2003,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
2004,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
2005,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,0,375500,0,NA
2006,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,697056,3351825,697056,0.06979971579775814
2007,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,3407505,1063448,3407505,1.075443411643372
2008,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,1943531,2578180,1943531,0.2530145854261178
2009,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,377742,1886e3,377742,0.0672234670443308
2010,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,3018141,3625320,3018141,0.2794219367427017
2011,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,2495377,7361502,2495377,0.11377243518929517
2012,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,8222246,12594007,8222246,0.21912597236019543
2013,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,9294399,6954919,9294399,0.44853522611863034
2014,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,0,9082420,15741414,9082420,0.1936534152466733
2015,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
2016,2017,Kvalsund,Finnmark,2143.72,1844.29,299.43,NA,NA,NA,0,NA
1994,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
1995,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
1996,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
1997,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
1998,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
1999,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
2000,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
2001,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
2002,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
2003,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
2004,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
2005,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,0,0,0,NA
2006,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,0,0,0,NA
2007,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,0,0,0,NA
2008,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,0,0,0,NA
2009,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,0,0,0,NA
2010,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,0,0,0,NA
2011,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,0,2816696,0,NA
2012,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,1888127,9476443,1888127,0.06687336366483101
2013,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,8724837,6157892,8724837,0.4755460456664911
2014,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,0,1359325,14881075,1359325,0.03065888237068897
2015,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
2016,2018,Masoy,Finnmark,3882.59,1135.82,2746.77,NA,NA,NA,0,NA
1994,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
1995,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
1996,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
1997,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
1998,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
1999,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
2000,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
2001,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
2002,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
2003,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
2004,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
2005,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,0,229582,25304,229582,3.0452010888262295
2006,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,0,0,123468,0,NA
2007,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,0,0,1146273,0,NA
2008,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,1025741,0,3824147,1025741,0.09002651888370623
2009,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,2985196,0,7145946,2985196,0.14021046879718718
2010,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,4909752,0,2900965,4909752,0.5680471523266348
2011,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,671284,0,2092582,671284,0.10766911195678076
2012,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,641193,909838,5625932,1551031,0.09253229203488196
2013,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,2760763,889711,7414668,3650474,0.16524368456222077
2014,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,1963535,4465225,4630811,6428760,0.4659480269253709
2015,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
2016,2019,Nordkapp,Finnmark,4098.47,925.68,3172.78,NA,NA,NA,0,NA
1994,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
1995,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
1996,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
1997,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
1998,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
1999,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
2000,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
2001,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
2002,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
2003,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
2004,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
2005,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2006,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2007,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2008,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2009,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2010,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2011,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2012,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2013,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2014,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,0,0,0,0,NA
2015,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
2016,2020,Porsanger,Finnmark,5995.96,4872.58,1123.38,NA,NA,NA,0,NA
1994,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
1995,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
1996,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
1997,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
1998,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
1999,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
2000,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
2001,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
2002,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
2003,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
2004,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
2005,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,1633016,1281592,1633016,0.4276691983009366
2006,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,0,0,0,NA
2007,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,0,0,0,NA
2008,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,0,0,0,NA
2009,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,0,341332,0,NA
2010,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,0,2305411,0,NA
2011,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,1974085,4333581,1974085,0.15289252409913312
2012,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,4351067,6654867,4351067,0.21944399996825434
2013,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,5157523,8285045,5157523,0.20893616651542252
2014,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,0,11133367,13709732,11133367,0.2725617321603237
2015,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
2016,2022,Lebesby,Finnmark,5729.23,3459.39,2269.84,NA,NA,NA,0,NA
1994,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
1995,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
1996,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
1997,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
1998,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
1999,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
2000,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
2001,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
2002,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
2003,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
2004,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
2005,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2006,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2007,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2008,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2009,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2010,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2011,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2012,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2013,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2014,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,0,0,0,0,NA
2015,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
2016,2023,Gamvik,Finnmark,3105.25,1416.34,1688.92,NA,NA,NA,0,NA
1994,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
1995,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
1996,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
1997,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
1998,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
1999,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
2000,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
2001,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
2002,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
2003,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
2004,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
2005,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2006,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2007,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2008,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2009,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2010,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2011,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2012,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2013,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2014,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,0,0,0,0,NA
2015,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
2016,2024,Berlevag,Finnmark,2440.95,1121.78,1319.16,NA,NA,NA,0,NA
1994,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
1995,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
1996,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
1997,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
1998,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
1999,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
2000,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
2001,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
2002,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
2003,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
2004,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
2005,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2006,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2007,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2008,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2009,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2010,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2011,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2012,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2013,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2014,2025,Tana,Finnmark,4365.97,4051.36,314.62,0,0,0,0,NA
2015,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
2016,2025,Tana,Finnmark,4365.97,4051.36,314.62,NA,NA,NA,0,NA
1994,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
1995,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
1996,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
1997,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
1998,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
1999,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
2000,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
2001,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
2002,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
2003,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
2004,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
2005,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,0,1379492,2281297,1379492,0.20295730026822997
2006,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,0,1006289,130929,1006289,2.5796108495587506
2007,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,0,0,93519,0,NA
2008,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,0,0,2029287,0,NA
2009,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,2667569,314878,7282220,2982447,0.1374599748262705
2010,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,1235365,5471313,5279910,6706678,0.4263323187568616
2011,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,0,4491384,4839639,4491384,0.31148313716268416
2012,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,0,4181368,9716739,4181368,0.1444325817215854
2013,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,0,6925281,5895820,6925281,0.39423983502806026
2014,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,0,3151103,2060481,3151103,0.5132882295753634
2015,2027,Nesseby,Finnmark,1637.39,1436.89,200.5,NA,NA,NA,0,NA
