yrs,knr2017,kname,county,totalarea,landarea,seaarea,trout_prod_kg,salmo_prod_kg,avg_bm_trout_kg,avg_bm_salmo_kg,dbm_trout_kg,dbm_salmo_kg,total_production,total_prod_corrected
2005,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,407784,0,200967,0,-24654,383130,383130
2006,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,1171124,0,813016,0,340199,1511323,1511323
2007,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,907738,0,958822,0,-1203269,-295531,0
2008,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,0,0,25966,0,0,0,0
2009,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,0,93265,84906,0,757502,757502,757502
2010,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,604949,0,994708,0,1251181,1856130,1856130
2011,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,1666657,0,828221,0,-1911281,-244624,0
2012,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,0,0,264673,0,1024401,1024401,1024401
2013,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,1145302,0,1603093,0,2308104,3453406,3453406
2014,1804,Bodo,Nordland,4826.7,1395.25,3431.45,0,2661836,0,703720,0,-727955,1933881,1933881
2005,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,0,0,0,0,0,0,0
2006,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,0,0,0,0,0,0,0
2007,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,0,0,0,0,0,0,0
2008,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,0,0,0,0,0,0,0
2009,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,0,0,0,0,0,0,0
2010,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,0,0,0,0,0,0,0
2011,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,0,0,152027,0,716692,716692,716692
2012,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,2877215,0,1664471,0,756700,3633915,3633915
2013,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,1903281,0,312853,0,-1351278,552003,552003
2014,1805,Narvik,Nordland,2223.59,2022.98,200.61,0,0,0,587272,0,1982272,1982272,1982272
2005,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,2331758,0,1657623,0,-487116,1844642,1844642
2006,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,3654817,0,1636298,0,1414513,5069330,5069330
2007,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,3863579,0,2135960,0,232986,4096565,4096565
2008,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,5387505,0,2445713,0,379113,5766618,5766618
2009,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,3921657,0,2446422,0,504320,4425977,4425977
2010,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,5777090,0,2844997,0,-31873,5745217,5745217
2011,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,4226375,0,2646913,0,294894,4521269,4521269
2012,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,8035536,0,3623682,0,-836983,7198553,7198553
2013,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,4447631,0,2912899,0,375044,4822675,4822675
2014,1811,Bindal,Nordland,1905.54,1264.25,641.29,0,6034883,0,3490765,0,-861117,5173766,5173766
2005,1812,Somna,Nordland,790.1,195.26,594.84,0,5261384,0,2574373,0,-886564,4374820,4374820
2006,1812,Somna,Nordland,790.1,195.26,594.84,0,486726,0,1662093,0,3435186,3921912,3921912
2007,1812,Somna,Nordland,790.1,195.26,594.84,0,6364690,0,2016164,0,-3864064,2500626,2500626
2008,1812,Somna,Nordland,790.1,195.26,594.84,0,0,0,2165417,0,5195940,5195940,5195940
2009,1812,Somna,Nordland,790.1,195.26,594.84,0,8697517,0,5212502,0,154239,8851756,8851756
2010,1812,Somna,Nordland,790.1,195.26,594.84,0,8279298,0,2085857,0,-2768115,5511183,5511183
2011,1812,Somna,Nordland,790.1,195.26,594.84,0,2261304,0,737860,0,-1969808,291496,291496
2012,1812,Somna,Nordland,790.1,195.26,594.84,0,0,0,141066,0,659206,659206,659206
2013,1812,Somna,Nordland,790.1,195.26,594.84,0,1891367,0,2710757,0,3968029,5859396,5859396
2014,1812,Somna,Nordland,790.1,195.26,594.84,0,6341816,0,1856358,0,-5355844,985972,985972
2005,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,4899383,0,2500021,0,-535264,4364119,4364119
2006,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,3164181,0,1597714,0,1235731,4399912,4399912
2007,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,3541038,0,2150501,0,1136830,4677868,4677868
2008,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,5409491,0,2883851,0,-1165567,4243924,4243924
2009,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,5027756,0,3342554,0,614573,5642329,5642329
2010,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,8144723,0,3430080,0,-4112968,4031755,4031755
2011,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,280078,0,4823334,0,10638848,10918926,10918926
2012,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,15984989,0,5041997,0,-10401866,5583123,5583123
2013,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,4825063,0,5991897,0,6627988,11453051,11453051
2014,1813,Bronnoy,Nordland,2099.21,1046.4000000000001,1052.81,0,10534942,0,3381522,0,-5222879,5312063,5312063
2005,1815,Vega,Nordland,2921.38,164.94,2756.44,0,561812,0,240324,0,212247,774059,774059
2006,1815,Vega,Nordland,2921.38,164.94,2756.44,0,2250513,0,917133,0,-613716,1636797,1636797
2007,1815,Vega,Nordland,2921.38,164.94,2756.44,0,162038,0,436067,0,1287051,1449089,1449089
2008,1815,Vega,Nordland,2921.38,164.94,2756.44,0,3482593,0,2377504,0,105737,3588330,3588330
2009,1815,Vega,Nordland,2921.38,164.94,2756.44,0,1637603,0,358635,0,-575413,1062190,1062190
2010,1815,Vega,Nordland,2921.38,164.94,2756.44,0,3390778,0,1592881,0,-711353,2679425,2679425
2011,1815,Vega,Nordland,2921.38,164.94,2756.44,0,140849,0,430677,0,1599156,1740005,1740005
2012,1815,Vega,Nordland,2921.38,164.94,2756.44,0,6215889,0,2825767,0,-1113580,5102309,5102309
2013,1815,Vega,Nordland,2921.38,164.94,2756.44,0,837433,0,1057297,0,3506708,4344141,4344141
2014,1815,Vega,Nordland,2921.38,164.94,2756.44,0,9150144,0,3968134,0,-2865002,6285142,6285142
2005,1816,Vevelstad,Nordland,661.11,538.9,122.2,459792,1527293,324981,502097,224419,-1093543,1117961,1117961
2006,1816,Vevelstad,Nordland,661.11,538.9,122.2,1105024,281901,605906,1409058,58420,3337877,4783222,4783222
2007,1816,Vevelstad,Nordland,661.11,538.9,122.2,1164973,7373667,863362,2665782,6963,-3338977,5206626,5206626
2008,1816,Vevelstad,Nordland,661.11,538.9,122.2,1448410,0,640828,1376900,-218653,3557468,4787225,4787225
2009,1816,Vevelstad,Nordland,661.11,538.9,122.2,949863,6012979,320193,3144145,-584597,-1654647,4723598,4723598
2010,1816,Vevelstad,Nordland,661.11,538.9,122.2,0,2220024,0,1846575,0,1736084,3956108,3956108
2011,1816,Vevelstad,Nordland,661.11,538.9,122.2,0,6896770,0,4252010,0,-410546,6486224,6486224
2012,1816,Vevelstad,Nordland,661.11,538.9,122.2,0,6693262,18426,1908483,105671,-3766702,3032231,3032231
2013,1816,Vevelstad,Nordland,661.11,538.9,122.2,0,0,547686,2563606,1181067,5579064,6760131,6760131
2014,1816,Vevelstad,Nordland,661.11,538.9,122.2,1453742,9756533,315728,2828314,-1428836,-5702424,4079015,4079015
2005,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,2354355,0,1426183,0,1884788,4239143,4239143
2006,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,5328286,0,3769673,0,872371,6200657,6200657
2007,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,4325064,0,1926064,0,-410207,3914857,3914857
2008,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,4465203,0,3146133,0,1471291,5936494,5936494
2009,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,5135969,0,2172749,0,225596,5361565,5361565
2010,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,5575269,0,3142947,0,-2125082,3450187,3450187
2011,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,3089579,0,2501445,0,3754658,6844237,6844237
2012,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,6136536,0,5711911,0,694259,6830795,6830795
2013,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,7986201,0,3906814,0,459273,8445474,8445474
2014,1818,Heroy,Nordland,2262.1,64.37,2197.73,0,10179079,0,5189548,0,-581715,9597364,9597364
2005,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,6042713,0,2638649,0,-1912924,4129789,4129789
2006,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,1113624,0,1113143,0,2036859,3150483,3150483
2007,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,5454847,0,2192349,0,-1889769,3565078,3565078
2008,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,491896,0,2786902,0,5621499,6113395,6113395
2009,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,10592682,0,5566962,0,-3339352,7253330,7253330
2010,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,6137168,0,3715633,0,3050071,9187239,9187239
2011,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,9633908,0,3896310,0,-2708535,6925373,6925373
2012,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,7460817,0,3212229,0,4330241,11791058,11791058
2013,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,9086339,0,3186296,0,-2553513,6532826,6532826
2014,1820,Alstahaug,Nordland,585.22,187.61,397.61,0,4705971,0,3318199,0,2641690,7347661,7347661
2005,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,0,0,0,0,0,0,0
2006,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,0,0,0,0,0,0,0
2007,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,0,0,0,0,0,0,0
2008,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,0,0,0,0,0,0,0
2009,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,0,0,0,0,0,0,0
2010,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,0,0,0,0,0,0,0
2011,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,0,0,109264,0,367236,367236,367236
2012,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,883351,0,831869,0,362579,1245930,1245930
2013,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,764570,0,319017,0,-806381,-41811,0
2014,1822,Leirfjord,Nordland,596.16999999999996,465.22,130.94999999999999,0,0,0,0,0,0,0,0
2005,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,508761,0,562182,0,1406457,1915218,1915218
2006,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,3316793,0,1342889,0,-1883705,1433088,1433088
2007,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,0,0,505842,0,1331629,1331629,1331629
2008,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,3153320,0,1851856,0,-879657,2273663,2273663
2009,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,662663,0,509660,0,1481091,2143754,2143754
2010,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,3850615,0,2026704,0,-1306049,2544566,2544566
2011,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,323189,0,295688,0,1092565,1415754,1415754
2012,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,2356694,0,2073390,0,743370,3100064,3100064
2013,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,1911150,0,585939,0,601525,2512675,2512675
2014,1824,Vefsn,Nordland,2030.3,1928.81,101.49,0,4278929,0,1731749,0,-1806396,2472533,2472533
2005,1827,Donna,Nordland,759.31,191.94,567.37,0,5449411,0,2187977,0,-1555477,3893934,3893934
2006,1827,Donna,Nordland,759.31,191.94,567.37,0,445975,0,299274,0,873723,1319698,1319698
2007,1827,Donna,Nordland,759.31,191.94,567.37,17370,3673766,4638,2418380,802,425103,4117041,4117041
2008,1827,Donna,Nordland,759.31,191.94,567.37,103,2208700,2766,1241357,0,1707102,3915905,3915905
2009,1827,Donna,Nordland,759.31,191.94,567.37,11150,6385058,4452,3566200,-11157,226477,6611528,6611528
2010,1827,Donna,Nordland,759.31,191.94,567.37,2000,3179030,7985,2947627,16954,5377340,8575324,8575324
2011,1827,Donna,Nordland,759.31,191.94,567.37,0,11129700,18606,6403753,-19691,-3060353,8049656,8049656
2012,1827,Donna,Nordland,759.31,191.94,567.37,0,4414811,5094,1446217,13769,1471847,5900427,5900427
2013,1827,Donna,Nordland,759.31,191.94,567.37,54589,8890209,9635,4968241,-16132,-1431395,7497271,7497271
2014,1827,Donna,Nordland,759.31,191.94,567.37,0,3212856,3186,2789236,13537,4882015,8108408,8108408
2005,1828,Nesna,Nordland,402.82,183.18,219.63,0,1590739,0,611840,0,-252972,1337767,1337767
2006,1828,Nesna,Nordland,402.82,183.18,219.63,0,834492,0,417393,0,392739,1227231,1227231
2007,1828,Nesna,Nordland,402.82,183.18,219.63,0,1399224,0,611962,0,-100694,1298530,1298530
2008,1828,Nesna,Nordland,402.82,183.18,219.63,0,1580983,0,556772,0,-550312,1030671,1030671
2009,1828,Nesna,Nordland,402.82,183.18,219.63,0,845020,0,584131,0,646355,1491375,1491375
2010,1828,Nesna,Nordland,402.82,183.18,219.63,0,1310727,0,776696,0,74903,1385630,1385630
2011,1828,Nesna,Nordland,402.82,183.18,219.63,0,3202207,0,1923752,0,1300850,4503057,4503057
2012,1828,Nesna,Nordland,402.82,183.18,219.63,0,3396994,0,2088812,0,2472127,5869121,5869121
2013,1828,Nesna,Nordland,402.82,183.18,219.63,0,6669055,0,2655528,0,-2701990,3967065,3967065
2014,1828,Nesna,Nordland,402.82,183.18,219.63,0,1013167,0,1416178,0,3746519,4759686,4759686
2005,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2006,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2007,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2008,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2009,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2010,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2011,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2012,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2013,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2014,1832,Hemnes,Nordland,1653.16,1588.74,64.42,0,0,0,0,0,0,0,0
2005,1833,Rana,Nordland,4588.12,4459.83,128.29,0,1346262,0,1592986,0,1171963,2518225,2518225
2006,1833,Rana,Nordland,4588.12,4459.83,128.29,0,1880657,0,572104,0,-803188,1077469,1077469
2007,1833,Rana,Nordland,4588.12,4459.83,128.29,0,3823329,0,1670159,0,-1011605,2811724,2811724
2008,1833,Rana,Nordland,4588.12,4459.83,128.29,0,0,0,56939,0,278588,278588,278588
2009,1833,Rana,Nordland,4588.12,4459.83,128.29,0,544059,0,1292800,0,2657252,3201311,3201311
2010,1833,Rana,Nordland,4588.12,4459.83,128.29,0,3770110,0,945690,0,-2879800,890310,890310
2011,1833,Rana,Nordland,4588.12,4459.83,128.29,0,0,0,1296240,0,3254673,3254673,3254673
2012,1833,Rana,Nordland,4588.12,4459.83,128.29,0,5112988,0,1207841,0,-3580776,1532212,1532212
2013,1833,Rana,Nordland,4588.12,4459.83,128.29,0,1562325,0,2020636,0,3616509,5178834,5178834
2014,1833,Rana,Nordland,4588.12,4459.83,128.29,0,5463903,0,806748,0,-2950770,2513133,2513133
2005,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,6843424,0,4797691,0,-425842,6417582,6417582
2006,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,9045312,0,6093557,0,1418471,10463783,10463783
2007,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,10253977,0,6466077,0,3245262,13499239,13499239
2008,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,13364141,0,5771167,0,-4582421,8781720,8781720
2009,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,7772576,0,6670617,0,7209035,14981611,14981611
2010,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,14835068,0,5781274,0,-7247885,7587183,7587183
2011,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,4127207,0,6221493,0,5065126,9192333,9192333
2012,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,10303314,0,7008099,0,-431702,9871612,9871612
2013,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,17911983,0,7321560,0,-5721063,12190920,12190920
2014,1834,Luroy,Nordland,1337.7,265.19,1072.51,0,3673328,0,4888604,0,6678136,10351464,10351464
2005,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,2111309,0,973853,0,-336518,1774791,1774791
2006,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,219668,0,547259,0,1424292,1643960,1643960
2007,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,3303822,0,1116700,0,-1688961,1614861,1614861
2008,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,0,0,603554,0,1536937,1536937,1536937
2009,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,3128982,0,1014676,0,-1696542,1432440,1432440
2010,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,0,0,750278,0,1799108,1799108,1799108
2011,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,3528215,0,1469703,0,-1266846,2261369,2261369
2012,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,1236201,0,1170173,0,1247758,2483959,2483959
2013,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,3481033,0,1096568,0,-2202484,1278549,1278549
2014,1835,Traena,Nordland,1793.81,16.510000000000002,1777.3,0,625953,0,1093827,0,2021358,2647311,2647311
2005,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,11936100,0,6191501,0,547086,12483186,12483186
2006,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,12356580,108278,8008703,477644,660310,13494534,13494534
2007,1836,Rodoy,Nordland,3103.06,711.29,2391.77,452720,10374476,1677155,3517155,2466560,-2373209,10920547,10920547
2008,1836,Rodoy,Nordland,3103.06,711.29,2391.77,3789546,7358989,1408822,7180393,-2964486,4159110,12343159,12343159
2009,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,11540121,0,5291185,0,-2298465,9241656,9241656
2010,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,12625755,0,8445213,0,274380,12900135,12900135
2011,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,8693193,0,5661449,0,4354814,13048007,13048007
2012,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,27318524,0,12856971,0,-4314934,23003590,23003590
2013,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,15093080,0,8477124,0,6447950,21541030,21541030
2014,1836,Rodoy,Nordland,3103.06,711.29,2391.77,0,27790360,0,13676047,0,-3005883,24784477,24784477
2005,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,7240949,0,4567283,0,474811,7715760,7715760
2006,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,5835906,0,3078836,0,1134296,6970202,6970202
2007,1837,Meloy,Nordland,2746.28,873.82,1872.46,176552,7510750,228157,4841984,0,551231,8238533,8238533
2008,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,7468182,0,2931321,0,347997,7816179,7816179
2009,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,8636290,0,6018293,0,3089731,11726021,11726021
2010,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,7761227,0,5588086,0,3633704,11394931,11394931
2011,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,14026146,0,5626395,0,-4655932,9370214,9370214
2012,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,4271985,0,4842932,0,6642059,10914044,10914044
2013,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,11988263,0,3013346,0,-7129545,4858718,4858718
2014,1837,Meloy,Nordland,2746.28,873.82,1872.46,0,2521850,0,5133770,0,9539701,12061551,12061551
2005,1838,Gildeskal,Nordland,1502.25,664.65,837.6,5378155,3449295,3724370,2051901,699497,-112326,9414621,9414621
2006,1838,Gildeskal,Nordland,1502.25,664.65,837.6,4791998,2936891,3703750,2412768,-26847,1009541,8711583,8711583
2007,1838,Gildeskal,Nordland,1502.25,664.65,837.6,4756165,4034380,3470101,2179985,-555306,159750,8394989,8394989
2008,1838,Gildeskal,Nordland,1502.25,664.65,837.6,5315620,3450763,5008842,1647281,1603587,-670254,9699716,9699716
2009,1838,Gildeskal,Nordland,1502.25,664.65,837.6,8004157,3385321,2816689,1909781,-5050768,-164625,6174085,6174085
2010,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,2686726,0,2995509,0,3865242,6551968,6551968
2011,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,9416602,0,4611727,0,-1368116,8048486,8048486
2012,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,8219014,0,6278804,0,4855689,13074703,13074703
2013,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,14588505,0,7632420,0,-3443020,11145485,11145485
2014,1838,Gildeskal,Nordland,1502.25,664.65,837.6,0,10010425,0,8287168,0,5470913,15481338,15481338
2005,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,1002228,0,684048,0,-184858,817370,817370
2006,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,503741,0,193675,0,-284477,219264,219264
2007,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,423183,0,1186075,0,2968889,3392072,3392072
2008,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,4160816,0,2160729,0,-1012568,3148248,3148248
2009,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,2113439,0,792388,0,-280364,1833075,1833075
2010,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,2080941,0,1715363,0,-208323,1872618,1872618
2011,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,2147345,0,1041491,0,-1174163,973182,973182
2012,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,2077535,0,1916809,0,1908060,3985595,3985595
2013,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,4207345,0,1325890,0,-3136489,1070856,1070856
2014,1840,Saltdal,Nordland,2245.9299999999998,2216.17,29.77,0,0,0,1359564,0,1032975,1032975,1032975
2005,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,1350711,0,774056,0,95735,1446446,1446446
2006,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,1608368,0,1133834,0,902376,2510744,2510744
2007,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,1833800,0,539254,0,-1647876,185924,185924
2008,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,0,0,427978,0,1409609,1409609,1409609
2009,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,2457498,0,1474671,0,138264,2595762,2595762
2010,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,2050111,0,807143,0,-897216,1152895,1152895
2011,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,1979851,0,1937314,0,2020531,4000382,4000382
2012,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,4031636,0,1387098,0,-2097867,1933769,1933769
2013,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,774700,0,879979,0,893400,1668100,1668100
2014,1841,Fauske,Nordland,1293.8699999999999,1209.58,84.29,0,3503602,0,1615408,0,-1962291,1541311,1541311
2005,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,5532392,0,3427557,0,499280,6031672,6031672
2006,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,7386419,0,3440625,0,-2369612,5016807,5016807
2007,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,1994389,0,3010209,0,4403058,6397447,6397447
2008,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,13461207,0,6150611,0,-4272585,9188622,9188622
2009,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,5135416,0,5742702,0,7824396,12959812,12959812
2010,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,14011203,0,7171976,0,-189338,13821865,13821865
2011,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,10650030,0,5896352,0,-942083,9707947,9707947
2012,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,6775922,0,4834932,0,4129784,10905706,10905706
2013,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,18067276,0,7908528,0,-5826930,12240346,12240346
2014,1845,Sorfold,Nordland,1829.76,1637.73,192.04,0,13590522,0,6890106,0,110262,13700784,13700784
2005,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,9143835,0,4449265,0,-2034880,7108955,7108955
2006,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,8277161,0,5177080,0,4276843,12554004,12554004
2007,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,14304671,0,6210029,0,-3190282,11114389,11114389
2008,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,9441020,0,6238194,0,6231371,15672391,15672391
2009,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,16401792,0,7872462,0,-759433,15642359,15642359
2010,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,15395534,0,8008666,0,434511,15830045,15830045
2011,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,20466622,0,9516505,0,-1969269,18497353,18497353
2012,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,15937273,0,8184771,0,1906274,17843547,17843547
2013,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,18602606,0,9198250,0,-1357537,17245069,17245069
2014,1848,Steigen,Nordland,3484.49,1009.08,2475.41,0,15215666,0,10580639,0,7175984,22391650,22391650
2005,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,787042,0,334192,945796,-114916,1582442,2254568,2254568
2006,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,1761494,0,777842,0,-1555228,206266,206266
2007,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,0,0,2029959,0,5123066,5123066,5123066
2008,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,5537534,0,1308739,0,-4838273,699261,699261
2009,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,0,0,330620,0,697103,697103,697103
2010,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,4661640,0,2528062,0,380502,5042142,5042142
2011,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,1406664,0,799106,0,1577714,2984378,2984378
2012,1849,Hamaroy,Nordland,1562.51,1033.55,528.96,0,5641751,0,2110288,0,-1851600,3790151,3790151
