What,Farmname,Municipality,Location,Latlon,Temperature,Sitting_lice,Moving_lice,Adult_females,Year,Month,Date
Fishfarm:,,1923,20576,"(68.81237,17.52025)",9.2,,0,0,2009,11,1
Fishfarm:,,1923,20576,"(68.81237,17.52025)",8.6,,0,0,2009,12,1
Fishfarm:,,1923,20576,"(68.81237,17.52025)",7.6,,0,0,2010,1,1
Fishfarm:,,1923,20576,"(68.81237,17.52025)",7.5,,0,0,2010,2,1
Fishfarm:,,1923,20576,"(68.81237,17.52025)",7.5,,0,0,2010,3,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",7.63,,0,0,2008,7,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",9.25,,0,0,2008,8,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",9.32,,0,0.01,2008,9,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",9.24,,0,0.05,2008,10,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",8.5,,0,0,2008,11,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",7.27,,0,0,2008,12,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",6,,0,0,2009,1,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",4.69,,0,0,2009,2,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",4.18,,0,0,2009,3,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",3.51,,0,0,2009,4,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",3.81,,0,0,2009,5,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",5.87,,0,0,2009,6,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",7.58,,0,0,2009,7,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",9.73,,0,0.05,2009,8,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",12.4,,0,0.1,2009,9,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",10.59,,0,0,2009,10,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",9.24,,0,0,2009,11,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",3.95,,0,0,2010,5,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",4.96,,0,0,2010,6,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",6.79,,0,0,2010,7,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",8.5,,0,0,2010,8,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",9.06,,0.35,0.2,2010,9,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",8.95,,0,0.5,2010,10,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",8.28,,0.15,0.05,2010,11,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",6.43,,0.02,0,2010,12,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",5.29,,0,0.02,2011,1,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",4.14,,0,0,2011,2,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",3.6,,0,0,2011,3,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",3.08,,0,0,2011,4,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",3.43,,0,0,2011,5,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",5.13,,0,0,2011,6,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",7.39,,0.03,0.03,2011,7,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",8.85,,0.1,0,2011,8,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",9.61,,0.1,0.05,2011,9,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",9.68,,0.4,0.2,2011,10,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",8.29,,0.85,0.3,2011,11,1
Fishfarm:,,1927,17077,"(69.51037,18.0218)",7.75,,0.25,0.18,2011,12,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2010,3,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2010,4,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2010,5,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2010,6,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2010,8,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2010,10,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2010,12,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2011,1,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2011,2,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2011,3,1
Fishfarm:,,1857,21176,"(68.08141,16.321417)",,,,,2011,4,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",0,,0,0,2005,2,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",0,,0,0,2005,3,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",0,,0,0,2005,5,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",7.4,,0.8,0.6,2005,6,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",10.2,,0.37,0.55,2005,7,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",13.3,,0.69,0.55,2005,8,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",12.6,,0.59,0.66,2005,9,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",11.3,,0.55,0.15,2005,10,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",9.9,,0.55,0.3,2005,11,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",8.5,,0.2,0.3,2005,12,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",7,,0.81,0.6,2006,1,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",6,,0.6,0.49,2006,2,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",4.7,,0.33,0.15,2006,3,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",3.8,,0.88,0.58,2006,4,1
Fishfarm:,,1836,12957,"(-999.0,-999.0)",5.1,,0.9,0.8,2006,5,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",4.4,,0,0,2005,2,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",3.4,,0,0,2005,3,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",4.2,,0,0,2005,4,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",4.1,,0,0,2005,5,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",5.8,,0,0,2005,6,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",10,,0,0,2005,7,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",8.9,,0,0,2006,7,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",10.2,,0,0,2006,8,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",12.2,,0,0,2006,9,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",11.2,,0.1,0,2006,10,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",8.9,,0,0,2006,11,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",6.8,,0,0,2006,12,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",6,,0.05,0,2007,1,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",4.5,,0,0,2007,2,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",4.1,,0,0.05,2007,3,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",3.8,,0,0,2007,4,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",3.9,,0,0,2007,5,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",6.5,,0,0,2007,6,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",11.65,,0,0,2010,9,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",10.13,,0,0,2010,10,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",8.35,,4.03,0,2010,11,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",6.65,,0.3,0.39,2010,12,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",5.08,,0.08,0.16,2011,1,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",3.89,,0.1,0.07,2011,2,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",3.04,,0,0,2011,3,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",2.44,,0,0,2011,4,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",2.62,,0,0,2011,5,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",5.39,,0.02,0,2011,6,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",9.08,,0.06,0,2011,7,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",11.67,,0.08,0,2011,8,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",12.43,,0.04,0.09,2011,9,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",11.04,,0.48,0.3,2011,10,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",8.79,,0.38,0.23,2011,11,1
Fishfarm:,,1927,13012,"(-999.0,-999.0)",7.11,,0.33,0.22,2011,12,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",5.52,,0,0,2005,4,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",6.01,,0,0,2005,5,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",7.91,,0.19,0,2005,6,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",10.46,,0.05,0.8,2005,7,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",13.85,,1,1.73,2005,8,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",13.25,,0.16,0,2005,9,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",11.88,,0.6,0.4,2005,10,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",10.52,,0.2,0.1,2005,11,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",8.62,,0.12,0.61,2005,12,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",6.34,,0.11,0,2006,1,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",5.95,,0.18,0.29,2006,2,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",,,,,2010,10,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",,,,,2010,12,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",,,,,2011,1,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",,,,,2011,2,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",,,,,2011,3,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",,,,,2011,4,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",,,,,2011,5,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",,,,,2011,6,1
Fishfarm:,,1850,21175,"(67.97345,16.2639)",,,,,2011,7,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",3.02,,0,0,2005,2,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",2.78,,0,0,2005,3,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",2,,0,0,2005,4,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",2.1,,0,0,2005,5,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",4.8,,0,0,2005,6,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",6.1,,0,0,2005,7,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",8.6,,0.06,0.04,2005,8,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",9.1,,0.09,0.06,2005,9,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",8.4,,0.06,0.04,2005,10,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",6.8,,0.04,0.01,2005,11,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",5.5,,0.02,0.05,2005,12,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",5.1,,0.01,0,2006,1,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",4.78,,0,0,2009,6,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",6.33,,0,0,2009,7,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",8.87,,0,0,2009,8,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",10.01,,0,0,2009,9,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",9.67,,0,0,2009,10,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",7.39,,0.2,0,2009,11,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",6.91,,0,0,2009,12,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",5.61,,0,0,2010,1,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",4.06,,0,0,2010,2,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",2.92,,0,0,2010,3,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",2.32,,0,0,2010,4,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",2.88,,0,0,2010,5,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",3.91,,0,0,2010,6,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",6.79,,0,0,2010,7,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",9.31,,0,0,2010,8,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",9.8,,0,0,2010,9,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",8.62,,0,0,2010,10,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",7.44,,0,0,2010,11,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",5.9,,0.03,0.07,2010,12,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",4.9,,0,0,2011,1,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",3.28,,0,0,2011,2,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",2.24,,0,0,2011,3,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",2.66,,0,0,2011,4,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",3.13,,0,0,2011,5,1
Fishfarm:,,2027,13143,"(70.81695,27.563717)",4.3,,0,0,2011,6,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.7,,0.1,0.1,2005,2,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",3.9,,0.1,0,2005,3,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.2,,0.3,0.1,2005,4,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",,,,,2005,6,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.78,,1.6,1.15,2005,7,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",13.54,,0.05,0.05,2005,8,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",12.58,,0.2,0.2,2005,9,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",11.07,,0.1,0.75,2005,10,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.52,,1.7,1.15,2005,11,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",8.32,,0.45,1.25,2005,12,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6.2,,0.3,0.05,2006,1,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",5.74,,0.8,0.4,2006,2,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",5.2,,0,0,2006,3,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6,,0,0,2006,5,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6.83,,0,0,2006,6,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",8.42,,0.1,0,2006,7,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",12,,0.5,0,2006,8,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",13.11,,1.5,0,2006,9,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",11.66,,2.7,0,2006,10,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.03,,1.5,0,2006,11,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6.95,,0.1,0.1,2006,12,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6.13,,0.1,0.1,2007,1,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.63,,0.4,0.55,2007,2,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.46,,0,0,2007,3,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.84,,0.6,0.3,2007,4,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.41,,0,0,2007,5,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6.57,,0,0,2007,6,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",10.23,,0.15,0.25,2007,7,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",,,,,2007,8,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",12.64,,0.1,0.15,2007,9,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",10.53,,0,0.15,2007,10,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.73,,0.35,0.2,2007,11,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",7.37,,0,1,2007,12,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6.04,,0.14,0.05,2008,1,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.89,,0.35,0.25,2008,2,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",0,,0,0,2008,5,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",7.53,,0,0,2008,6,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.9,,0,0,2008,7,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",10.23,,0,0,2008,8,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",11.62,,0.25,0.1,2008,9,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",10.47,,0.05,0,2008,10,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.99,,0,0,2008,11,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",7.76,,0.3,0,2008,12,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",5.89,,0.08,0.02,2009,1,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",5.22,,0.2,0,2009,2,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.37,,0.25,0.05,2009,3,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.58,,0.2,0.05,2009,4,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",5.31,,0.1,0.4,2009,5,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",7.68,,0,0.2,2009,6,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.87,,0.14,0.25,2009,7,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",10.25,,0.43,0.19,2009,8,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",12.55,,0.75,0.15,2009,9,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",11.62,,4.95,1.3,2009,10,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.5,,5.37,10.41,2009,11,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",8.2,,1.13,0.43,2009,12,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6.84,,0.7,0.5,2010,1,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",5.26,,0,0,2010,2,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",3.84,,0,0,2010,4,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",4.34,,0,0,2010,5,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6.1,,0,0,2010,6,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",8.05,,0.08,0.01,2010,7,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",10.4,,0.13,0,2010,8,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",11.58,,1.82,0.69,2010,9,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",11.1,,1.58,0.84,2010,10,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.12,,1.26,0.44,2010,11,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",7.34,,0.54,0.23,2010,12,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",5.14,,0.37,0.2,2011,1,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",3.85,,0,0,2011,2,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",2.52,,0,0,2011,3,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",2.78,,0,0,2011,4,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",3.76,,0.37,0.45,2011,5,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",6.79,,0.33,0.37,2011,6,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.56,,0.47,0.1,2011,7,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.95,,0.4,0.61,2011,8,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",9.96,,2.88,0.95,2011,9,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",10.5,,0.48,0,2011,10,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",10.03,,0.95,2.73,2011,11,1
Fishfarm:,,1815,13125,"(66.80855,13.242333)",8.74,,1.48,3.73,2011,12,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.1,,1,0,2005,2,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",4.7,,1,0,2005,3,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",4.2,,1,0,2005,4,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",6.6,,0,0,2006,1,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",4.8,,0,0,2006,2,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",4.5,,0,0,2006,3,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",4.9,,0,0,2006,4,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",8.5,,0.5,0,2006,6,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",10.9,,0.5,0,2006,7,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",13,,0,0,2006,8,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",12.9,,0.5,0.5,2006,9,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",12,,0.2,0,2006,10,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",9.1,,0.2,0,2006,11,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",7.7,,0.2,0,2006,12,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",7.09,,0,0,2007,1,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",6.21,,0,0,2007,2,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",6.21,,0,0,2007,3,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.73,,0.2,0.1,2007,4,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.38,,0.1,0.2,2007,5,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",8.85,,0,0,2007,11,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",8.3,,0,0,2007,12,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",6.69,,0.25,0.14,2008,1,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.92,,0.2,0.1,2008,2,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",4.89,,0,0,2008,3,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.14,,0,0,2008,4,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.01,,0.1,0,2008,5,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",7.11,,0.1,0,2008,6,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",9.86,,0.5,0.05,2008,7,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",12.07,,0.1,0,2008,8,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",11.82,,0,0.1,2008,9,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",10.68,,0.45,0,2008,10,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",10,,0.5,0.1,2008,11,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",8.6,,0.08,0.06,2008,12,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",6.87,,0.02,0.09,2009,1,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",6.33,,0,0.08,2009,2,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.34,,0.01,0.16,2009,3,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.12,,0.03,0.24,2009,4,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.38,,0.48,0.41,2009,5,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",7.5,,0.15,1.15,2009,6,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",8.79,,0.24,0,2009,7,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",11.11,,0.3,0,2009,8,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",10.12,,0,0,2009,9,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",10.25,,0,0,2009,10,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",9.92,,0.19,0,2009,11,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",8.92,,0.16,0.02,2009,12,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",7.33,,0.77,0.23,2010,1,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.32,,0.9,0.17,2010,2,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.12,,0.3,0.2,2010,3,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",3.99,,0.2,0,2010,4,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",4.53,,0.25,0.02,2010,5,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",6.02,,0,0,2010,6,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",8.28,,0.03,0,2010,7,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",10.17,,0.05,0,2010,8,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",11.13,,0.1,0.05,2010,9,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",10.61,,0.18,0.12,2010,10,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",9.81,,0.22,0.02,2010,11,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",8.06,,0.08,0.04,2010,12,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.56,,0.12,0,2011,1,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",3.95,,0.05,0.03,2011,2,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",4.16,,0,0,2011,3,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",3.31,,0.04,0.02,2011,4,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",3.86,,0.04,0.07,2011,5,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",5.53,,0.05,0,2011,6,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",7.43,,0.14,0.24,2011,7,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",10.12,,0,0,2011,10,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",10.52,,0.03,0,2011,11,1
Fishfarm:,,1836,13124,"(66.54563,13.419083)",9.18,,0.06,0.08,2011,12,1
Fishfarm:,,2012,13119,"(70.23785,23.4112)",4.3,,0.3,0.3,2005,2,1
Fishfarm:,,2012,13119,"(70.23785,23.4112)",3.63,,2,,2005,3,1
Fishfarm:,,2012,13119,"(70.23785,23.4112)",8.21,,0,0,2005,7,1
