"","Week","Year","Municip_number","Municip_name","locs_above_thr_count","locs_below_thr_count","locs_active","locs_above_thr_prop","locs_below_thr_prop","key","tot_loc"
"48",1,2013,1805,"Narvik",0,1,1,0,1,"Narvik _ 2013 _ 1",1
"49",1,2013,1811,"Bindal",0,2,2,0,1,"Bindal _ 2013 _ 1",3
"50",1,2013,1812,"Somna",0,1,1,0,1,"Somna _ 2013 _ 1",4
"51",1,2013,1813,"Bronnoy",0,2,2,0,1,"Bronnoy _ 2013 _ 1",7
"52",1,2013,1816,"Vevelstad",0,3,3,0,1,"Vevelstad _ 2013 _ 1",6
"53",1,2013,1818,"Heroy",0,5,5,0,1,"Heroy _ 2013 _ 1",7
"54",1,2013,1820,"Alstahaug",1,2,3,0.333333333333333,0.666666666666667,"Alstahaug _ 2013 _ 1",5
"55",1,2013,1822,"Leirfjord",0,2,2,0,1,"Leirfjord _ 2013 _ 1",2
"56",1,2013,1824,"Vefsn",0,1,1,0,1,"Vefsn _ 2013 _ 1",1
"57",1,2013,1827,"Donna",0,2,2,0,1,"Donna _ 2013 _ 1",7
"58",1,2013,1828,"Nesna",1,2,3,0.333333333333333,0.666666666666667,"Nesna _ 2013 _ 1",4
"59",1,2013,1833,"Rana",0,1,1,0,1,"Rana _ 2013 _ 1",1
"60",1,2013,1834,"Luroy",1,7,8,0.125,0.875,"Luroy _ 2013 _ 1",17
"61",1,2013,1835,"Traena",0,1,1,0,1,"Traena _ 2013 _ 1",3
"62",1,2013,1836,"Rodoy",0,5,5,0,1,"Rodoy _ 2013 _ 1",11
"63",1,2013,1837,"Meloy",1,1,2,0.5,0.5,"Meloy _ 2013 _ 1",8
"64",1,2013,1838,"Gildeskal",0,7,7,0,1,"Gildeskal _ 2013 _ 1",12
"65",1,2013,1841,"Fauske",0,1,1,0,1,"Fauske _ 2013 _ 1",3
"66",1,2013,1845,"Sorfold",0,5,5,0,1,"Sorfold _ 2013 _ 1",8
"67",1,2013,1848,"Steigen",0,3,3,0,1,"Steigen _ 2013 _ 1",9
"68",1,2013,1849,"Hamaroy",0,1,1,0,1,"Hamaroy _ 2013 _ 1",2
"69",1,2013,1850,"Tysfjord",0,5,5,0,1,"Tysfjord _ 2013 _ 1",9
"70",1,2013,1854,"Ballangen",0,2,2,0,1,"Ballangen _ 2013 _ 1",4
"71",1,2013,1860,"Vestvagoy",1,1,2,0.5,0.5,"Vestvagoy _ 2013 _ 1",14
"72",1,2013,1865,"Vagan",0,1,1,0,1,"Vagan _ 2013 _ 1",12
"73",1,2013,1866,"Hadsel",0,7,7,0,1,"Hadsel _ 2013 _ 1",13
"74",1,2013,1867,"Bo",0,3,3,0,1,"Bo _ 2013 _ 1",8
"75",1,2013,1868,"Oksnes",0,5,5,0,1,"Oksnes _ 2013 _ 1",14
"76",1,2013,1870,"Sortland",0,4,4,0,1,"Sortland _ 2013 _ 1",7
"77",1,2013,1902,"Tromso",0,4,4,0,1,"Tromso _ 2013 _ 1",14
"78",1,2013,1903,"Harstad",0,4,4,0,1,"Harstad _ 2013 _ 1",9
"79",1,2013,1911,"Kvaefjord",0,2,2,0,1,"Kvaefjord _ 2013 _ 1",6
"80",1,2013,1913,"Skanland",0,1,1,0,1,"Skanland _ 2013 _ 1",4
"81",1,2013,1917,"Ibestad",0,4,4,0,1,"Ibestad _ 2013 _ 1",9
"82",1,2013,1920,"Lavangen",0,2,2,0,1,"Lavangen _ 2013 _ 1",2
"83",1,2013,1923,"Salangen",0,1,1,0,1,"Salangen _ 2013 _ 1",4
"84",1,2013,1925,"Sorreisa",0,1,1,0,1,"Sorreisa _ 2013 _ 1",1
"85",1,2013,1926,"Dyroy",0,1,1,0,1,"Dyroy _ 2013 _ 1",6
"86",1,2013,1927,"Tranoy",0,2,2,0,1,"Tranoy _ 2013 _ 1",8
"87",1,2013,1928,"Torsken",0,4,4,0,1,"Torsken _ 2013 _ 1",11
"88",1,2013,1929,"Berg",0,1,1,0,1,"Berg _ 2013 _ 1",4
"89",1,2013,1931,"Lenvik",1,2,3,0.333333333333333,0.666666666666667,"Lenvik _ 2013 _ 1",8
"90",1,2013,1936,"Karlsoy",0,2,2,0,1,"Karlsoy _ 2013 _ 1",5
"91",1,2013,1938,"Lyngen",0,1,1,0,1,"Lyngen _ 2013 _ 1",2
"92",1,2013,1940,"Kafjord",0,1,1,0,1,"Kafjord _ 2013 _ 1",1
"93",1,2013,1941,"Skjervoy",0,4,4,0,1,"Skjervoy _ 2013 _ 1",14
"94",1,2013,1942,"Nordreisa",0,1,1,0,1,"Nordreisa _ 2013 _ 1",4
"95",1,2013,1943,"Kvaenangen",0,3,3,0,1,"Kvaenangen _ 2013 _ 1",11
"96",1,2013,2004,"Hammerfest",0,5,5,0,1,"Hammerfest _ 2013 _ 1",11
"97",1,2013,2012,"Alta",0,8,8,0,1,"Alta _ 2013 _ 1",21
"98",1,2013,2014,"Loppa",0,5,5,0,1,"Loppa _ 2013 _ 1",10
"99",1,2013,2017,"Kvalsund",0,4,4,0,1,"Kvalsund _ 2013 _ 1",5
"100",1,2013,2018,"Masoy",0,2,2,0,1,"Masoy _ 2013 _ 1",3
"101",1,2013,2019,"Nordkapp",0,3,3,0,1,"Nordkapp _ 2013 _ 1",6
"102",1,2013,2027,"Nesseby",0,2,2,0,1,"Nesseby _ 2013 _ 1",3
"103",1,2013,2030,"Sor-Varanger",0,1,1,0,1,"Sor-Varanger _ 2013 _ 1",7
"104",1,2014,1804,"Bodo",0,1,1,0,1,"Bodo _ 2014 _ 1",4
"105",1,2014,1811,"Bindal",0,2,2,0,1,"Bindal _ 2014 _ 1",4
"106",1,2014,1812,"Somna",0,1,1,0,1,"Somna _ 2014 _ 1",4
"107",1,2014,1813,"Bronnoy",1,1,2,0.5,0.5,"Bronnoy _ 2014 _ 1",7
"108",1,2014,1815,"Vega",2,0,2,1,0,"Vega _ 2014 _ 1",3
"109",1,2014,1816,"Vevelstad",3,2,5,0.6,0.4,"Vevelstad _ 2014 _ 1",6
"110",1,2014,1818,"Heroy",0,5,5,0,1,"Heroy _ 2014 _ 1",7
"111",1,2014,1820,"Alstahaug",0,2,2,0,1,"Alstahaug _ 2014 _ 1",5
"112",1,2014,1824,"Vefsn",0,1,1,0,1,"Vefsn _ 2014 _ 1",1
"113",1,2014,1827,"Donna",0,3,3,0,1,"Donna _ 2014 _ 1",8
"114",1,2014,1828,"Nesna",0,3,3,0,1,"Nesna _ 2014 _ 1",4
"115",1,2014,1833,"Rana",1,0,1,1,0,"Rana _ 2014 _ 1",1
"116",1,2014,1834,"Luroy",0,5,5,0,1,"Luroy _ 2014 _ 1",11
"117",1,2014,1835,"Traena",0,1,1,0,1,"Traena _ 2014 _ 1",3
"118",1,2014,1836,"Rodoy",1,4,5,0.2,0.8,"Rodoy _ 2014 _ 1",11
"119",1,2014,1837,"Meloy",0,3,3,0,1,"Meloy _ 2014 _ 1",8
"120",1,2014,1838,"Gildeskal",2,3,5,0.4,0.6,"Gildeskal _ 2014 _ 1",12
"121",1,2014,1840,"Saltdal",0,1,1,0,1,"Saltdal _ 2014 _ 1",2
"122",1,2014,1845,"Sorfold",0,3,3,0,1,"Sorfold _ 2014 _ 1",8
"123",1,2014,1850,"Tysfjord",0,5,5,0,1,"Tysfjord _ 2014 _ 1",10
"124",1,2014,1854,"Ballangen",0,2,2,0,1,"Ballangen _ 2014 _ 1",4
"125",1,2014,1859,"Flakstad",0,1,1,0,1,"Flakstad _ 2014 _ 1",3
"126",1,2014,1860,"Vestvagoy",0,2,2,0,1,"Vestvagoy _ 2014 _ 1",14
"127",1,2014,1866,"Hadsel",0,6,6,0,1,"Hadsel _ 2014 _ 1",13
"128",1,2014,1867,"Bo",1,2,3,0.333333333333333,0.666666666666667,"Bo _ 2014 _ 1",8
"129",1,2014,1868,"Oksnes",0,4,4,0,1,"Oksnes _ 2014 _ 1",13
"130",1,2014,1870,"Sortland",0,3,3,0,1,"Sortland _ 2014 _ 1",8
"131",1,2014,1902,"Tromso",0,4,4,0,1,"Tromso _ 2014 _ 1",13
"132",1,2014,1903,"Harstad",0,3,3,0,1,"Harstad _ 2014 _ 1",9
"133",1,2014,1913,"Skanland",0,1,1,0,1,"Skanland _ 2014 _ 1",4
"134",1,2014,1917,"Ibestad",0,5,5,0,1,"Ibestad _ 2014 _ 1",8
"135",1,2014,1919,"Gratangen",0,1,1,0,1,"Gratangen _ 2014 _ 1",5
"136",1,2014,1920,"Lavangen",0,1,1,0,1,"Lavangen _ 2014 _ 1",2
"137",1,2014,1925,"Sorreisa",0,1,1,0,1,"Sorreisa _ 2014 _ 1",1
"138",1,2014,1926,"Dyroy",0,3,3,0,1,"Dyroy _ 2014 _ 1",5
"139",1,2014,1927,"Tranoy",0,5,5,0,1,"Tranoy _ 2014 _ 1",6
"140",1,2014,1928,"Torsken",1,4,5,0.2,0.8,"Torsken _ 2014 _ 1",11
"141",1,2014,1929,"Berg",0,3,3,0,1,"Berg _ 2014 _ 1",4
"142",1,2014,1931,"Lenvik",0,3,3,0,1,"Lenvik _ 2014 _ 1",8
"143",1,2014,1936,"Karlsoy",0,3,3,0,1,"Karlsoy _ 2014 _ 1",6
"144",1,2014,1938,"Lyngen",0,2,2,0,1,"Lyngen _ 2014 _ 1",2
"145",1,2014,1940,"Kafjord",0,1,1,0,1,"Kafjord _ 2014 _ 1",1
"146",1,2014,1941,"Skjervoy",0,4,4,0,1,"Skjervoy _ 2014 _ 1",14
"147",1,2014,1943,"Kvaenangen",0,3,3,0,1,"Kvaenangen _ 2014 _ 1",11
"148",1,2014,2004,"Hammerfest",0,5,5,0,1,"Hammerfest _ 2014 _ 1",9
"149",1,2014,2012,"Alta",0,8,8,0,1,"Alta _ 2014 _ 1",21
"150",1,2014,2014,"Loppa",0,4,4,0,1,"Loppa _ 2014 _ 1",11
"151",1,2014,2017,"Kvalsund",0,3,3,0,1,"Kvalsund _ 2014 _ 1",6
"152",1,2014,2018,"Masoy",0,2,2,0,1,"Masoy _ 2014 _ 1",4
"153",1,2014,2019,"Nordkapp",0,3,3,0,1,"Nordkapp _ 2014 _ 1",3
"154",1,2014,2022,"Lebesby",0,2,2,0,1,"Lebesby _ 2014 _ 1",4
"155",1,2014,2027,"Nesseby",0,1,1,0,1,"Nesseby _ 2014 _ 1",4
"156",1,2014,2030,"Sor-Varanger",0,2,2,0,1,"Sor-Varanger _ 2014 _ 1",6
"157",1,2015,1804,"Bodo",0,2,2,0,1,"Bodo _ 2015 _ 1",4
"158",1,2015,1805,"Narvik",0,1,1,0,1,"Narvik _ 2015 _ 1",1
"159",1,2015,1811,"Bindal",0,3,3,0,1,"Bindal _ 2015 _ 1",4
"160",1,2015,1813,"Bronnoy",0,4,4,0,1,"Bronnoy _ 2015 _ 1",8
"161",1,2015,1815,"Vega",0,1,1,0,1,"Vega _ 2015 _ 1",3
"162",1,2015,1816,"Vevelstad",0,2,2,0,1,"Vevelstad _ 2015 _ 1",5
"163",1,2015,1818,"Heroy",0,2,2,0,1,"Heroy _ 2015 _ 1",8
"164",1,2015,1820,"Alstahaug",0,3,3,0,1,"Alstahaug _ 2015 _ 1",5
"165",1,2015,1827,"Donna",0,6,6,0,1,"Donna _ 2015 _ 1",8
"166",1,2015,1828,"Nesna",0,2,2,0,1,"Nesna _ 2015 _ 1",3
"167",1,2015,1834,"Luroy",0,7,7,0,1,"Luroy _ 2015 _ 1",12
"168",1,2015,1836,"Rodoy",0,6,6,0,1,"Rodoy _ 2015 _ 1",11
"169",1,2015,1837,"Meloy",1,3,4,0.25,0.75,"Meloy _ 2015 _ 1",8
"170",1,2015,1838,"Gildeskal",0,9,9,0,1,"Gildeskal _ 2015 _ 1",13
"171",1,2015,1845,"Sorfold",0,4,4,0,1,"Sorfold _ 2015 _ 1",8
"172",1,2015,1848,"Steigen",0,5,5,0,1,"Steigen _ 2015 _ 1",11
"173",1,2015,1849,"Hamaroy",0,1,1,0,1,"Hamaroy _ 2015 _ 1",2
"174",1,2015,1850,"Tysfjord",0,4,4,0,1,"Tysfjord _ 2015 _ 1",10
"175",1,2015,1851,"Lodingen",0,2,2,0,1,"Lodingen _ 2015 _ 1",8
"176",1,2015,1854,"Ballangen",0,1,1,0,1,"Ballangen _ 2015 _ 1",4
"177",1,2015,1860,"Vestvagoy",0,2,2,0,1,"Vestvagoy _ 2015 _ 1",14
"178",1,2015,1865,"Vagan",0,1,1,0,1,"Vagan _ 2015 _ 1",11
"179",1,2015,1866,"Hadsel",0,5,5,0,1,"Hadsel _ 2015 _ 1",14
"180",1,2015,1867,"Bo",0,3,3,0,1,"Bo _ 2015 _ 1",9
"181",1,2015,1868,"Oksnes",0,4,4,0,1,"Oksnes _ 2015 _ 1",13
"182",1,2015,1870,"Sortland",0,5,5,0,1,"Sortland _ 2015 _ 1",8
"183",1,2015,1874,"Moskenes",0,1,1,0,1,"Moskenes _ 2015 _ 1",1
"184",1,2015,1902,"Tromso",0,5,5,0,1,"Tromso _ 2015 _ 1",13
"185",1,2015,1903,"Harstad",0,6,6,0,1,"Harstad _ 2015 _ 1",9
"186",1,2015,1911,"Kvaefjord",0,2,2,0,1,"Kvaefjord _ 2015 _ 1",6
"187",1,2015,1913,"Skanland",0,3,3,0,1,"Skanland _ 2015 _ 1",3
"188",1,2015,1917,"Ibestad",0,4,4,0,1,"Ibestad _ 2015 _ 1",8
"189",1,2015,1919,"Gratangen",0,1,1,0,1,"Gratangen _ 2015 _ 1",5
"190",1,2015,1923,"Salangen",0,1,1,0,1,"Salangen _ 2015 _ 1",3
"191",1,2015,1926,"Dyroy",1,1,2,0.5,0.5,"Dyroy _ 2015 _ 1",6
"192",1,2015,1927,"Tranoy",0,2,2,0,1,"Tranoy _ 2015 _ 1",5
"193",1,2015,1928,"Torsken",1,4,5,0.2,0.8,"Torsken _ 2015 _ 1",11
"194",1,2015,1929,"Berg",0,1,1,0,1,"Berg _ 2015 _ 1",4
"195",1,2015,1931,"Lenvik",0,5,5,0,1,"Lenvik _ 2015 _ 1",9
"196",1,2015,1936,"Karlsoy",0,4,4,0,1,"Karlsoy _ 2015 _ 1",7
"197",1,2015,1938,"Lyngen",0,1,1,0,1,"Lyngen _ 2015 _ 1",2
"198",1,2015,1940,"Kafjord",0,1,1,0,1,"Kafjord _ 2015 _ 1",1
"199",1,2015,1941,"Skjervoy",0,1,1,0,1,"Skjervoy _ 2015 _ 1",14
"200",1,2015,1942,"Nordreisa",0,2,2,0,1,"Nordreisa _ 2015 _ 1",4
"201",1,2015,1943,"Kvaenangen",0,4,4,0,1,"Kvaenangen _ 2015 _ 1",9
"202",1,2015,2004,"Hammerfest",0,4,4,0,1,"Hammerfest _ 2015 _ 1",8
"203",1,2015,2012,"Alta",0,11,11,0,1,"Alta _ 2015 _ 1",21
"204",1,2015,2014,"Loppa",0,3,3,0,1,"Loppa _ 2015 _ 1",11
"205",1,2015,2015,"Hasvik",0,2,2,0,1,"Hasvik _ 2015 _ 1",2
"206",1,2015,2017,"Kvalsund",0,3,3,0,1,"Kvalsund _ 2015 _ 1",7
"207",1,2015,2018,"Masoy",1,3,4,0.25,0.75,"Masoy _ 2015 _ 1",4
"208",1,2015,2019,"Nordkapp",0,2,2,0,1,"Nordkapp _ 2015 _ 1",4
"209",1,2015,2022,"Lebesby",0,3,3,0,1,"Lebesby _ 2015 _ 1",6
"210",1,2015,2027,"Nesseby",0,1,1,0,1,"Nesseby _ 2015 _ 1",4
"211",1,2015,2030,"Sor-Varanger",0,1,1,0,1,"Sor-Varanger _ 2015 _ 1",6
"212",1,2016,1804,"Bodo",0,1,1,0,1,"Bodo _ 2016 _ 1",5
"213",1,2016,1805,"Narvik",0,1,1,0,1,"Narvik _ 2016 _ 1",1
"214",1,2016,1811,"Bindal",0,3,3,0,1,"Bindal _ 2016 _ 1",7
"215",1,2016,1813,"Bronnoy",0,2,2,0,1,"Bronnoy _ 2016 _ 1",9
"216",1,2016,1815,"Vega",0,2,2,0,1,"Vega _ 2016 _ 1",3
"217",1,2016,1816,"Vevelstad",0,2,2,0,1,"Vevelstad _ 2016 _ 1",5
"218",1,2016,1818,"Heroy",0,2,2,0,1,"Heroy _ 2016 _ 1",9
"219",1,2016,1820,"Alstahaug",0,2,2,0,1,"Alstahaug _ 2016 _ 1",4
"220",1,2016,1822,"Leirfjord",0,1,1,0,1,"Leirfjord _ 2016 _ 1",1
"221",1,2016,1827,"Donna",0,5,5,0,1,"Donna _ 2016 _ 1",7
"222",1,2016,1834,"Luroy",1,3,4,0.25,0.75,"Luroy _ 2016 _ 1",12
"223",1,2016,1835,"Traena",0,1,1,0,1,"Traena _ 2016 _ 1",2
"224",1,2016,1836,"Rodoy",2,6,8,0.25,0.75,"Rodoy _ 2016 _ 1",11
"225",1,2016,1837,"Meloy",0,3,3,0,1,"Meloy _ 2016 _ 1",8
"226",1,2016,1838,"Gildeskal",0,4,4,0,1,"Gildeskal _ 2016 _ 1",14
"227",1,2016,1845,"Sorfold",0,1,1,0,1,"Sorfold _ 2016 _ 1",8
"228",1,2016,1848,"Steigen",0,6,6,0,1,"Steigen _ 2016 _ 1",12
"229",1,2016,1849,"Hamaroy",0,1,1,0,1,"Hamaroy _ 2016 _ 1",2
"230",1,2016,1850,"Tysfjord",1,4,5,0.2,0.8,"Tysfjord _ 2016 _ 1",10
"231",1,2016,1851,"Lodingen",0,2,2,0,1,"Lodingen _ 2016 _ 1",8
"232",1,2016,1854,"Ballangen",0,1,1,0,1,"Ballangen _ 2016 _ 1",4
"233",1,2016,1865,"Vagan",0,2,2,0,1,"Vagan _ 2016 _ 1",11
"234",1,2016,1866,"Hadsel",1,0,1,1,0,"Hadsel _ 2016 _ 1",15
"235",1,2016,1867,"Bo",0,2,2,0,1,"Bo _ 2016 _ 1",9
"236",1,2016,1868,"Oksnes",0,2,2,0,1,"Oksnes _ 2016 _ 1",13
"237",1,2016,1870,"Sortland",0,2,2,0,1,"Sortland _ 2016 _ 1",8
"238",1,2016,1902,"Tromso",0,3,3,0,1,"Tromso _ 2016 _ 1",13
"239",1,2016,1903,"Harstad",0,4,4,0,1,"Harstad _ 2016 _ 1",9
"240",1,2016,1911,"Kvaefjord",0,1,1,0,1,"Kvaefjord _ 2016 _ 1",5
"241",1,2016,1913,"Skanland",0,2,2,0,1,"Skanland _ 2016 _ 1",3
"242",1,2016,1917,"Ibestad",0,3,3,0,1,"Ibestad _ 2016 _ 1",7
"243",1,2016,1919,"Gratangen",0,1,1,0,1,"Gratangen _ 2016 _ 1",5
"244",1,2016,1920,"Lavangen",0,1,1,0,1,"Lavangen _ 2016 _ 1",2
"245",1,2016,1923,"Salangen",0,1,1,0,1,"Salangen _ 2016 _ 1",3
"246",1,2016,1926,"Dyroy",0,4,4,0,1,"Dyroy _ 2016 _ 1",6
"247",1,2016,1927,"Tranoy",0,4,4,0,1,"Tranoy _ 2016 _ 1",5
"248",1,2016,1928,"Torsken",0,3,3,0,1,"Torsken _ 2016 _ 1",9
"249",1,2016,1929,"Berg",0,3,3,0,1,"Berg _ 2016 _ 1",4
"250",1,2016,1931,"Lenvik",0,4,4,0,1,"Lenvik _ 2016 _ 1",10
"251",1,2016,1936,"Karlsoy",0,4,4,0,1,"Karlsoy _ 2016 _ 1",7
"252",1,2016,1938,"Lyngen",0,1,1,0,1,"Lyngen _ 2016 _ 1",2
"253",1,2016,1940,"Kafjord",0,1,1,0,1,"Kafjord _ 2016 _ 1",1
"254",1,2016,1941,"Skjervoy",0,3,3,0,1,"Skjervoy _ 2016 _ 1",14
"255",1,2016,1942,"Nordreisa",0,2,2,0,1,"Nordreisa _ 2016 _ 1",4
"256",1,2016,1943,"Kvaenangen",0,3,3,0,1,"Kvaenangen _ 2016 _ 1",9
"257",1,2016,2004,"Hammerfest",0,6,6,0,1,"Hammerfest _ 2016 _ 1",8
"258",1,2016,2012,"Alta",0,14,14,0,1,"Alta _ 2016 _ 1",21
"259",1,2016,2014,"Loppa",0,4,4,0,1,"Loppa _ 2016 _ 1",11
"260",1,2016,2015,"Hasvik",0,2,2,0,1,"Hasvik _ 2016 _ 1",2
"261",1,2016,2017,"Kvalsund",0,3,3,0,1,"Kvalsund _ 2016 _ 1",7
"262",1,2016,2018,"Masoy",0,2,2,0,1,"Masoy _ 2016 _ 1",4
"263",1,2016,2019,"Nordkapp",0,2,2,0,1,"Nordkapp _ 2016 _ 1",4
"264",1,2016,2022,"Lebesby",0,4,4,0,1,"Lebesby _ 2016 _ 1",6
"265",1,2016,2027,"Nesseby",0,2,2,0,1,"Nesseby _ 2016 _ 1",4
"266",1,2017,1804,"Bodo",0,3,3,0,1,"Bodo _ 2017 _ 1",7
"267",1,2017,1811,"Bindal",0,5,5,0,1,"Bindal _ 2017 _ 1",7
"268",1,2017,1812,"Somna",0,1,1,0,1,"Somna _ 2017 _ 1",4
"269",1,2017,1813,"Bronnoy",0,2,2,0,1,"Bronnoy _ 2017 _ 1",10
"270",1,2017,1815,"Vega",0,1,1,0,1,"Vega _ 2017 _ 1",3
"271",1,2017,1818,"Heroy",0,3,3,0,1,"Heroy _ 2017 _ 1",10
"272",1,2017,1822,"Leirfjord",0,1,1,0,1,"Leirfjord _ 2017 _ 1",1
"273",1,2017,1827,"Donna",0,6,6,0,1,"Donna _ 2017 _ 1",9
"274",1,2017,1828,"Nesna",0,2,2,0,1,"Nesna _ 2017 _ 1",3
"275",1,2017,1833,"Rana",0,1,1,0,1,"Rana _ 2017 _ 1",1
"276",1,2017,1834,"Luroy",0,7,7,0,1,"Luroy _ 2017 _ 1",13
"277",1,2017,1835,"Traena",0,1,1,0,1,"Traena _ 2017 _ 1",1
"278",1,2017,1836,"Rodoy",0,2,2,0,1,"Rodoy _ 2017 _ 1",13
"279",1,2017,1837,"Meloy",0,6,6,0,1,"Meloy _ 2017 _ 1",8
"280",1,2017,1838,"Gildeskal",0,6,6,0,1,"Gildeskal _ 2017 _ 1",15
"281",1,2017,1845,"Sorfold",0,5,5,0,1,"Sorfold _ 2017 _ 1",7
"282",1,2017,1848,"Steigen",0,6,6,0,1,"Steigen _ 2017 _ 1",12
"283",1,2017,1849,"Hamaroy",0,2,2,0,1,"Hamaroy _ 2017 _ 1",2
"284",1,2017,1850,"Tysfjord",0,2,2,0,1,"Tysfjord _ 2017 _ 1",10
"285",1,2017,1851,"Lodingen",0,3,3,0,1,"Lodingen _ 2017 _ 1",8
"286",1,2017,1854,"Ballangen",0,2,2,0,1,"Ballangen _ 2017 _ 1",4
"287",1,2017,1860,"Vestvagoy",0,3,3,0,1,"Vestvagoy _ 2017 _ 1",11
"288",1,2017,1865,"Vagan",0,2,2,0,1,"Vagan _ 2017 _ 1",10
"289",1,2017,1866,"Hadsel",0,3,3,0,1,"Hadsel _ 2017 _ 1",15
"290",1,2017,1867,"Bo",0,4,4,0,1,"Bo _ 2017 _ 1",9
"291",1,2017,1868,"Oksnes",1,3,4,0.25,0.75,"Oksnes _ 2017 _ 1",13
"292",1,2017,1870,"Sortland",0,3,3,0,1,"Sortland _ 2017 _ 1",9
"293",1,2017,1902,"Tromso",0,8,8,0,1,"Tromso _ 2017 _ 1",13
"294",1,2017,1903,"Harstad",0,6,6,0,1,"Harstad _ 2017 _ 1",11
