"","year","county","municip_number","municip","seaarea","lice_score","momb_score","prr_score","escapees_score","sustainability","production_searea","production_max","aquaculture_score"
"69",2018,"Nordland",1867,"Bo",1579.07,0.962154852621384,0.568069087538397,0.907500215960821,0.807320487483531,0.7954899744461,3678.13382433964,143135.447262345,2.04416071483015
"70",2005,"Nordland",1867,"Bo",1579.07,1,0.568069087538397,0.969560753533306,NA,0.819707159249843,1930.94012678349,59747.5723235912,2.64915440820724
"71",2006,"Nordland",1813,"Bronnoy",1052.81,0.944991146229518,0.863962577686508,0.999579124579124,NA,0.934501385448749,2520.09566968399,121604.867684256,1.93662715944715
"72",2007,"Nordland",1813,"Bronnoy",1052.81,0.944991146229518,0.863962577686508,0.916324902141184,NA,0.907801132257728,3632.31326450167,149998.637316471,2.19829870005579
"73",2008,"Nordland",1813,"Bronnoy",1052.81,0.658730158730159,0.863962577686508,0.941061498007446,NA,0.812094984026248,4352.84735422346,178392.406948684,1.98154482192375
"74",2009,"Nordland",1813,"Bronnoy",1052.81,0.770833333333333,0.863962577686508,0.931158313024198,NA,0.852759005331757,4635.14417321264,206786.176580898,1.91147251720269
"75",2010,"Nordland",1813,"Bronnoy",1052.81,0.727777777777778,0.863962577686508,0.922265639157884,NA,0.833905010909784,3581.36513141023,100384.652468928,2.97507463096011
"76",2011,"Nordland",1813,"Bronnoy",1052.81,0.708333333333333,1,0.963562537202213,NA,0.880452360337522,9311.63778174599,138621.566114261,5.91426983070485
"77",2012,"Nordland",1813,"Bronnoy",1052.81,0.894894894894895,0.838509316770186,0.871112817985015,NA,0.867863537804894,5200.9390117875,143049.209439033,3.1553514684757
"78",2013,"Nordland",1813,"Bronnoy",1052.81,0.789003026390423,0.838509316770186,0.999579124579124,NA,0.871233527068399,13613.5368357063,213892.924204099,5.54509680831261
"79",2014,"Nordland",1813,"Bronnoy",1052.81,0.928423401881078,0.76804861216314,0.999579124579124,NA,0.893272549860297,7166.64544409723,128643.610679612,4.97635880707444
"80",2015,"Nordland",1813,"Bronnoy",1052.81,0.935638957816377,0.929539295392954,0.999579124579124,NA,0.954401418227113,17085.0830121294,153175.221263016,10.6453428451755
"81",2016,"Nordland",1813,"Bronnoy",1052.81,0.932588916459884,0.863962577686508,0.999579124579124,NA,0.930395182433013,9647.05830586716,206784.422546882,4.34054773656573
"82",2017,"Nordland",1813,"Bronnoy",1052.81,0.975490196078431,0.809168925022584,0.817626090709434,NA,0.864182794555693,11924.5132198592,242862.37313563,4.24312709499026
"83",2018,"Nordland",1813,"Bronnoy",1052.81,0.95281425891182,0.863962577686508,0.910929645013297,0.807692307692308,0.882182605873224,17015.1630085201,143135.447262345,10.4869067231837
"84",2005,"Nordland",1813,"Bronnoy",1052.81,0.944991146229518,0.863962577686508,0.669761920019501,NA,0.817738366255917,1530.4290755217,59747.5723235912,2.09462999619404
"85",2006,"Nordland",1827,"Donna",567.37,0.916666666666667,1,0.892662259136057,NA,0.9353328859557,909.86882986411,121604.867684256,0.699832378986349
"86",2007,"Nordland",1827,"Donna",567.37,0.944444444444444,1,0.970265464385193,NA,0.971305086898798,6855.38859650669,149998.637316471,4.43915620540361
"87",2008,"Nordland",1827,"Donna",567.37,1,1,0.98057599612681,NA,0.993482952396624,4099.03221707175,178392.406948684,2.2827869743115
"88",2009,"Nordland",1827,"Donna",567.37,0.854545454545454,1,0.981430942251556,NA,0.943043309333643,11590.0454641592,206786.176580898,5.2856119352698
"89",2010,"Nordland",1827,"Donna",567.37,0.775,1,0.762600905260459,NA,0.839201670452517,3426.51693603821,100384.652468928,2.86452028854427
"90",2011,"Nordland",1827,"Donna",567.37,0.916666666666667,1,0.798203258612835,NA,0.901104126539688,13132.9482806634,138621.566114261,8.53702221166916
"91",2012,"Nordland",1827,"Donna",567.37,0.916539634146341,1,0.880634633680094,NA,0.931070007872462,5883.21407547103,143049.209439033,3.82923065219649
"92",2013,"Nordland",1827,"Donna",567.37,0.942099567099567,1,0.914058873337561,NA,0.951386514240964,14146.3913865731,213892.924204099,6.29225395858245
"93",2014,"Nordland",1827,"Donna",567.37,0.964385614385614,1,0.894448386888264,NA,0.951923400377917,8253.5107760368,128643.610679612,6.10734571384813
"94",2015,"Nordland",1827,"Donna",567.37,0.960067242420184,1,0.918706543978416,NA,0.959016664644863,20635.7427357809,153175.221263016,12.9198580604344
"95",2016,"Nordland",1827,"Donna",567.37,0.951619778346121,1,0.967799313554773,NA,0.972932975587833,20174.9659869221,206784.422546882,9.49244118501684
"96",2017,"Nordland",1827,"Donna",567.37,0.967453455494307,1,0.951704021994911,NA,0.972845770104796,26548.0740680685,242862.37313563,10.6344927903367
"97",2018,"Nordland",1827,"Donna",567.37,0.973362972153295,1,0.965782567275134,0.785189724037763,0.926898538956871,21359.2289722756,143135.447262345,13.8315410377425
"98",2005,"Nordland",1827,"Donna",567.37,1,1,0.741044816193765,NA,0.904929663425973,6921.42529566244,59747.5723235912,10.4831088856789
"99",2006,"Troms",1926,"Dyroy",181.21,1,0.863431064796512,0.979696961234222,NA,0.945743017598654,16621.9796644777,121604.867684256,12.9272137749974
"100",2007,"Troms",1926,"Dyroy",181.21,1,0.863431064796512,0.999579124579124,NA,0.952097918762803,45219.7515589647,149998.637316471,28.7026816486511
"101",2008,"Troms",1926,"Dyroy",181.21,0.928571428571429,0.863431064796512,0.939205612822463,NA,0.909776166201549,48589.1972904365,178392.406948684,24.7798067114033
"102",2009,"Troms",1926,"Dyroy",181.21,1,0.863431064796512,0.974498997058156,NA,0.94406744566868,15673.6984603499,206786.176580898,7.15571452323592
"103",2010,"Troms",1926,"Dyroy",181.21,1,0.863431064796512,0.999579124579124,NA,0.952097918762803,28981.6012913195,100384.652468928,27.4875905760788
"104",2011,"Troms",1926,"Dyroy",181.21,1,1,0.999579124579124,NA,0.999859688506647,38407.0315214392,138621.566114261,27.7025023233673
"105",2012,"Troms",1926,"Dyroy",181.21,0.884453781512605,1,0.916333446438705,NA,0.932344100833423,43136.3000441477,143049.209439033,28.1147131365884
"106",2013,"Troms",1926,"Dyroy",181.21,0.982142857142857,1,0.999579124579124,NA,0.993872361187523,35211.8616577452,213892.924204099,16.3615024750411
"107",2014,"Troms",1926,"Dyroy",181.21,0.979090909090909,0.802290950744559,0.999579124579124,NA,0.922551663946804,80868.0522763644,128643.610679612,57.9935185226584
"108",2015,"Troms",1926,"Dyroy",181.21,0.992647058823529,0.689147719017256,0.999579124579124,NA,0.880997725005402,27864.1450637382,153175.221263016,16.0262529461095
"109",2016,"Troms",1926,"Dyroy",181.21,0.915289023841655,0.863431064796512,0.958222863394105,NA,0.911487710971668,94868.5386181778,206784.422546882,41.8172249356479
"110",2017,"Troms",1926,"Dyroy",181.21,0.965784832451499,0.689147719017256,0.999579124579124,NA,0.872977989154972,36427.0212074389,242862.37313563,13.0938305979644
"111",2018,"Troms",1926,"Dyroy",181.21,0.992424242424242,0.863431064796512,0.986064300591032,0.690677643982242,0.874030156469881,72397.4805363942,143135.447262345,44.2081835432924
"112",2005,"Troms",1926,"Dyroy",181.21,1,0.863431064796512,0.999579124579124,NA,0.952097918762803,28384.5995971525,59747.5723235912,45.2318264163072
"113",2006,"Nordland",1859,"Flakstad",994.01,1,1,0.675138895547535,NA,0.877265485195876,2875.84335670667,121604.867684256,2.07465224518742
"114",2007,"Nordland",1859,"Flakstad",994.01,0.923076923076923,1,0.564009455595167,NA,0.804466739329786,2657.04626613414,149998.637316471,1.42501650962039
"115",2008,"Nordland",1859,"Flakstad",994.01,1,1,0.602260649021532,NA,0.844490618394881,3597.81937103248,178392.406948684,1.70316929822596
"116",2009,"Nordland",1859,"Flakstad",994.01,0.913518518518519,1,0.399502100272816,NA,0.714625991028192,2192.78627679802,206786.176580898,0.757798268762301
"117",2010,"Nordland",1859,"Flakstad",994.01,0.913518518518519,1,0.513441452638516,NA,0.776967336157648,3145.58147503546,100384.652468928,2.43464912137005
"118",2011,"Nordland",1859,"Flakstad",994.01,0.913518518518519,1,0.645090602645595,NA,0.83838987277442,3012.17746501544,138621.566114261,1.82177936121909
"119",2012,"Nordland",1859,"Flakstad",994.01,0.913518518518519,1,0.787171404692504,NA,0.895905538940823,3705.44438587137,143049.209439033,2.32068961622203
"120",2013,"Nordland",1859,"Flakstad",994.01,0.913518518518519,1,0.946170220346308,NA,0.952567025163267,1120.53986780817,213892.924204099,0.499029751651042
"121",2014,"Nordland",1859,"Flakstad",994.01,0.592592592592593,1,0.859803132886213,NA,0.798702567617914,2657.24217160793,128643.610679612,1.64978745079815
"122",2016,"Nordland",1859,"Flakstad",994.01,1,1,0.999579124579124,NA,0.999859688506647,1507.31084395529,206784.422546882,0.728826345987519
"123",2017,"Nordland",1859,"Flakstad",994.01,0.975,1,0.999579124579124,NA,0.991457108990962,1973.65230732085,242862.37313563,0.805720369732561
"124",2018,"Nordland",1859,"Flakstad",994.01,1,1,0.999579124579124,0.823529411764706,0.95251993352621,1520.75794207302,143135.447262345,1.01201504001862
"125",2005,"Nordland",1859,"Flakstad",994.01,0.913518518518519,1,0.725282898906432,NA,0.871782736021696,1615.64060623133,59747.5723235912,2.35739718511033
"126",2005,"Finnmark",2023,"Gamvik",1688.92,NA,NA,0.999579124579124,NA,0.999579124579124,458.555171352107,59747.5723235912,0.767164520541341
"127",2006,"Nordland",1838,"Gildeskal",837.6,1,1,0.864324341056718,NA,0.952559796672332,7726.13991045845,121604.867684256,6.05206880474334
"128",2007,"Nordland",1838,"Gildeskal",837.6,0.944444444444444,1,0.839059355994029,NA,0.925386231627879,8406.02728032474,149998.637316471,5.1859283837952
"129",2008,"Nordland",1838,"Gildeskal",837.6,1,1,0.999579124579124,NA,0.999859688506647,13138.8201611748,178392.406948684,7.36408956995351
"130",2009,"Nordland",1838,"Gildeskal",837.6,0.935947712418301,1,0.999579124579124,NA,0.978039184668669,11372.0320702006,206786.176580898,5.37864433583823
"131",2010,"Nordland",1838,"Gildeskal",837.6,0.893217893217893,1,0.878078493512389,NA,0.922210901125064,7163.21487225406,100384.652468928,6.58068208617706
"132",2011,"Nordland",1838,"Gildeskal",837.6,0.896296296296296,1,0.936475178545235,NA,0.943298819365888,9312.71065186246,138621.566114261,6.33715893510906
"133",2012,"Nordland",1838,"Gildeskal",837.6,0.848056852370578,1,0.916969203784122,NA,0.919587881217822,14765.227256447,143049.209439033,9.49178545040658
"134",2013,"Nordland",1838,"Gildeskal",837.6,0.93236026648199,1,0.8942227673066,NA,0.941188242917108,13897.3070809456,213892.924204099,6.11520090319283
"135",2014,"Nordland",1838,"Gildeskal",837.6,0.879816224288841,1,0.999579124579124,NA,0.958082809798682,20074.0048388252,128643.610679612,14.9502636456566
"136",2015,"Nordland",1838,"Gildeskal",837.6,0.965825863473955,1,0.999579124579124,NA,0.988337641839291,21785.2869018625,153175.221263016,14.0565940795398
"137",2016,"Nordland",1838,"Gildeskal",837.6,0.877369372513896,1,0.999579124579124,NA,0.957193812320118,18247.5470618434,206784.422546882,8.44668999844834
"138",2017,"Nordland",1838,"Gildeskal",837.6,0.98134559154296,1,0.999579124579124,NA,0.993603359333354,16517.8392884432,242862.37313563,6.75781118088637
"139",2018,"Nordland",1838,"Gildeskal",837.6,0.962285456187895,1,0.999579124579124,0.742176870748299,0.919193889984901,12032.2192132283,143135.447262345,7.72690664352852
"140",2005,"Nordland",1838,"Gildeskal",837.6,1,1,0.76946138353689,NA,0.916351882445871,7664.1594830468,59747.5723235912,11.7545645731321
"141",2006,"Nordland",1866,"Hadsel",617.87,0.956502126528442,0.826025229251036,0.999579124579124,NA,0.924340843012798,9502.68178419409,121604.867684256,7.22316224552046
"142",2007,"Nordland",1866,"Hadsel",617.87,0.956502126528442,0.826025229251036,0.972919591591767,NA,0.91604906048097,16322.276566268,149998.637316471,9.96809463134939
"143",2008,"Nordland",1866,"Hadsel",617.87,0.956502126528442,0.826025229251036,0.999579124579124,NA,0.924340843012798,5635.77985174875,178392.406948684,2.92018118276665
"144",2009,"Nordland",1866,"Hadsel",617.87,0.956502126528442,0.826025229251036,0.999579124579124,NA,0.924340843012798,18330.2196837522,206786.176580898,8.19366700194332
"145",2010,"Nordland",1866,"Hadsel",617.87,0.956502126528442,0.826025229251036,0.999579124579124,NA,0.924340843012798,10186.5522779873,100384.652468928,9.37976681539356
"146",2011,"Nordland",1866,"Hadsel",617.87,0.956502126528442,0.712121212121212,0.953826944734297,NA,0.866103545276676,17643.565963714,138621.566114261,11.0236491051471
"147",2012,"Nordland",1866,"Hadsel",617.87,0.984375,0.850649350649351,0.998918235086045,NA,0.94220852742724,8818.87077702429,143049.209439033,5.80864115291218
"148",2013,"Nordland",1866,"Hadsel",617.87,0.93628420967737,0.75974025974026,0.832230928754337,NA,0.839664058785231,25174.5789033292,213892.924204099,9.88260325994145
"149",2014,"Nordland",1866,"Hadsel",617.87,0.972222222222222,0.778313084764698,0.82979114120799,NA,0.856307122661603,20212.5017188082,128643.610679612,13.454309232451
"150",2015,"Nordland",1866,"Hadsel",617.87,1,0.882209188660802,0.999579124579124,NA,0.958950635958427,12624.113012446,153175.221263016,7.903302571967
"151",2016,"Nordland",1866,"Hadsel",617.87,0.976388888888889,0.826025229251036,0.849175893025516,NA,0.881464038992727,18682.9727855374,206784.422546882,7.96402768114572
"152",2017,"Nordland",1866,"Hadsel",617.87,0.970263157894737,0.973118279569892,0.919280056137594,NA,0.953895946442159,20705.6506206807,242862.37313563,8.1326044625631
"153",2018,"Nordland",1866,"Hadsel",617.87,0.863636363636364,0.826025229251036,0.872341186772424,0.819296300974462,0.845012047926419,10570.9457232104,143135.447262345,6.24064595104596
"154",2005,"Nordland",1866,"Hadsel",617.87,0.956502126528442,0.826025229251036,0.865596859419516,NA,0.881045440545266,11537.8212261479,59747.5723235912,17.0138206286755
"155",2006,"Nordland",1849,"Hamaroy",528.96,0.992156862745098,0.694444444444444,0.999579124579124,NA,0.883103641172908,1548.91740018149,121604.867684256,1.12483539682634
"156",2007,"Nordland",1849,"Hamaroy",528.96,0.992156862745098,0.694444444444444,0.999579124579124,NA,0.883103641172908,9597.00140464307,149998.637316471,5.65014925229004
"157",2008,"Nordland",1849,"Hamaroy",528.96,0.992156862745098,0.694444444444444,0.958879825120252,NA,0.870951577148382,2065.93200998185,178392.406948684,1.00863415273757
"158",2009,"Nordland",1849,"Hamaroy",528.96,0.992156862745098,0.694444444444444,0.925097010366255,NA,0.860600727154783,3354.96980300968,206786.176580898,1.39626811607637
"159",2010,"Nordland",1849,"Hamaroy",528.96,0.992156862745098,0.694444444444444,0.797003325493997,NA,0.818890803917362,9612.39489186328,100384.652468928,7.84133987314992
"160",2011,"Nordland",1849,"Hamaroy",528.96,0.992156862745098,0.5,0.949818478381835,NA,0.778150593720942,4517.84450998185,138621.566114261,2.53608690648
"161",2012,"Nordland",1849,"Hamaroy",528.96,0.992156862745098,0.60077519379845,0.944045086039188,NA,0.82558480221681,7301.29443436177,143049.209439033,4.21382106560212
"162",2013,"Nordland",1849,"Hamaroy",528.96,1,0.60077519379845,0.999579124579124,NA,0.843677350169452,6615.94447028131,213892.924204099,2.60958725975854
"163",2014,"Nordland",1849,"Hamaroy",528.96,1,0.666666666666667,0.999579124579124,NA,0.873457891356728,4836.17246294616,128643.610679612,3.28363995647077
"164",2015,"Nordland",1849,"Hamaroy",528.96,0.992156862745098,0.89922480620155,0.889956583869066,NA,0.925988969463022,1812.72033802178,153175.221263016,1.09584241099101
"165",2016,"Nordland",1849,"Hamaroy",528.96,0.96078431372549,0.694444444444444,0.999579124579124,NA,0.873695696402879,10170.2336547187,206784.422546882,4.2970786996902
"166",2017,"Nordland",1849,"Hamaroy",528.96,1,0.89922480620155,0.993441867999953,NA,0.963097478915138,4202.73344865396,242862.37313563,1.66664021959898
"167",2018,"Nordland",1849,"Hamaroy",528.96,1,0.694444444444444,0.999579124579124,0.787037037037037,0.85973075695629,9575.79285201149,143135.447262345,5.75161764229333
"168",2005,"Nordland",1849,"Hamaroy",528.96,1,0.694444444444444,0.900592753519856,NA,0.855175634786468,4679.1008904265,59747.5723235912,6.69726470646983
"169",2006,"Finnmark",2004,"Hammerfest",2379.58,0.714285714285714,0.986824769433465,0.952859699047893,NA,0.875750354311467,483.482533892536,121604.867684256,0.34818507550139
"170",2007,"Finnmark",2004,"Hammerfest",2379.58,0.928571428571429,0.986824769433465,0.96884865898903,NA,0.961104108219052,2945.10156204036,149998.637316471,1.88704994994547
"171",2008,"Finnmark",2004,"Hammerfest",2379.58,1,0.986824769433465,0.926365764537578,NA,0.970526756088581,4752.36433740408,178392.406948684,2.5854781731033
"172",2009,"Finnmark",2004,"Hammerfest",2379.58,1,0.986824769433465,0.923110322267858,NA,0.969388544009641,4523.12572428748,206786.176580898,2.12038654262957
"173",2010,"Finnmark",2004,"Hammerfest",2379.58,1,0.986824769433465,0.858224468661447,NA,0.946121644717517,4011.75812328226,100384.652468928,3.78106722537442
"174",2011,"Finnmark",2004,"Hammerfest",2379.58,1,0.960474308300395,0.931757314426163,NA,0.963672622486733,7467.95068121265,138621.566114261,5.19158729719864
"175",2012,"Finnmark",2004,"Hammerfest",2379.58,0.884615384615385,0.960474308300395,0.933463206145317,NA,0.92564788872917,5498.43377108565,143049.209439033,3.55794599039136
"176",2013,"Finnmark",2004,"Hammerfest",2379.58,0.94332796908506,1,0.850977858169221,NA,0.929380716430323,7267.80404357072,213892.924204099,3.15791508953501
"177",2014,"Finnmark",2004,"Hammerfest",2379.58,1,1,0.869774453123823,NA,0.954557767204006,4526.96917607309,128643.610679612,3.3590891658629
"178",2015,"Finnmark",2004,"Hammerfest",2379.58,0.970589981006648,1,0.843529378320695,NA,0.935503332485552,6627.30454239824,153175.221263016,4.04756424289045
"179",2016,"Finnmark",2004,"Hammerfest",2379.58,0.97676282051282,0.986824769433465,0.897171372407798,NA,0.952726378383729,6593.73853411106,206784.422546882,3.03796028551842
"180",2017,"Finnmark",2004,"Hammerfest",2379.58,0.99375,1,0.880321076554146,NA,0.956399661704139,6441.71387849957,242862.37313563,2.53676717996625
"181",2018,"Finnmark",2004,"Hammerfest",2379.58,0.992592592592593,0.986824769433465,0.946868434914001,0.865608465608466,0.946576136290092,8595.90154523067,143135.447262345,5.68459834949287
"182",2005,"Finnmark",2004,"Hammerfest",2379.58,0.444444444444444,0.986824769433465,0.999579124579124,NA,0.759669867682149,1577.67586212693,59747.5723235912,2.00596068897356
"183",2006,"Troms",1903,"Harstad",1075.25,0.979664383156811,0.686447094453909,0.839596900758076,NA,0.826516901626541,3237.4550569635,121604.867684256,2.20041464934143
"184",2007,"Troms",1903,"Harstad",1075.25,0.979664383156811,0.686447094453909,0.76069210887924,NA,0.799768755803891,659.233359683794,149998.637316471,0.351492689061138
"185",2008,"Troms",1903,"Harstad",1075.25,0.979664383156811,0.686447094453909,0.811018599107029,NA,0.817030748723402,4782.64050685887,178392.406948684,2.19043199261155
"186",2009,"Troms",1903,"Harstad",1075.25,0.979664383156811,0.686447094453909,0.933268207735629,NA,0.856177125485988,8339.35906068356,206786.176580898,3.4528267735432
"187",2010,"Troms",1903,"Harstad",1075.25,0.979664383156811,0.686447094453909,0.906824926162642,NA,0.848013201312544,10054.8624505929,100384.652468928,8.49398377717528
"188",2011,"Troms",1903,"Harstad",1075.25,0.979664383156811,0.333333333333333,0.925914589241764,NA,0.671185136630829,10544.6558930481,138621.566114261,5.10556654688703
"189",2012,"Troms",1903,"Harstad",1075.25,0.876747762627168,0.261783077796706,0.996536295941091,NA,0.611556311069228,18237.9447300628,143049.209439033,7.79698835410571
"190",2013,"Troms",1903,"Harstad",1075.25,0.983796296296296,0.59511641113004,0.964625620424119,NA,0.826587120776995,12377.4585780051,213892.924204099,4.78325680318773
"191",2014,"Troms",1903,"Harstad",1075.25,0.975842044134727,0.928449744463373,0.999579124579124,NA,0.967501621326089,17483.8309779121,128643.610679612,13.1492226693247
"192",2015,"Troms",1903,"Harstad",1075.25,0.990655209452202,1,0.939870477440939,NA,0.976480358157963,20033.1727533132,153175.221263016,12.7709949062883
"193",2016,"Troms",1903,"Harstad",1075.25,0.981395348837209,0.686447094453909,0.989097048878355,NA,0.873433793342702,16113.1656470588,206784.422546882,6.80601721373819
"194",2017,"Troms",1903,"Harstad",1075.25,0.971147776183644,1,0.999579124579124,NA,0.990149636924589,27808.5158400372,242862.37313563,11.3375289498005
"195",2018,"Troms",1903,"Harstad",1075.25,0.979281537176274,0.686447094453909,0.888443370379174,0.705884717134717,0.805785674291967,14157.8225770751,143135.447262345,7.97019245055707
"196",2005,"Troms",1903,"Harstad",1075.25,0.979664383156811,0.686447094453909,0.973641580138925,NA,0.868349384706673,3820.54048360846,59747.5723235912,5.55263393836407
"197",2015,"Finnmark",2015,"Hasvik",2212.36,1,1,0.881283730869194,NA,0.958749721795547,2375.9164231861,153175.221263016,1.48712643661063
"198",2016,"Finnmark",2015,"Hasvik",2212.36,1,0.63986013986014,0.872842229682053,NA,0.823518959556221,1503.38039469164,206784.422546882,0.598721239832749
"199",2017,"Finnmark",2015,"Hasvik",2212.36,1,0.63986013986014,0.895580983214238,NA,0.830609014086828,1393.49995796344,242862.37313563,0.476588287955028
"200",2018,"Finnmark",2015,"Hasvik",2212.36,0.975297619047619,0.27972027972028,0.999579124579124,0.866666666666667,0.697240486409264,3940.78142255329,143135.447262345,1.91963095686396
"201",2014,"Finnmark",2015,"Hasvik",2212.36,0.995059523809524,0.63986013986014,0.850730284134204,NA,0.815158391078992,288.926357374026,128643.610679612,0.18308001724539
"202",2006,"Troms",1917,"Ibestad",351.66,1,1,0.87554636984253,NA,0.956664629565691,11643.7102769721,121604.867684256,9.16009859721417
"203",2007,"Troms",1917,"Ibestad",351.66,1,1,0.948497215349791,NA,0.982528944961014,4954.38628789171,149998.637316471,3.24524810322197
"204",2008,"Troms",1917,"Ibestad",351.66,0.928571428571429,1,0.999579124579124,NA,0.975463068460767,16709.3768952966,178392.406948684,9.13681268006103
"205",2009,"Troms",1917,"Ibestad",351.66,1,1,0.977954967928605,NA,0.992596986608677,15776.4314508332,206786.176580898,7.57286515784533
"206",2010,"Troms",1917,"Ibestad",351.66,0.966666666666667,1,0.934932343450502,NA,0.966834878430646,18891.1410481715,100384.652468928,18.1946279730146
"207",2011,"Troms",1917,"Ibestad",351.66,1,1,0.970874154594878,NA,0.990195572216909,28624.6368594665,138621.566114261,20.4470267282926
"208",2012,"Troms",1917,"Ibestad",351.66,0.879310344827586,1,0.999579124579124,NA,0.957899147451494,28663.7393988512,143049.209439033,19.1940742913602
"209",2013,"Troms",1917,"Ibestad",351.66,1,1,0.999579124579124,NA,0.999859688506647,26135.9522550191,213892.924204099,12.2174612263434
"210",2014,"Troms",1917,"Ibestad",351.66,0.994186046511628,1,0.999579124579124,NA,0.997918208498497,45116.6078598646,128643.610679612,34.997995043201
"211",2015,"Troms",1917,"Ibestad",351.66,0.992248062015504,1,0.999579124579124,NA,0.9972693668276,27147.8790991298,153175.221263016,17.6750181763493
"212",2016,"Troms",1917,"Ibestad",351.66,0.946538461538462,1,0.999579124579124,NA,0.981714369319619,38644.485946653,206784.422546882,18.3465691861766
"213",2017,"Troms",1917,"Ibestad",351.66,0.982558139534884,1,0.999579124579124,NA,0.994012422119646,43505.8404623784,242862.37313563,17.8065236273586
"214",2018,"Troms",1917,"Ibestad",351.66,0.947386889177507,1,0.939652052096108,0.697918567171441,0.887819740550853,49148.5054342262,143135.447262345,30.4851203371733
"215",2005,"Troms",1917,"Ibestad",351.66,1,1,0.999579124579124,NA,0.999859688506647,9542.1152874936,59747.5723235912,15.9684754509778
"216",2006,"Troms",1940,"Kafjord",124.17,1,1,0.931890369474506,NA,0.97676091836991,15320.6548280583,121604.867684256,12.3059357448896
"217",2007,"Troms",1940,"Kafjord",124.17,1,1,0.999579124579124,NA,0.999859688506647,40827.741024402,149998.637316471,27.2149221842339
"218",2008,"Troms",1940,"Kafjord",124.17,1,1,0.96467194418623,NA,0.988082519246658,12439.4200853668,178392.406948684,6.88996451483071
"219",2009,"Troms",1940,"Kafjord",124.17,1,1,0.845915954042241,NA,0.945748668697758,29138.003881775,206786.176580898,13.3264364356183
"220",2011,"Troms",1940,"Kafjord",124.17,1,1,0.903992300757872,NA,0.966914880380274,7149.86473383265,138621.566114261,4.98718258467123
"221",2012,"Troms",1940,"Kafjord",124.17,1,1,0.999579124579124,NA,0.999859688506647,42319.2543126359,143049.209439033,29.5795527992062
"222",2013,"Troms",1940,"Kafjord",124.17,1,1,0.834434628412194,NA,0.941450389740224,23791.6818877346,213892.924204099,10.4719163895342
"223",2014,"Troms",1940,"Kafjord",124.17,1,1,0.919879476794663,NA,0.972546353522513,8603.16435531932,128643.610679612,6.50399664493149
"224",2015,"Troms",1940,"Kafjord",124.17,1,1,0.999579124579124,NA,0.999859688506647,32117.5965370057,153175.221263016,20.9649379346621
"225",2016,"Troms",1940,"Kafjord",124.17,1,1,0.774657561286916,NA,0.918409966705508,13299.7477087863,206784.422546882,5.90693471973153
"226",2017,"Troms",1940,"Kafjord",124.17,1,1,0.999579124579124,NA,0.999859688506647,21143.4495771926,242862.37313563,8.7047172582809
"227",2018,"Troms",1940,"Kafjord",124.17,1,1,0.915390315289767,0.64,0.874876138800379,3421.39837319804,143135.447262345,2.09123585756864
"228",2005,"Troms",1940,"Kafjord",124.17,1,1,0.717956205856151,NA,0.895432083682737,23702.4807441411,59747.5723235912,35.5227181553551
"229",2006,"Troms",1936,"Karlsoy",4796.75,1,0.961352657004831,0.899731145993577,NA,0.952792862704496,1031.79858675145,121604.867684256,0.808430080083578
"230",2007,"Troms",1936,"Karlsoy",4796.75,0.996497058497058,0.961352657004831,0.968817536050443,NA,0.975439296828215,787.355807369573,149998.637316471,0.512016514839269
"231",2008,"Troms",1936,"Karlsoy",4796.75,0.996497058497058,0.961352657004831,0.776793993197064,NA,0.906194739750809,1353.74354093918,178392.406948684,0.687672360474177
"232",2009,"Troms",1936,"Karlsoy",4796.75,1,0.961352657004831,0.922044332320522,NA,0.9606050037493,1114.26557856882,206786.176580898,0.517621200786636
"233",2010,"Troms",1936,"Karlsoy",4796.75,1,0.961352657004831,0.914889328999331,NA,0.95811380488326,2054.36265075311,100384.652468928,1.96077106162455
"234",2011,"Troms",1936,"Karlsoy",4796.75,1,0.884057971014493,0.84042883953734,NA,0.905719873154164,1816.84390952207,138621.566114261,1.1870819825516
"235",2012,"Troms",1936,"Karlsoy",4796.75,1,0.884057971014493,0.999579124579124,NA,0.959620036533087,1427.98629447021,143049.209439033,0.957939065474029
"236",2013,"Troms",1936,"Karlsoy",4796.75,1,1,0.950850824123224,NA,0.983340958813822,1422.40570427894,213892.924204099,0.653929901735895
"237",2014,"Troms",1936,"Karlsoy",4796.75,0.995555555555556,1,0.958576226641628,NA,0.984533998559717,2639.06936571637,128643.610679612,2.01972993557851
"238",2015,"Troms",1936,"Karlsoy",4796.75,1,1,0.999579124579124,NA,0.999859688506647,2517.18345546464,153175.221263016,1.64310535669038
"239",2016,"Troms",1936,"Karlsoy",4796.75,0.992424242424242,0.961352657004831,0.923714652626581,NA,0.958751322576665,1932.92691634961,206784.422546882,0.896197215761778
"240",2017,"Troms",1936,"Karlsoy",4796.75,0.994505494505495,1,0.919567309960954,NA,0.970652037004828,4101.35162307813,242862.37313563,1.63919394182589
"241",2018,"Troms",1936,"Karlsoy",4796.75,1,0.961352657004831,0.862058053805677,0.637302585425115,0.852493804083337,2768.70412842028,143135.447262345,1.64899971318229
"242",2005,"Troms",1936,"Karlsoy",4796.75,0.996497058497058,0.961352657004831,0.909440442174382,NA,0.955090088917278,657.41225642362,59747.5723235912,1.05090115970289
"243",2006,"Troms",1911,"Kvaefjord",189.03,0.916666666666667,0.864675813828356,0.764812439968308,NA,0.846330316193946,22950.1350896683,121604.867684256,15.9725473634535
