Year,Municip_number,Municip_name_new,Species,Spp_year,SSB,Bmsy,SSB.Bmsy,Blim,Total_catch_new,Blim.Bmsy,stock_score
1994,1927,Tranoy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,4.181,0.6181818181818182,0.08166911764705878
1994,1928,Torsken,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,32394.549,0.4782608695652174,1
1994,1928,Torsken,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,4947.875,0.785175879396985,1
1994,1928,Torsken,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,903.9603,0.625,1
1994,1928,Torsken,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2015.7134,0.6181818181818182,0.08166911764705878
1994,1929,Berg,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,21161.889,0.4782608695652174,1
1994,1929,Berg,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,1135.925,0.785175879396985,1
1994,1929,Berg,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1006.3242,0.625,1
1994,1929,Berg,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,728.9148,0.6181818181818182,0.08166911764705878
1994,1931,Lenvik,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,32071.8906,0.4782608695652174,1
1994,1931,Lenvik,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,6423.215,0.785175879396985,1
1994,1931,Lenvik,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,552.8088,0.625,1
1994,1931,Lenvik,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2344.746,0.6181818181818182,0.08166911764705878
1994,1933,Balsfjord,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,7.109999999999999,0.4782608695652174,1
1994,1933,Balsfjord,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.8778,0.625,1
1994,1936,Karlsoy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,33484.1874,0.4782608695652174,1
1994,1936,Karlsoy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,2012.9205,0.625,1
1994,1936,Karlsoy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,537.2616,0.6181818181818182,0.08166911764705878
1994,1938,Lyngen,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,2371.9686,0.4782608695652174,1
1994,1938,Lyngen,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,273.8487,0.625,1
1994,1938,Lyngen,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,286.94419999999997,0.6181818181818182,0.08166911764705878
1994,1939,Storfjord,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,5.751,0.4782608695652174,1
1994,1939,Storfjord,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.29400000000000004,0.625,1
1994,1940,Kafjord,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,20.484,0.4782608695652174,1
1994,1940,Kafjord,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,0.1176,0.625,1
1994,1940,Kafjord,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,2.7812,0.6181818181818182,0.08166911764705878
1994,1941,Skjervoy,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,15966.3576,0.4782608695652174,1
1994,1941,Skjervoy,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,2916.6798,0.625,1
1994,1941,Skjervoy,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,840.0368,0.6181818181818182,0.08166911764705878
1994,1942,Nordreisa,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,11905.4526,0.4782608695652174,1
1994,1942,Nordreisa,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,340.5789,0.625,1
1994,1942,Nordreisa,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,550.3242,0.6181818181818182,0.08166911764705878
1994,1943,Kvaenangen,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,11642.0154,0.4782608695652174,1
1994,1943,Kvaenangen,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,218.3466,0.625,1
1994,1943,Kvaenangen,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1798.6954,0.6181818181818182,0.08166911764705878
1994,2002,Vardo,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,38099.0592,0.4782608695652174,1
1994,2002,Vardo,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,8182.9947,0.625,1
1994,2002,Vardo,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,441.4704,0.6181818181818182,0.08166911764705878
1994,2003,Vadso,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,2097.4644,0.4782608695652174,1
1994,2003,Vadso,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,317.0541,0.625,1
1994,2003,Vadso,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,999.4428,0.6181818181818182,0.08166911764705878
1994,2004,Hammerfest,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,14102.022,0.4782608695652174,1
1994,2004,Hammerfest,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1899.7413,0.625,1
1994,2004,Hammerfest,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1346.9634,0.6181818181818182,0.08166911764705878
1994,2012,Alta,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,1467.2136,0.4782608695652174,1
1994,2012,Alta,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,339.45,0.785175879396985,1
1994,2012,Alta,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,15.0264,0.625,1
1994,2012,Alta,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,6.4384,0.6181818181818182,0.08166911764705878
1994,2014,Loppa,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,10534.8222,0.4782608695652174,1
1994,2014,Loppa,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,810.4812,0.625,1
1994,2014,Loppa,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,360.0128,0.6181818181818182,0.08166911764705878
1994,2015,Hasvik,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,15223.296,0.4782608695652174,1
1994,2015,Hasvik,Herring,Herring_1994,3431e3,3184e3,1.077575376884422,25e5,100,0.785175879396985,1
1994,2015,Hasvik,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,1667.5392,0.625,1
1994,2015,Hasvik,Saithe,Saithe_1994,147107,22e4,0.6686681818181818,136e3,1925.8382,0.6181818181818182,0.08166911764705878
1994,2017,Kvalsund,Cod,Cod_1994,592309,46e4,1.2876282608695653,22e4,4274.505,0.4782608695652174,1
1994,2017,Kvalsund,Haddock,Haddock_1994,163487,8e4,2.0435875,5e4,178.983,0.625,1
