"municip_name","municip_number","water_entity_id","vannregion","vannomrade","vassdragomrade","area","score","reliability_ecological_score","reliability_chemical_score","water_entity_class","reliability_eco_score_num","reliability_chem_score_num","area_km2","total_area_km2","area_prop"
"Leirfjord",1822,"lavongsbukta_0362010500_1_c","Nordland","Ranfjorden",153,1194580.55367372,75,"low","low","unmodified","0","0",1.19458055367372,131.301646172401,0.00909798611439509
"Leirfjord",1822,"meisfjorden_0361040600_c","Nordland","Vefsnfjorden - Leirfjorden",153,3063851.6042815,75,"low","low","unmodified","0","0",3.0638516042815,131.301646172401,0.0233344492898331
"Rana",1833,"ranfjorden_storvika_0362010500_3_c","Nordland","Ranfjorden",153,3041102.53681365,75,"low","low","unmodified","0","0",3.04110253681365,129.037241299447,0.0235676344765958
"Leirfjord",1822,"ranfjorden_storvika_0362010500_3_c","Nordland","Ranfjorden",153,20398930.1466294,75,"low","low","unmodified","0","0",20.3989301466294,131.301646172401,0.155359287116974
"Nesna",1828,"ranfjorden_storvika_0362010500_3_c","Nordland","Ranfjorden",153,15418283.3348547,75,"low","low","unmodified","0","0",15.4182833348547,219.095145502547,0.0703725465915239
"Herøy",1818,"heroysundet_0361050200_3_c","Nordland","Vefsnfjorden - Leirfjorden",154,383375.047214626,50,"low","low","unmodified","0","0",0.383375047214626,1192.71407455991,0.000321430806755662
"Vega",1815,"husvaerfjorden_0361050200_4_c","Nordland","Vefsnfjorden - Leirfjorden",154,24524485.5404079,75,"high","low","unmodified","100","0",24.5244855404079,1782.27396811312,0.0137602220417166
"Dønna",1827,"husvaerfjorden_0361050200_4_c","Nordland","Vefsnfjorden - Leirfjorden",154,862230.303949406,75,"high","low","unmodified","100","0",0.862230303949406,563.800982919631,0.00152931678033686
"Herøy",1818,"husvaerfjorden_0361050200_4_c","Nordland","Vefsnfjorden - Leirfjorden",154,96651265.6793926,75,"high","low","unmodified","100","0",96.6512656793926,1192.71407455991,0.0810347322471691
"Dønna",1827,"ulvangen_0361040700_3_c","Nordland","Vefsnfjorden - Leirfjorden",154,20980761.2774613,75,"low","low","unmodified","0","0",20.9807612774613,563.800982919631,0.0372130626108753
"Leirfjord",1822,"ulvangen_0361040700_3_c","Nordland","Vefsnfjorden - Leirfjorden",154,15362276.8016793,75,"low","low","unmodified","0","0",15.3622768016793,131.301646172401,0.116999879662654
"Alstahaug",1820,"ulvangen_0361040700_3_c","Nordland","Vefsnfjorden - Leirfjorden",154,4146237.77742073,75,"low","low","unmodified","0","0",4.14623777742073,399.152288131276,0.0103876086914904
"Herøy",1818,"haeroysundet_sor_0361050200_2_c","Nordland","Vefsnfjorden - Leirfjorden",154,424261.975132998,75,"low","low","unmodified","0","0",0.424261975132998,1192.71407455991,0.000355711384800705
"Dønna",1827,"sundstraumen_0362010101_2_c","Nordland","Vefsnfjorden - Leirfjorden",154,570455.245974621,78.6764705882353,"low","low","unmodified","0","0",0.570455245974621,563.800982919631,0.00101180250346591
"Dønna",1827,"skagapollen_0361050400_c","Nordland","Vefsnfjorden - Leirfjorden",154,372611.707841308,75,"low","low","unmodified","0","0",0.372611707841308,563.800982919631,0.000660892263634849
"Vega",1815,"omnoyfjorden_0361010600_c","Nordland","Vefsnfjorden - Leirfjorden",154,27277306.1902074,75,"high","low","unmodified","100","0",27.2773061902074,1782.27396811312,0.0153047773115856
"Herøy",1818,"omnoyfjorden_0361010600_c","Nordland","Vefsnfjorden - Leirfjorden",154,67840413.8362643,75,"high","low","unmodified","100","0",67.8404138362643,1192.71407455991,0.0568790251438057
"Alstahaug",1820,"omnoyfjorden_0361010600_c","Nordland","Vefsnfjorden - Leirfjorden",154,18939382.7866256,75,"high","low","unmodified","100","0",18.9393827866256,399.152288131276,0.0474490146988628
"Vega",1815,"floholmene_0361000031_c","Nordland","Vefsnfjorden - Leirfjorden",154,9949771.45112062,100,"high","low","unmodified","100","0",9.94977145112062,1782.27396811312,0.0055826273789177
"Træna",1835,"floholmene_0361000031_c","Nordland","Vefsnfjorden - Leirfjorden",154,24572431.1102133,100,"high","low","unmodified","100","0",24.5724311102133,682.664838218788,0.0359948685424135
"Dønna",1827,"floholmene_0361000031_c","Nordland","Vefsnfjorden - Leirfjorden",154,109698983.690023,100,"high","low","unmodified","100","0",109.698983690023,563.800982919631,0.194570401637027
"Herøy",1818,"floholmene_0361000031_c","Nordland","Vefsnfjorden - Leirfjorden",154,601819265.729382,100,"high","low","unmodified","100","0",601.819265729382,1192.71407455991,0.504579662943477
"Dønna",1827,"vagsvagen_0362010200_c","Nordland","Vefsnfjorden - Leirfjorden",154,3699006.01979071,75,"low","low","unmodified","0","0",3.69900601979071,563.800982919631,0.00656083641542355
"Dønna",1827,"sorasvaerfjorden_0361050800_c","Nordland","Vefsnfjorden - Leirfjorden",154,133817190.257477,75,"high","low","unmodified","100","0",133.817190257477,563.800982919631,0.23734827414544
"Lurøy",1834,"sorasvaerfjorden_0361050800_c","Nordland","Vefsnfjorden - Leirfjorden",154,152.459840242751,75,"high","low","unmodified","100","0",0.000152459840242751,1075.48271991381,0.000000141759451286181
"Herøy",1818,"sorasvaerfjorden_0361050800_c","Nordland","Vefsnfjorden - Leirfjorden",154,530762.601547077,75,"high","low","unmodified","100","0",0.530762601547077,1192.71407455991,0.000445004056603354
"Dønna",1827,"skagafjorden_0361050300_c","Nordland","Vefsnfjorden - Leirfjorden",154,9855287.11102608,75,"low","low","unmodified","0","0",9.85528711102608,563.800982919631,0.0174800814641909
"Herøy",1818,"skagafjorden_0361050300_c","Nordland","Vefsnfjorden - Leirfjorden",154,20539.0293070823,75,"low","low","unmodified","0","0",0.0205390293070823,1192.71407455991,0.000017220413295333
"Dønna",1827,"kverva_0361050700_c","Nordland","Vefsnfjorden - Leirfjorden",154,20993685.8102198,75,"high","low","unmodified","100","0",20.9936858102198,563.800982919631,0.0372359865382009
"Vega",1815,"skipbatsvaerfjorden_0361050900_c","Nordland","Vefsnfjorden - Leirfjorden",154,8318987.53688589,75,"high","low","unmodified","100","0",8.31898753688589,1782.27396811312,0.00466762556471221
"Dønna",1827,"skipbatsvaerfjorden_0361050900_c","Nordland","Vefsnfjorden - Leirfjorden",154,67503537.4779236,75,"high","low","unmodified","100","0",67.5035374779236,563.800982919631,0.119729371751638
"Herøy",1818,"skipbatsvaerfjorden_0361050900_c","Nordland","Vefsnfjorden - Leirfjorden",154,268814634.803735,75,"high","low","unmodified","100","0",268.814634803735,1192.71407455991,0.225380617649643
"Dønna",1827,"lundstoa_0361050600_c","Nordland","Vefsnfjorden - Leirfjorden",154,721335.187284386,75,"low","low","unmodified","0","0",0.721335187284386,563.800982919631,0.00127941456140954
"Vega",1815,"ytre_flesan_0361050100_c","Nordland","Vefsnfjorden - Leirfjorden",154,74864384.4384431,100,"low","low","unmodified","0","0",74.8643844384431,1782.27396811312,0.0420049811520848
"Herøy",1818,"ytre_flesan_0361050100_c","Nordland","Vefsnfjorden - Leirfjorden",154,12647668.6898366,100,"low","low","unmodified","0","0",12.6476686898366,1192.71407455991,0.0106041078575377
"Dønna",1827,"dalsvagen_0362010300_c","Nordland","Vefsnfjorden - Leirfjorden",154,680780.929984274,75,"low","low","unmodified","0","0",0.680780929984274,563.800982919631,0.00120748446811651
"Dønna",1827,"alstenfjorden_0361040800_c","Nordland","Vefsnfjorden - Leirfjorden",154,22671595.5278232,75,"high","low","unmodified","100","0",22.6715955278232,563.800982919631,0.0402120539244519
"Herøy",1818,"alstenfjorden_0361040800_c","Nordland","Vefsnfjorden - Leirfjorden",154,37484818.9564377,75,"high","low","unmodified","100","0",37.4848189564377,1192.71407455991,0.0314281685409546
"Alstahaug",1820,"alstenfjorden_0361040800_c","Nordland","Vefsnfjorden - Leirfjorden",154,39218706.5669164,75,"high","low","unmodified","100","0",39.2187065669164,399.152288131276,0.0982549962334624
"Dønna",1827,"vikafjorden_0361050500_c","Nordland","Vefsnfjorden - Leirfjorden",154,41666641.5134239,75,"low","low","unmodified","0","0",41.6666415134239,563.800982919631,0.0739031019379464
"Hemnes",1832,"leirviken_0362010600_c","Nordland","Ranfjorden",155,10618512.8805126,100,"high","low","unmodified","100","0",10.6185128805126,62.1430500489618,0.170872090638396
"Hemnes",1832,"rossaen_0362010900_c","Nordland","Ranfjorden",155,4845765.75280254,100,"moderate","high","unmodified","50","100",4.84576575280254,62.1430500489618,0.0779775976393919
"Vefsn",1824,"elsfjorden_0362010700_c","Nordland","Ranfjorden",155,12398479.7958382,100,"moderate","low","unmodified","50","0",12.3984797958382,100.784870513198,0.123019256091763
"Hemnes",1832,"elsfjorden_0362010700_c","Nordland","Ranfjorden",155,577078.512309223,100,"moderate","low","unmodified","50","0",0.577078512309223,62.1430500489618,0.00928629206089095
"Vefsn",1824,"sorfjorden_0362010800_c","Nordland","Ranfjorden",155,2211344.54690957,50,"high","low","unmodified","100","0",2.21134454690957,100.784870513198,0.0219412351839059
"Hemnes",1832,"sorfjorden_0362010800_c","Nordland","Ranfjorden",155,19395787.7757949,50,"high","low","unmodified","100","0",19.3957877757949,62.1430500489618,0.312115156248578
"Rana",1833,"ranfjorden_mo_0362011000_2_c","Nordland","Ranfjorden",156,14603019.9207792,25,"high",NA,"modified","100",NA,14.6030199207792,129.037241299447,0.113169033789951
"Hemnes",1832,"finneidfjorden_0362011100_c","Nordland","Ranfjorden",156,5202500.19913241,75,"low","low","unmodified","0","0",5.20250019913241,62.1430500489618,0.0837181341281675
"Rana",1833,"sveet_0362011200_c","Nordland","Ranfjorden",156,2930109.14033217,50,"low","low","unmodified","0","0",2.93010914033217,129.037241299447,0.0227074688735207
"Rana",1833,"ranfjorden_hemneshalvoya_0362011000_1_c","Nordland","Ranfjorden",156,53195233.6674303,75,"moderate","high","unmodified","50","100",53.1952336674303,129.037241299447,0.41224713990889
"Hemnes",1832,"ranfjorden_hemneshalvoya_0362011000_1_c","Nordland","Ranfjorden",156,13892688.2335549,75,"moderate","high","unmodified","50","100",13.8926882335549,62.1430500489618,0.223559806327643
"Rana",1833,"sjona_indre_0362020201_1_c","Nordland","Ranfjorden",157,810910.719346849,75,"moderate","low","unmodified","50","0",0.810910719346849,129.037241299447,0.00628431537423394
"Rana",1833,"sjona_indre_0362020201_2_c","Nordland","Ranfjorden",157,35388977.7508836,50,"high","low","unmodified","100","0",35.3889777508836,129.037241299447,0.274253985861021
"Lurøy",1834,"sjona_indre_0362020201_2_c","Nordland","Ranfjorden",157,1882145.56722897,50,"high","low","unmodified","100","0",1.88214556722897,1075.48271991381,0.00175004724146549
"Nesna",1828,"sjona_indre_0362020201_2_c","Nordland","Ranfjorden",157,9753735.38433749,50,"high","low","unmodified","100","0",9.75373538433749,219.095145502547,0.0445182633415495
"Lurøy",1834,"aldersund_0362020400_c","Nordland","Rødøy - Lurøy",157,17483475.1649137,75,"low","low","unmodified","0","0",17.4834751649137,1075.48271991381,0.0162563980259161
"Rana",1833,"utskarpen_0362011300_c","Nordland","Ranfjorden",157,6223703.82951118,75,"low","low","unmodified","0","0",6.22370382951118,129.037241299447,0.0482318419615645
"Lurøy",1834,"kvina_0362020500_4_c","Nordland","Rødøy - Lurøy",157,6815158.89884724,75,"low","low","unmodified","0","0",6.81515889884724,1075.48271991381,0.00633683719194802
"Rana",1833,"ranfjorden_sandnes_0362010500_2_c","Nordland","Ranfjorden",157,12844183.7343499,100,"high","low","unmodified","100","0",12.8441837343499,129.037241299447,0.0995385797542229
"Leirfjord",1822,"ranfjorden_sandnes_0362010500_2_c","Nordland","Ranfjorden",157,3851116.94812295,100,"high","low","unmodified","100","0",3.85111694812295,131.301646172401,0.0293303020974039
"Hemnes",1832,"ranfjorden_sandnes_0362010500_2_c","Nordland","Ranfjorden",157,7610716.69485524,100,"high","low","unmodified","100","0",7.61071669485524,62.1430500489618,0.122470922956933
"Nesna",1828,"skogsleira_0362011400_1_c","Nordland","Ranfjorden",157,2470311.65529593,75,"low","low","unmodified","0","0",2.47031165529593,219.095145502547,0.0112750633959948
"Lurøy",1834,"silavagen_0362020203_c","Nordland","Rødøy - Lurøy",157,3873968.07946975,75,"low","low","unmodified","0","0",3.87396807946975,1075.48271991381,0.00360207375510432
"Dønna",1827,"nordasvaerfjorden_tomfjorden_0362020100_2_c","Nordland","Rødøy - Lurøy",158,51001588.4585263,100,"low","low","unmodified","0","0",51.0015884585263,563.800982919631,0.0904602687892023
"Lurøy",1834,"nordasvaerfjorden_tomfjorden_0362020100_2_c","Nordland","Rødøy - Lurøy",158,282327868.458201,100,"low","low","unmodified","0","0",282.327868458201,1075.48271991381,0.262512696141531
"Nesna",1828,"nordasvaerfjorden_tomfjorden_0362020100_2_c","Nordland","Rødøy - Lurøy",158,27464559.7355166,100,"low","low","unmodified","0","0",27.4645597355166,219.095145502547,0.125354487761562
"Træna",1835,"traena_havn_sor_0362000030_1_c","Nordland","Rødøy - Lurøy",158,95940.3806556342,25,"low",NA,"modified","0",NA,0.0959403806556342,682.664838218788,0.000140538043391779
"Træna",1835,"traenfjorden_0362000030_2_c","Nordland","Rødøy - Lurøy",158,639916628.585252,100,"low","low","unmodified","0","0",639.916628585252,682.664838218788,0.937380384574845
"Dønna",1827,"traenfjorden_0362000030_2_c","Nordland","Rødøy - Lurøy",158,10590257.9361271,100,"low","low","unmodified","0","0",10.5902579361271,563.800982919631,0.0187836812225578
"Lurøy",1834,"traenfjorden_0362000030_2_c","Nordland","Rødøy - Lurøy",158,260879053.607052,100,"low","low","unmodified","0","0",260.879053607052,1075.48271991381,0.242569265667011
"Rødøy",1836,"traenfjorden_0362000030_2_c","Nordland","Rødøy - Lurøy",158,10542302.0047243,100,"low","low","unmodified","0","0",10.5423020047243,1718.78498849952,0.00613357812365328
"Lurøy",1834,"lovund_havn_0362020100_1_c","Nordland","Rødøy - Lurøy",158,358205.809799356,25,"moderate",NA,"modified","50",NA,0.358205809799356,1075.48271991381,0.000333065146623707
"Dønna",1827,"stigfjorden_0362010101_1_c","Nordland","Ranfjorden",158,47647646.0312226,100,"high","low","unmodified","100","0",47.6476460312226,563.800982919631,0.0845114632196636
"Nesna",1828,"stigfjorden_0362010101_1_c","Nordland","Ranfjorden",158,61007061.318633,100,"high","low","unmodified","100","0",61.007061318633,219.095145502547,0.27845008240004
"Træna",1835,"mavaerfjorden_0362020600_c","Nordland","Rødøy - Lurøy",158,66678.3984536231,100,"low","low","unmodified","0","0",0.0666783984536231,682.664838218788,0.000097673696843096
"Lurøy",1834,"mavaerfjorden_0362020600_c","Nordland","Rødøy - Lurøy",158,303139348.971943,100,"low","low","unmodified","0","0",303.139348971943,1075.48271991381,0.281863523568502
"Rødøy",1836,"mavaerfjorden_0362020600_c","Nordland","Rødøy - Lurøy",158,3965176.629066,100,"low","low","unmodified","0","0",3.965176629066,1718.78498849952,0.00230696489415326
"Lurøy",1834,"matskjerfjorden_0362020500_1_c","Nordland","Rødøy - Lurøy",158,26428030.7560093,75,"low","low","unmodified","0","0",26.4280307560093,1075.48271991381,0.0245731802721361
"Nesna",1828,"alsovagen_0362010102_c","Nordland","Ranfjorden",158,1270496.7217221,75,"low","low","unmodified","0","0",1.2704967217221,219.095145502547,0.00579883556437507
"Nesna",1828,"litlsjona_0362011400_2_c","Nordland","Ranfjorden",158,33125783.1116335,75,"low","low","unmodified","0","0",33.1257831116335,219.095145502547,0.151193596898971
"Lurøy",1834,"kvaroyfjorden_ytre_0362020500_2_c","Nordland","Rødøy - Lurøy",158,21886640.9303123,75,"moderate","low","unmodified","50","0",21.8866409303123,1075.48271991381,0.0203505277444777
"Rødøy",1836,"kvaroyfjorden_ytre_0362020500_2_c","Nordland","Rødøy - Lurøy",158,2822157.79754023,75,"moderate","low","unmodified","50","0",2.82215779754023,1718.78498849952,0.00164194929349712
"Lurøy",1834,"faeroya_0362020500_3_c","Nordland","Rødøy - Lurøy",158,4934913.24189009,75,"low","low","unmodified","0","0",4.93491324189009,1075.48271991381,0.00458855651561336
"Lurøy",1834,"kvaroyfjorden_indre_0362020500_5_c","Nordland","Rødøy - Lurøy",158,15151855.5921198,75,"low","low","unmodified","0","0",15.1518555921198,1075.48271991381,0.0140884230974293
"Lurøy",1834,"stigfjorden_0362020300_c","Nordland","Rødøy - Lurøy",158,59441988.9851155,75,"low","low","unmodified","0","0",59.4419889851155,1075.48271991381,0.0552700549106723
"Lurøy",1834,"sjona_ytre_0362020202_c","Nordland","Ranfjorden",158,60797001.8820804,50,"high","low","unmodified","100","0",60.7970018820804,1075.48271991381,0.0565299662712877
"Nesna",1828,"sjona_ytre_0362020202_c","Nordland","Ranfjorden",158,50026614.0607929,50,"high","low","unmodified","100","0",50.0266140607929,219.095145502547,0.228332827484812
"Meløy",1837,"bolgfjorden_0362040200_2_c","Nordland","Sør-Salten",159,36223707.0916902,75,"moderate","low","unmodified","50","0",36.2237070916902,1869.54142753412,0.0193757177873658
"Rødøy",1836,"bolgfjorden_0362040200_2_c","Nordland","Sør-Salten",159,28943282.6456921,75,"moderate","low","unmodified","50","0",28.9432826456921,1718.78498849952,0.0168393852863233
"Rødøy",1836,"sorfjorden_ytre_0362030402_2_c","Nordland","Rødøy - Lurøy",159,13050644.7631057,75,"low","low","unmodified","0","0",13.0506447631057,1718.78498849952,0.00759294783840228
"Rødøy",1836,"reppa_0362030700_4_c","Nordland","Rødøy - Lurøy",159,2109903.82245359,75,"low","low","unmodified","0","0",2.10990382245359,1718.78498849952,0.00122755541651287
"Rødøy",1836,"sorfjorden_midtre_0362030402_1_c","Nordland","Rødøy - Lurøy",159,2864936.4949357,75,"low","low","unmodified","0","0",2.8649364949357,1718.78498849952,0.00166683821077397
"Meløy",1837,"bjerangsfjorden_0362040600_c","Nordland","Sør-Salten",159,8946020.48249983,75,"low","low","unmodified","0","0",8.94602048249983,1869.54142753412,0.00478514161320266
"Rødøy",1836,"sorfjorden_indre_0362030401_c","Nordland","Rødøy - Lurøy",159,9335339.69976275,75,"low","low","unmodified","0","0",9.33533969976275,1718.78498849952,0.00543135980487729
"Meløy",1837,"skardsfjorden_indre_0362040300_1_c","Nordland","Sør-Salten",159,11067971.6389501,75,"low","low","unmodified","0","0",11.0679716389501,1869.54142753412,0.00592015318620058
"Lurøy",1834,"risvaerfjorden_0362030100_c","Nordland","Rødøy - Lurøy",159,7724683.37458305,75,"high","low","unmodified","100","0",7.72468337458305,1075.48271991381,0.00718252672177021
"Rødøy",1836,"risvaerfjorden_0362030100_c","Nordland","Rødøy - Lurøy",159,243891956.571914,75,"high","low","unmodified","100","0",243.891956571914,1718.78498849952,0.141897886125262
"Meløy",1837,"skardsfjorden_ytre_0362040300_2_c","Nordland","Sør-Salten",159,15856553.8663745,75,"high","low","unmodified","100","0",15.8565538663745,1869.54142753412,0.00848152045889077
