"water_entity_id","okologisk_tilstand","okologisk_palitelighetsgrad","kjemisk_tilstand","kjemisk_palitelighetsgrad","num_status_eco","num_status_chem"
"bolefjorden_0420040500-c","god","lav","ukjent","lav",75,NA
"borrfjorden_0420040601-c","god","lav","ukjent","lav",75,NA
"galtefjorden_0420040602-1-c","god","middels","ukjent","lav",75,NA
"donnesfjorden_0420040602-2-c","god","hoy","ukjent","lav",75,NA
"honsebyvika_0420040701-c","god","lav","ukjent","lav",75,NA
"sandoyfjorden_0420040702-c","god","lav","ukjent","lav",75,NA
"finnfjorden_0420040800-c","god","lav","ukjent","lav",75,NA
"gamvikfjorden_0420040900-c","god","lav","ukjent","lav",75,NA
"tarhalsen_-_furuholmen_fyr_0421000030-c","god","lav","ukjent","lav",75,NA
"fruholmen_fyr_-_hjelmsoya_0421000031-c","god","lav","ukjent","lav",75,NA
"gjesvaer_0421000032-4-c","god","lav","darlig","lav",75,0
"masoyfjorden-nord_0421000032-6-c","god","lav","ukjent","lav",75,NA
"revsbotn-ytre_0421010100-c","god","middels","god","middels",75,100
"sandbukta_-_forsolbukta_0421010200-c","god","lav","darlig","hoy",75,0
"kvalfjorden_0421010300-c","god","lav","ukjent","lav",75,NA
"sammelsundet_0421010400-c","god","lav","ukjent","lav",75,NA
"repparfjorden_ytre_0421010500-1-c","god","middels","god","lav",75,100
"repparfjorden_indre_0421010500-2-c","god","middels","god","middels",75,100
"revsbotn-indre_0421010600-c","god","middels","ukjent","lav",75,NA
"lillefjorden_0421010700-c","god","lav","ukjent","lav",75,NA
"valfjorden_0421010800-c","god","lav","ukjent","lav",75,NA
"tufjorden_0421010900-c","god","lav","ukjent","lav",75,NA
"mafjorden_0421011000-c","god","lav","ukjent","lav",75,NA
"rolvsoysundet_0421020100-c","god","lav","ukjent","lav",75,NA
"trollsundet_0421020200-c","god","lav","ukjent","lav",75,NA
"langfjorden_0421020300-c","god","lav","ukjent","lav",75,NA
"reinoysundet_0421020400-c","god","lav","ukjent","lav",75,NA
"indre_pollen_0421020501-c","god","lav","ukjent","lav",75,NA
"ytre_pollen_0421020502-c","god","lav","ukjent","lav",75,NA
"snefjorden_0421020600-c","god","middels","ukjent","lav",75,NA
"bakfjorden_0421020700-c","god","lav","ukjent","lav",75,NA
"selvika_0421020800-c","god","lav","ukjent","lav",75,NA
"myrfjorden_0421020900-c","god","lav","ukjent","lav",75,NA
"akkarfjorden_0421021000-c","god","lav","ukjent","lav",75,NA
"russehamn_0421021100-c","god","lav","ukjent","lav",75,NA
"masoyfjorden-ost_0421030100-c","god","lav","ukjent","lav",75,NA
"breidsundet_0421030200-3-c","god","lav","ukjent","lav",75,NA
"breidsundet_0421030200-8-c","god","lav","ukjent","lav",75,NA
"havoysundet_0421030300-c","god","lav","darlig","lav",75,0
"eiterfjorden_0421030400-c","god","lav","darlig","lav",75,0
"masoyfjorden-vest_0421030500-c","god","lav","ukjent","lav",75,NA
"vesterbotnen_0421030601-c","god","lav","ukjent","lav",75,NA
"osterbotn_0421030602-c","god","lav","ukjent","lav",75,NA
"kulfjorden_0421030603-c","god","lav","ukjent","lav",75,NA
"ryggefjorden_0421030700-c","god","middels","ukjent","lav",75,NA
"kobbefjorden_0421030800-c","god","middels","ukjent","lav",75,NA
"mageroysundet-vest_0421030900-c","god","lav","ukjent","lav",75,NA
"mageroysundet-ost_0421031000-c","god","lav","darlig","lav",75,0
"vester-lafjorden_0421031100-1-c","darlig","hoy","ukjent","lav",0,NA
"lafjorden_0421031100-2-c","god","middels","ukjent","lav",75,NA
"sarnesfjorden_0421031200-c","god","middels","god","lav",75,100
"vassfjorden_0421031300-c","god","lav","ukjent","lav",75,NA
"tufjorden_0421031400-c","god","lav","ukjent","lav",75,NA
"ytre_porsangen_0422000030-c","udefinert","lav","ukjent","lav",NA,NA
"kinnarodden_-_vardnesodden_0422000031-c","udefinert","lav","ukjent","lav",NA,NA
"klubben_0422010100-13-c","god","lav","ukjent","lav",75,NA
"porsangerfjorden-indre_0422010100-16-c","god","lav","ukjent","lav",75,NA
"porsangerfjorden-ytre_0422010100-2-c","god","lav","ukjent","lav",75,NA
"innerbukta/_repvag_0422010100-4-c","udefinert","lav","ukjent","lav",NA,NA
"nordvagen_0422010200-c","udefinert","lav","ukjent","lav",NA,NA
"even_hansen_bukta_0422010300-7-c","udefinert","lav","ukjent","lav",NA,NA
"honningsvag_havn_0422010300-8-c","moderat","middels","darlig","middels",50,0
"strandbukta_0422010400-c","god","lav","ukjent","lav",75,NA
"smorfjorden_0422010500-c","udefinert","lav","ukjent","lav",NA,NA
"leaibevuotna_0422010600-c","udefinert","lav","ukjent","lav",NA,NA
"vesterbotn_0422010701-c","god","lav","god","lav",75,100
"soggovutna_0422010702-c","god","lav","darlig","lav",75,0
"roddenjargsjoen_0422010703-c","god","lav","god","lav",75,100
"risfjorden_0422010801-c","god","lav","darlig","middels",75,0
"skipsfjorden_0422010802-c","udefinert","lav","ukjent","lav",NA,NA
"kamoyfjorden_0422010803-c","udefinert","lav","ukjent","lav",NA,NA
"skarsvag_/_grovavfallsdeponi_0422010900-3-c","god","lav","ukjent","lav",75,NA
"risfjorden_0422010900-4-c","moderat","lav","darlig","lav",50,0
"laksefjorden-indre_0422020100-1-c","udefinert","lav","ukjent","lav",NA,NA
"laksefjorden-ytre_0422020100-2-c","udefinert","lav","ukjent","lav",NA,NA
"veidnesholmen_0422020200-5-c","udefinert","lav","ukjent","lav",NA,NA
"lille_porsanger_0422020200-6-c","udefinert","lav","ukjent","lav",NA,NA
"storfjorden_0422020300-c","udefinert","lav","ukjent","lav",NA,NA
"friarfjorden_0422020400-1-c","god","lav","ukjent","lav",75,NA
"ifjorden_0422020400-2-c","udefinert","lav","ukjent","lav",NA,NA
"bekkarfjorden_0422020500-c","god","middels","ukjent","lav",75,NA
"vardnessundet_-_maroysundet_0422020600-c","god","middels","ukjent","lav",75,NA
"eidsfjorden_0422020700-c","god","middels","ukjent","lav",75,NA
"kifjorden_0422020802-c","udefinert","middels","god","lav",NA,100
"kjollefjorden_0422020900-c","moderat","lav","darlig","lav",50,0
"oksefjorden_0422021000-c","udefinert","lav","ukjent","lav",NA,NA
"sandfjorden_0422021100-c","udefinert","lav","ukjent","lav",NA,NA
"mehamn_havn_0422021200-2-c","god","lav","darlig","lav",75,0
"mehamnsfjorden_0422021200-3-c","udefinert","lav","ukjent","lav",NA,NA
"vevikneset_0422021200-7-c","udefinert","lav","ukjent","lav",NA,NA
"skittenfjorden_0422021300-c","udefinert","lav","ukjent","lav",NA,NA
"sandfjorden_0422021400-c","udefinert","lav","ukjent","lav",NA,NA
"berlevag_ytre_havn_0423000030-10-c","god","lav","darlig","hoy",75,0
"vardnesodden_-_kjolnes_0423000030-11-c","god","middels","darlig","lav",75,0
"berlevag_indre_havn_0423000030-1-c","moderat","lav","darlig","lav",50,0
"vargvikholmen_0423000030-4-c","udefinert","lav","ukjent","lav",NA,NA
"flintodden_0423000030-7-c","god","lav","ukjent","lav",75,NA
"kjolnes_fyr_-_makkaur_0423000031-c","udefinert","lav","ukjent","lav",NA,NA
"makkaur_-_blodskytodden_0423000032-c","udefinert","lav","ukjent","lav",NA,NA
"risfjorden_0423010100-c","udefinert","lav","ukjent","lav",NA,NA
"koifjorden_0423010200-c","moderat","middels","ukjent","lav",50,NA
"tanafjorden-ytre_0423010300-1-c","moderat","middels","ukjent","lav",50,NA
"tanafjorden-indre_0423010300-2-c","god","lav","darlig","lav",75,0
"rafjorden_0423010600-c","udefinert","lav","ukjent","lav",NA,NA
"hopsfjorden_0423010700-c","udefinert","lav","ukjent","lav",NA,NA
"ramsbergvika_0423010800-c","udefinert","lav","ukjent","lav",NA,NA
"ivarsfjorden_0423010900-c","udefinert","lav","ukjent","lav",NA,NA
"store_skogfjorden_0423011000-c","udefinert","lav","ukjent","lav",NA,NA
"lille_skogfjorden_0423011100-c","udefinert","lav","ukjent","lav",NA,NA
"langfjorden_0423011200-c","moderat","middels","ukjent","lav",50,NA
"vestertana_0423011300-c","udefinert","lav","ukjent","lav",NA,NA
"tarmfjorden_0423011400-c","udefinert","lav","ukjent","lav",NA,NA
"smalfjorden_0423011500-c","udefinert","lav","ukjent","lav",NA,NA
"tanaelva_0423011601-c","udefinert","lav","ukjent","lav",NA,NA
"leirpollen_0423011602-c","god","lav","ukjent","lav",75,NA
"tanaelva-ytre_0423011603-c","udefinert","lav","ukjent","lav",NA,NA
"gulgofjorden_0423011700-c","god","middels","god","hoy",75,100
"strommen_0423020101-c","udefinert","lav","ukjent","lav",NA,NA
"kongsfjorden_0423020102-c","god","lav","darlig","lav",75,0
"batsfjorden-ytre_0423020200-10-c","udefinert","lav","ukjent","lav",NA,NA
"batsfjorden-indre_0423020200-5-c","udefinert","middels","god","lav",NA,100
"batsfjord_ytre_havn_0423020200-6-c","god","lav","darlig","middels",75,0
"neptunbukt_-_foma_0423020200-7-c","moderat","middels","darlig","lav",50,0
"neptunbukta_0423020200-8-c","god","lav","darlig","hoy",75,0
"batsfjord_/_deponi_0423020200-9-c","udefinert","lav","ukjent","lav",NA,NA
"syltefjorden_-_nordfjorden_innenfor_molo_0423020300-1-c","god","middels","god","lav",75,100
"syltefjorden_0423020300-4-c","god","middels","god","lav",75,100
"syltefjorden_-_deponi_0423020300-5-c","udefinert","lav","ukjent","lav",NA,NA
"blodskytodden_-_vardo_fyr_0424000030-c","moderat","lav","ukjent","lav",50,NA
"vardo_fyr_-_kibergneset_0424000031-c","udefinert","lav","ukjent","lav",NA,NA
"ostervagen_0424010100-1-c","udefinert","lav","ukjent","lav",NA,NA
"bussesundet_0424010100-2-c","god","lav","darlig","lav",75,0
"reinoysundet_0424010200-c","god","lav","darlig","hoy",75,0
"bugoynes_havn_0424020100-10-c","moderat","lav","ukjent","lav",50,NA
"ekkeroy_yttersida_0424020100-12-c","god","middels","darlig","lav",75,0
"skittenelv_deponi_0424020100-14-c","udefinert","lav","ukjent","lav",NA,NA
"vadso_-_oya_vest_0424020100-15-c","udefinert","lav","ukjent","lav",NA,NA
"varangerfjorden-indre_norsk-finsk_0424020100-19-c","god","middels","ukjent","lav",75,NA
"varangerfjorden-indre_finnmark_0424020100-20-c","god","middels","ukjent","lav",75,NA
"varangerfjorden-ytre_norsk-finsk_0424020100-21-c","moderat","hoy","darlig","hoy",50,0
"varangerfjorden-ytre_finnmark_0424020100-22-c","god","hoy","god","hoy",75,100
"kiberg_0424020100-4-c","god","lav","darlig","lav",75,0
"vadso_havn_ost_0424020100-7-c","udefinert","lav","ukjent","lav",NA,NA
"vadso_havn_0424020200-c","udefinert","lav","darlig","lav",NA,0
"meskfjorden_0424020300-c","god","lav","ukjent","lav",75,NA
"karlebotn/stuorravuonna_0424020400-c","god","lav","ukjent","lav",75,NA
"bugoyfjorden_0424020500-c","god","middels","ukjent","lav",75,NA
"holmengrafjorden_0424020600-c","god","lav","ukjent","lav",75,NA
"jarfjorden_0424020700-c","god","lav","ukjent","lav",75,NA
"kobbholmfjorden_0424020800-c","god","lav","ukjent","lav",75,NA
"kjofjorden-ytre_0424030100-c","god","middels","god","lav",75,100
"kjofjorden-indre_0424030200-c","god","lav","ukjent","lav",75,NA
"neidenfjorden_0424030300-c","god","lav","ukjent","lav",75,NA
"korsfjorden_0424030400-c","god","middels","ukjent","lav",75,NA
"solferbotn_0424030500-2-c","moderat","lav","ukjent","lav",50,NA
"bokfjorden-ytre_0424030500-3-c","moderat","middels","darlig","lav",50,0
"bokfjorden-midtre_0424030500-5-c","god","middels","darlig","lav",75,0
"langfjorden-indre_0424030601-c","god","lav","ukjent","lav",75,NA
"langfjorden-ytre_0424030602-c","god","middels","darlig","lav",75,0
"bokfjorden-indre_0424030700-1-c","god","lav","ukjent","lav",75,NA
"prestoya_industriomrade_0424030700-2-c","god","lav","ukjent","lav",75,NA
