"municip_name","municip_number","water_entity_id","vannregion","vannomrade","vassdragomrade","area_m2"
"Bø",1867,"Førepollen_0365000030-2-C","Nordland","Vesterålen","185",2796383.21323312
"Brønnøy",1813,"Kattsundet_0360020900-1-C","Nordland","Bindalsfjorden-Velfjorden","146",792206.533932592
"Hadsel",1866,"Grunnfjorden_0364050302-C","Nordland","Lofoten","179",4428008.13004396
"Lurøy",1834,"Kvarøyfjorden-indre_0362020500-5-C","Nordland","Rødøy - Lurøy","158",15151855.59212
"Ibestad",1917,"Bygda_0401021300-C","Troms","Harstad - Salangen","192",39058827.0941105
"Steigen",1848,"Skagstadsundet_0364011400-C","Nordland","Nord-Salten","169",25580233.5820099
"Lenvik",1931,"Stønnesbotnen-indre_0402010401-C","Troms","Senja","194",10900646.1286363
"Sørfold",1845,"Leirfjorden_0363031100-C","Nordland","Nord-Salten","167",23644074.777522
"Berg",1929,"Steinfjorden_0401011500-C","Troms","Senja","195",4110999.98065169
"Berg",1929,"Bergsbotn i Bergsfjorden_0401011300-C","Troms","Senja","195",13111586.4427406
"Tromsø",1902,"Tromsøysundet-nord_0402020900-3-C","Troms","Balsfjord - Karlsøy","197",18630797.666543
"Vestvågøy",1860,"Limstrandpollen_0363042103-C","Nordland","Lofoten","180",4330065.45659633
"Sortland",1870,"Blokken_0365010601-3-C","Nordland","Vesterålen","178",445366.376889883
"Rødøy",1836,"Hopen_0362030700-1-C","Nordland","Rødøy - Lurøy","159",879346.361029974
"Sømna",1812,"Ursfjorden-ytre_0360011400-1-C","Nordland","Bindalsfjorden-Velfjorden","145",23546115.9363555
"Bindal",1811,"Ursfjorden-ytre_0360011400-1-C","Nordland","Bindalsfjorden-Velfjorden","145",10426277.6802739
"Hammerfest",2004,"Skippernesfjorden_0420021500-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",3787391.4857837
"Steigen",1848,"Folda_0363030500-C","Nordland","Nord-Salten","168",56496872.5285313
"Bodø",1804,"Folda_0363030500-C","Nordland","Nord-Salten","168",51206791.023345
"Sørfold",1845,"Folda_0363030500-C","Nordland","Nord-Salten","168",3640837.4927845
"Vestvågøy",1860,"Ballstad_0363000030-3-C","Nordland","Lofoten","180",703711.050633877
"Lyngen",1938,"Nordlenangen - Straumen_0403020900-C","Troms","Balsfjord - Karlsøy","203",8243516.80198047
"Meløy",1837,"Meløyvær_0362040100-C","Nordland","Sør-Salten","160",84874734.5906397
"Rødøy",1836,"Meløyvær_0362040100-C","Nordland","Sør-Salten","160",35439481.1344362
"Lenvik",1931,"Målselvfjorden_0402010700-C","Troms","Bardu - Målselv","196",4773026.60597774
"Målselv",1924,"Målselvfjorden_0402010700-C","Troms","Bardu - Målselv","196",14500934.0459473
"Gildeskål",1838,"Holmsundfjorden_0363010800-3-C","Nordland","Sør-Salten","161",13622762.3989401
"Gildeskål",1838,"Fugløyvær_0363010100-C","Nordland","Sør-Salten","160",161995480.254408
"Meløy",1837,"Fugløyvær_0363010100-C","Nordland","Sør-Salten","160",56078529.7358901
"Hammerfest",2004,"Bårdfjorden_0420020900-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","215",6264748.6925793
"Vågan",1865,"Leirosen_0364050600-C","Nordland","Lofoten","179",1443814.22461427
"Værøy",1857,"Værøy-ytre_0363050600-C","Nordland","Lofoten","182",52488429.1210844
"Lyngen",1938,"Fugløyfjorden_0403020100-C","Troms","Balsfjord - Karlsøy","202",71712786.9891136
"Karlsøy",1936,"Fugløyfjorden_0403020100-C","Troms","Balsfjord - Karlsøy","202",465112251.182334
"Skjervøy",1941,"Fugløyfjorden_0403020100-C","Troms","Balsfjord - Karlsøy","202",99183376.8230508
"Bindal",1811,"Sørfjorden-midtre_0360010700-2-C","Nordland","Bindalsfjorden-Velfjorden","144",2593028.49951791
"Brønnøy",1813,"Trongnessundet_0360020800-C","Nordland","Bindalsfjorden-Velfjorden","146",386090.010991243
"Bodø",1804,"Vestervågen_0363000030-5-C","Nordland","Skjerstadfjorden","165",608990.527985089
"Tysfjord",1850,"Sildpollen_0364021000-C","Nordland","Ofotfjorden","171",1111896.67497304
"Steigen",1848,"Revsfjorden_0363030602-1-C","Nordland","Nord-Salten","167",439811.426154876
"Sørfold",1845,"Revsfjorden_0363030602-1-C","Nordland","Nord-Salten","167",8854237.0144765
"Hemnes",1832,"Røssåen_0362010900-C","Nordland","Ranfjorden","155",4845765.75280254
"Kvænangen",1943,"Badderfjorden_0403040103-C","Troms","Nordreisa - Kvænangen","209",76240078.4399453
"Dønna",1827,"Kverva_0361050700-C","Nordland","Vefsnfjorden - Leirfjorden","154",20993685.8102198
"Hadsel",1866,"Lonkanfjorden-indre_0365010501-C","Nordland","Ofotfjorden","178",2647773.04343574
"Brønnøy",1813,"Langfjorden-indre_0361020500-1-C","Nordland","Bindalsfjorden-Velfjorden","148",2553758.50065273
"Øksnes",1868,"Myre havn_0365030100-2-C","Nordland","Vesterålen","185",743694.198832188
"Ballangen",1854,"Efjorden-indre_0364021202-7-C","Nordland","Ofotfjorden","172",3774013.38980881
"Karlsøy",1936,"Burøysundet_0403020200-C","Troms","Balsfjord - Karlsøy","202",7626187.63740111
"Fauske",1841,"Valnesfjordvatnet_0363021101-C","Nordland","Skjerstadfjorden","164",8262047.40715672
"Vevelstad",1816,"Anddalsvågen_0361020100-1-C","Nordland","Bindalsfjorden-Velfjorden","148",406697.357241125
"Brønnøy",1813,"Tverrøya_0360020400-1-C","Nordland","Bindalsfjorden-Velfjorden","146",2317922.5692018
"Bodø",1804,"Fjellvika_0363020200-2-C","Nordland","Skjerstadfjorden","162",8887188.70449547
"Tromsø",1902,"Indre Kaldfjord_0402020401-1-C","Troms","Balsfjord - Karlsøy","197",2192729.54458822
"Lødingen",1851,"Innerfjorden_0364050101-C","Nordland","Ofotfjorden","178",6910606.07958409
"Meløy",1837,"Bogen_0362040700-2-C","Nordland","Sør-Salten","159",2431666.81579276
"Bindal",1811,"Bindalsfjorden_0360010600-1-C","Nordland","Bindalsfjorden-Velfjorden","145",31808726.0063653
"Vågan",1865,"Olderfjorden-ytre_0363041800-2-C","Nordland","Lofoten","179",1248236.23128355
"Loppa",2014,"Frakkfjorden_0420010100-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",18255977.6957139
"Brønnøy",1813,"Lislfjorden_0361020800-1-C","Nordland","Bindalsfjorden-Velfjorden","148",1094424.25469382
"Øksnes",1868,"Alsvågen_0365011100-5-C","Nordland","Vesterålen","185",585724.394194325
"Hammerfest",2004,"Slettnes_0420021700-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",2828927.74088125
"Sømna",1812,"Nordbotnet_0360020200-C","Nordland","Bindalsfjorden-Velfjorden","146",1308740.93597617
"Brønnøy",1813,"Nordbotnet_0360020200-C","Nordland","Bindalsfjorden-Velfjorden","146",831071.491777428
"Kvænangen",1943,"Kvænangsbotnen_0403040101-C","Troms","Nordreisa - Kvænangen","209",13813515.9167558
"Vestvågøy",1860,"Flaget_0363041300-C","Nordland","Lofoten","180",2720477.93068408
"Bodø",1804,"Bodø Havn_0363011200-2-C","Nordland","Skjerstadfjorden","165",1024807.76302719
"Tysfjord",1850,"Indre Tysfjorden_0364020603-C","Nordland","Ofotfjorden","171",23021002.1344521
"Karlsøy",1936,"Langsundet_0403010900-C","Troms","Balsfjord - Karlsøy","200",39896641.93157
"Måsøy",2018,"Mafjorden_0421011000-C","Finnmark","Måsøy og Magerøya","219",4682194.90092774
"Vega",1815,"Vågøyfjorden_0361010200-C","Nordland","Bindalsfjorden-Velfjorden","147",7888515.57746266
"Flakstad",1859,"Torsfjorden-indre_0363040700-2-C","Nordland","Lofoten","181",671624.458484689
"Tjeldsund",1852,"Kjerfjorden_0364040400-C","Nordland","Ofotfjorden","176",2036419.45715059
"Hammerfest",2004,"Akkarfjorden_0420021400-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",4367118.07230712
"Vega",1815,"Skipbåtsværfjorden_0361050900-C","Nordland","Vefsnfjorden - Leirfjorden","154",8318987.53688589
"Dønna",1827,"Skipbåtsværfjorden_0361050900-C","Nordland","Vefsnfjorden - Leirfjorden","154",67503537.4779237
"Herøy",1818,"Skipbåtsværfjorden_0361050900-C","Nordland","Vefsnfjorden - Leirfjorden","154",268814634.803734
"Tromsø",1902,"Vengsøyfjorden_0402020300-C","Troms","Balsfjord - Karlsøy","197",40328209.1017315
"Alstahaug",1820,"Sandnessjøen havn_0361040700-2-C","Nordland","Vefsnfjorden - Leirfjorden","150",193664.868345605
"Steigen",1848,"Skjettenfjorden_0364010300-C","Nordland","Nord-Salten","169",34307920.2927181
"Hamarøy",1849,"Skjettenfjorden_0364010300-C","Nordland","Nord-Salten","169",8154322.1946317
"Lurøy",1834,"Kvina_0362020500-4-C","Nordland","Rødøy - Lurøy","157",6815158.89884724
"Berlevåg",2024,"Kongsfjorden_0423020102-C","Finnmark","Varangerhalvøya","236",90177484.6067241
"Brønnøy",1813,"Heggefjorden_0361020400-C","Nordland","Bindalsfjorden-Velfjorden","148",3317552.76007777
"Flakstad",1859,"Skjelfjorden-ytre_0363040802-C","Nordland","Lofoten","181",6425879.00244634
"Tjeldsund",1852,"Tjeldsundet-indre_0364040300-2-C","Nordland","Ofotfjorden","177",6347394.98354963
"Ballangen",1854,"Storpollen_0364000030-7-C","Nordland","Ofotfjorden","172",1239791.9999708
"Steigen",1848,"Stavfjorden_0363031500-C","Nordland","Nord-Salten","168",8467201.58580076
"Hasvik",2015,"Hasfjorden_0420022600-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",7345866.36668996
"Lurøy",1834,"Stigfjorden_0362020300-C","Nordland","Rødøy - Lurøy","158",59441988.9851146
"Sørfold",1845,"Botnfjorden_0363031201-C","Nordland","Nord-Salten","167",1290323.86496986
"Steigen",1848,"Sagfjorden_0364010600-C","Nordland","Nord-Salten","170",24024052.1876544
"Hamarøy",1849,"Sagfjorden_0364010600-C","Nordland","Nord-Salten","170",64861506.2290993
"Ballangen",1854,"Teppkilen_0364021202-5-C","Nordland","Ofotfjorden","172",1727176.27300897
"Moskenes",1874,"Forsfjorden_0363040300-C","Nordland","Lofoten","181",702511.683984337
"Tromsø",1902,"Kaldfjorden-ytre_0402020402-C","Troms","Balsfjord - Karlsøy","197",38269676.842828
"Ballangen",1854,"Sørstraumen-vest_0364021202-10-C","Nordland","Ofotfjorden","172",581162.02028558
"Kåfjord",1940,"Kåfjorden-ytre_0403030502-C","Troms","Lyngen - Skjervøy","206",32752147.6678507
"Gildeskål",1838,"Stavsundet_0363010500-C","Nordland","Sør-Salten","160",1661377.20546279
"Nordkapp",2019,"Strandbukta_0422010400-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","222",12592004.9789672
"Hasvik",2015,"Sørfjorden_0420020400-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","214",3273305.71337772
"Leirfjord",1822,"Vefsnfjorden-midtre_0361040102-1-C","Nordland","Vefsnfjorden - Leirfjorden","150",4605773.60647576
"Vefsn",1824,"Vefsnfjorden-midtre_0361040102-1-C","Nordland","Vefsnfjorden - Leirfjorden","150",3071578.48530287
"Lødingen",1851,"Hestfjorden_0364000030-9-C","Nordland","Ofotfjorden","177",3062900.76067693
"Loppa",2014,"Langfjorden_0420010300-C","Finnmark","Alta, Kautokeino, Loppa og Stjernøya","211",19503308.9777403
"Alstahaug",1820,"Hamnesleia_0361031000-C","Nordland","Vefsnfjorden - Leirfjorden","150",15215737.5986605
"Sørfold",1845,"Sjunkfjorden-ytre_0363030900-2-C","Nordland","Nord-Salten","166",13268080.1236018
"Narvik",1805,"Rombaken_0364030501-2-C","Nordland","Ofotfjorden","174",6008429.74370681
"Tromsø",1902,"Kjosen_0403020700-C","Troms","Balsfjord - Karlsøy","203",8048756.24009603
"Lyngen",1938,"Kjosen_0403020700-C","Troms","Balsfjord - Karlsøy","203",6667718.40950268
"Måsøy",2018,"Revsbotn-ytre_0421010100-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",278200133.317114
"Kvalsund",2017,"Revsbotn-ytre_0421010100-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",25786910.6952448
"Hammerfest",2004,"Revsbotn-ytre_0421010100-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",412132233.778122
"Vevelstad",1816,"Visten-midtre_0361030202-4-C","Nordland","Vefsnfjorden - Leirfjorden","149",7290622.97304407
"Bodø",1804,"Karlsøyfjorden-søndre_0363030100-1-C","Nordland","Skjerstadfjorden","165",69997693.2909939
"Alstahaug",1820,"Tjøtta_0361030900-C","Nordland","Vefsnfjorden - Leirfjorden","150",5199221.14233673
"Sørfold",1845,"Sørfolda-indre_0363030601-C","Nordland","Nord-Salten","166",30115726.9094525
"Dønna",1827,"Lundstøa_0361050600-C","Nordland","Vefsnfjorden - Leirfjorden","154",721335.187284416
"Nordkapp",2019,"Porsangerfjorden-ytre_0422010100-2-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","226",417544521.140462
"Tromsø",1902,"Kattfjorden_0402011300-C","Troms","Balsfjord - Karlsøy","197",21661591.6763344
"Bindal",1811,"Reppsundet_0360010600-2-C","Nordland","Bindalsfjorden-Velfjorden","144",8324463.32762472
"Lenvik",1931,"Lysbotn_0401030202-C","Troms","Senja","194",7214890.36107216
"Tromsø",1902,"Håjafjorden - Fugløysveet_0402000031-C","Troms","Balsfjord - Karlsøy","197",321584736.594815
"Karlsøy",1936,"Håjafjorden - Fugløysveet_0402000031-C","Troms","Balsfjord - Karlsøy","197",39484419.5142605
"Evenes",1853,"Bogen - Øysundet_0364030700-1-C","Nordland","Ofotfjorden","175",8212263.85648132
"Karlsøy",1936,"Kvaløysundet_0403010400-C","Troms","Balsfjord - Karlsøy","201",56573785.6840581
"Meløy",1837,"Støttafjorden - Gåsværfjorden_0362041100-C","Nordland","Sør-Salten","160",67323783.5698315
"Vågan",1865,"Svolvær_0364000030-3-C","Nordland","Lofoten","179",816025.323980277
"Bindal",1811,"Skotnesfjorden_0360011200-1-C","Nordland","Bindalsfjorden-Velfjorden","145",15431743.6638173
"Lebesby",2022,"Kjøllefjorden_0422020900-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",21564886.9998992
"Lenvik",1931,"Baltsfjorden_0402010200-C","Troms","Senja","194",25115772.6350724
"Lenvik",1931,"Lysbotnvannet_0401030201-C","Troms","Senja","194",114860.024246998
"Torsken",1928,"Gryllefjorden_0401011100-C","Troms","Senja","195",4883625.64432879
"Vestvågøy",1860,"Sortlandsvika_0363042700-2-C","Nordland","Lofoten","180",2264723.70044408
"Hammerfest",2004,"Kvalfjorden_0421010300-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","217",3242940.47331588
"Vestvågøy",1860,"Innerpollen_0363042601-C","Nordland","Lofoten","180",4328883.04914878
"Kvæfjord",1911,"Austerfjorden_0401010402-C","Troms","Harstad - Salangen","177",5615058.96986473
"Leirfjord",1822,"Sundet_0361040200-C","Nordland","Vefsnfjorden - Leirfjorden","150",8866525.48774912
"Vågan",1865,"Vikspollen_0363042000-2-C","Nordland","Lofoten","179",1482466.21196827
"Karlsøy",1936,"Skipsfjorden_0403020300-C","Troms","Balsfjord - Karlsøy","202",15837506.7036875
"Sørfold",1845,"Tørrfjorden_0363031000-3-C","Nordland","Nord-Salten","166",2460891.68424109
"Vardø",2002,"Reinøysundet_0424010200-C","Finnmark","Varangerhalvøya","238",5217608.89926218
"Kvæfjord",1911,"Kasfjorden_0401010600-C","Troms","Harstad - Salangen","177",521078.143580377
"Salangen",1923,"Sagfjorden-ytre_0401021102-C","Troms","Harstad - Salangen","191",1741325.13825665
"Moskenes",1874,"Tindsvågen_0363000030-1-C","Nordland","Lofoten","181",553920.233035308
"Ballangen",1854,"Leirpollen_0364021202-9-C","Nordland","Ofotfjorden","172",1043691.97922494
"Berg",1929,"Straumsbotn_0401011201-C","Troms","Senja","195",6537542.37998885
"Rana",1833,"Ranfjorden - Sandnes_0362010500-2-C","Nordland","Ranfjorden","157",12844183.7343499
"Leirfjord",1822,"Ranfjorden - Sandnes_0362010500-2-C","Nordland","Ranfjorden","157",3851116.94812301
"Hemnes",1832,"Ranfjorden - Sandnes_0362010500-2-C","Nordland","Ranfjorden","157",7610716.69485524
"Måsøy",2018,"Valfjorden_0421010800-C","Finnmark","Måsøy og Magerøya","219",3128425.07140386
"Meløy",1837,"Arhaugfjorden_0362040400-1-C","Nordland","Sør-Salten","159",6750672.94084692
"Narvik",1805,"Ofotfjorden_0364030100-2-C","Nordland","Ofotfjorden","173",79930300.3026357
"Tjeldsund",1852,"Ofotfjorden_0364030100-2-C","Nordland","Ofotfjorden","173",32307775.0816134
"Evenes",1853,"Ofotfjorden_0364030100-2-C","Nordland","Ofotfjorden","173",111489823.670555
"Ballangen",1854,"Ofotfjorden_0364030100-2-C","Nordland","Ofotfjorden","173",89983512.4912476
"Vestvågøy",1860,"Alstadpollen_0363042102-C","Nordland","Lofoten","180",1086999.93237445
"Tromsø",1902,"Straumsfjorden_0402011100-C","Troms","Balsfjord - Karlsøy","198",34070011.2935416
"Balsfjord",1933,"Straumsfjorden_0402011100-C","Troms","Balsfjord - Karlsøy","198",2688548.3862682
"Sortland",1870,"Djupfjorden_0365010700-C","Nordland","Vesterålen","178",1774720.23215693
"Tysfjord",1850,"Ytterpollen_0364020602-C","Nordland","Ofotfjorden","171",1170540.16542091
"Bodø",1804,"Mistfjorden_0363030200-C","Nordland","Skjerstadfjorden","165",22012675.0409606
"Porsanger",2020,"Roddenjargsjøen_0422010703-C","Finnmark","Lakselvvassdraget og Porsangerfjorden","225",261778080.855805
"Steigen",1848,"Balkjosen_0363031800-C","Nordland","Nord-Salten","168",9199630.64988617
"Øksnes",1868,"Teistpollen_0365030500-1-C","Nordland","Vesterålen","185",328599.203392851
"Brønnøy",1813,"Skutstøa_0360021000-C","Nordland","Bindalsfjorden-Velfjorden","146",1765420.53236081
"Meløy",1837,"Eidet_0362040900-C","Nordland","Sør-Salten","160",6180295.09365908
"Steigen",1848,"Brattfjorden-indre_0363031300-1-C","Nordland","Nord-Salten","168",2639835.22193865
"Ballangen",1854,"Langvågpollen_0364021202-4-C","Nordland","Ofotfjorden","172",1082877.47422468
"Øksnes",1868,"Strengelvåg_0365011100-2-C","Nordland","Vesterålen","185",19550235.9902289
"Tysfjord",1850,"Sørfjorden_0364020601-C","Nordland","Ofotfjorden","171",2049922.9845005
"Tysfjord",1850,"Fuglfjorden_0364020800-2-C","Nordland","Ofotfjorden","171",2807241.762632
"Moskenes",1874,"Bunesfjorden_0363040400-C","Nordland","Lofoten","181",568406.195235644
"Steigen",1848,"Økssundet_0364011300-C","Nordland","Nord-Salten","170",12799159.9192471
"Hamarøy",1849,"Økssundet_0364011300-C","Nordland","Nord-Salten","170",16869372.8823018
"Hadsel",1866,"Kvalsøybugen_0365020100-1-C","Nordland","Vesterålen","185",363856.340941467
"Steigen",1848,"Botnfjorden_0363032000-C","Nordland","Nord-Salten","169",6003125.70045521
"Vestvågøy",1860,"Steiropollen_0363042101-C","Nordland","Lofoten","180",2851766.98493184
"Vågan",1865,"Sydalspollen_0363041900-1-C","Nordland","Lofoten","179",1343908.42131974
"Steigen",1848,"Straumfjordvatnet_0364010701-C","Nordland","Nord-Salten","170",3716148.68991081
"Fauske",1841,"Fauskevika_0363020900-C","Nordland","Skjerstadfjorden","164",9653279.89217818
"Tysfjord",1850,"Grunnfjorden-ytre_0364020400-2-C","Nordland","Ofotfjorden","171",6849571.23743578
"Vevelstad",1816,"Mindværfjorden_0361030300-C","Nordland","Vefsnfjorden - Leirfjorden","149",16960098.7219251
"Alstahaug",1820,"Mindværfjorden_0361030300-C","Nordland","Vefsnfjorden - Leirfjorden","149",20080010.1929106
"Lebesby",2022,"Eidsfjorden_0422020700-C","Finnmark","Laksefjorden/Norkinnhalvøya","230",13924383.1810272
"Sørfold",1845,"Nordfjorden_0363031000-1-C","Nordland","Nord-Salten","166",944066.846927464
"Vågan",1865,"Jenndalspollen_0363042000-4-C","Nordland","Lofoten","179",517025.703438201
"Ballangen",1854,"Forsahavet_0364021201-3-C","Nordland","Ofotfjorden","172",18053776.5123189
"Tromsø",1902,"Sessøyfjorden_0402020200-C","Troms","Balsfjord - Karlsøy","197",30918392.4283074
"Bodø",1804,"Landegodefjorden_0363011200-1-C","Nordland","Skjerstadfjorden","165",247633820.105848
"Lødingen",1851,"Fiskefjorden_0364040300-1-C","Nordland","Ofotfjorden","177",417655.89438897
"Tjeldsund",1852,"Fiskefjorden_0364040300-1-C","Nordland","Ofotfjorden","177",2108220.31318631
"Tromsø",1902,"Malangen-indre_0402010300-1-C","Troms","Balsfjord - Karlsøy","197",52823388.3670066
"Balsfjord",1933,"Malangen-indre_0402010300-1-C","Troms","Balsfjord - Karlsøy","197",15826055.0555403
"Lenvik",1931,"Malangen-indre_0402010300-1-C","Troms","Balsfjord - Karlsøy","197",66640513.9496646
"Rødøy",1836,"Værangen-ytre_0362030200-C","Nordland","Rødøy - Lurøy","159",57787100.6397543
"Ballangen",1854,"Vallebukta-vest_0364021202-1-C","Nordland","Ofotfjorden","172",791313.220931326
"Nordkapp",2019,"Nordvågen_0422010200-C","Finnmark","Måsøy og Magerøya","221",598316.921165725
"Moskenes",1874,"Reine Havn_0363040200-1-C","Nordland","Lofoten","181",1083889.81317407
"Hammerfest",2004,"Finnfjorden_0420040800-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",7986636.24160641
"Hammerfest",2004,"Hammerfest Havn_0420021300-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","217",2130552.94957392
"Vågan",1865,"Vestpollen_0364050402-C","Nordland","Lofoten","179",531180.749737948
"Lebesby",2022,"Sandfjorden_0422021100-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",3264694.1693568
"Brønnøy",1813,"Sørfjorden_0361020200-C","Nordland","Bindalsfjorden-Velfjorden","148",8622881.14589099
"Hasvik",2015,"Hasvik_0420022700-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",1577757.61371351
"Skjervøy",1941,"Kjølmangen_0403030800-C","Troms","Lyngen - Skjervøy","206",33151180.47701
"Gamvik",2023,"Sandfjorden_0422021400-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",7089880.61605959
"Steigen",1848,"Skotsfjorden-indre_0363032300-1-C","Nordland","Nord-Salten","169",6559924.44414329
"Vevelstad",1816,"Strandbukta_0361030202-1-C","Nordland","Vefsnfjorden - Leirfjorden","149",988077.536129009
"Øksnes",1868,"Kjøravalen_0365011100-3-C","Nordland","Vesterålen","185",972976.475476339
"Rødøy",1836,"Tjongsfjorden-indre_0362030700-3-C","Nordland","Rødøy - Lurøy","159",5959847.81721512
"Vega",1815,"Lisøråsa_0361010500-C","Nordland","Bindalsfjorden-Velfjorden","147",138727474.306309
"Herøy",1818,"Lisøråsa_0361010500-C","Nordland","Bindalsfjorden-Velfjorden","147",4989830.11650351
"Alstahaug",1820,"Lisøråsa_0361010500-C","Nordland","Bindalsfjorden-Velfjorden","147",102224639.978052
"Bindal",1811,"Øyfjorden_0360010600-4-C","Nordland","Bindalsfjorden-Velfjorden","144",15566191.7607472
"Øksnes",1868,"Ånnfjorden_0365030500-2-C","Nordland","Vesterålen","185",2609993.46973721
"Steigen",1848,"Holmåkfjorden_0364010400-C","Nordland","Nord-Salten","169",5040476.0420289
"Rødøy",1836,"Skjåvika_0362030602-1-C","Nordland","Rødøy - Lurøy","159",1160536.28447451
"Lebesby",2022,"Bekkarfjorden_0422020500-C","Finnmark","Laksefjorden/Norkinnhalvøya","230",18976744.8494068
"Hammerfest",2004,"Hamnefjorden_0420021800-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",4175076.21664202
"Hammerfest",2004,"Husfjorden_0420021900-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",6815309.57236926
"Kvænangen",1943,"Olderfjorden_0403040900-C","Troms","Nordreisa - Kvænangen","210",5576294.61217004
"Hammerfest",2004,"Eidvågen_0420021201-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","215",1875184.43373905
"Hasvik",2015,"Kipparfjorden_0420022400-C","Finnmark","Sørøya/Seiland/Kvaløya med innland","216",6014952.41278286
"Sortland",1870,"Sortlandsundet-sør-indre_0365010601-2-C","Nordland","Vesterålen","178",3017042.56257231
"Vågan",1865,"Valastrandvågen_0364000030-5-C","Nordland","Ofotfjorden","178",533155.542487508
"Brønnøy",1813,"Syltrevågen_0360020400-5-C","Nordland","Bindalsfjorden-Velfjorden","146",242579.312194287
"Brønnøy",1813,"Tosen-ytre_0360011100-1-C","Nordland","Bindalsfjorden-Velfjorden","144",908681.888792165
"Bindal",1811,"Tosen-ytre_0360011100-1-C","Nordland","Bindalsfjorden-Velfjorden","144",28002736.2361002
"Vågan",1865,"Hopspollen_0364050801-C","Nordland","Lofoten","179",341924.012341795
"Nesna",1828,"Skogsleira_0362011400-1-C","Nordland","Ranfjorden","157",2470311.65529593
"Vågan",1865,"Nordpollen_0363042300-1-C","Nordland","Lofoten","179",988109.265725271
"Nordkapp",2019,"Vassfjorden_0421031300-C","Finnmark","Måsøy og Magerøya","221",17060783.7992529
"Bodø",1804,"Misværfjorden-indre_0363020600-2-C","Nordland","Skjerstadfjorden","162",14482008.927394
"Bø",1867,"Jørnfjorden-ytre_0365020902-2-C","Nordland","Vesterålen","185",5342123.27707277
"Bodø",1804,"Indre Sundan_0363020400-C","Nordland","Skjerstadfjorden","162",1432201.03921606
"Hamarøy",1849,"Skipvågen_0364010800-4-C","Nordland","Nord-Salten","170",323455.147642277
"Bø",1867,"Hellfjorden-indre_0365020801-2-C","Nordland","Vesterålen","185",1581424.36989404
"Sortland",1870,"Hellfjorden-indre_0365020801-2-C","Nordland","Vesterålen","185",900652.515243393
"Måsøy",2018,"Fruholmen fyr - Hjelmsøya_0421000031-C","Finnmark","Måsøy og Magerøya","219",135301343.683306
"Måsøy",2018,"Ryggefjorden_0421030700-C","Finnmark","Måsøy og Magerøya","220",25695799.1104482
"Bindal",1811,"Hovøysundet_0360011300-2-C","Nordland","Bindalsfjorden-Velfjorden","145",4931126.37357854
"Gildeskål",1838,"Sørfjorden-indre_0363010600-1-C","Nordland","Sør-Salten","160",4420437.85579905
"Hadsel",1866,"Morfjorden-ytre_0365010102-C","Nordland","Lofoten","179",1594772.29996293
"Brønnøy",1813,"Toftsundet_0360020900-2-C","Nordland","Bindalsfjorden-Velfjorden","146",1206707.049374
"Gamvik",2023,"Risfjorden_0423010100-C","Finnmark","Laksefjorden/Norkinnhalvøya","231",1915365.00506647
"Sortland",1870,"Sigerfjorden_0365010800-2-C","Nordland","Vesterålen","178",7263077.09257553
"Vestvågøy",1860,"Buksnesfjorden-indre_0363041200-1-C","Nordland","Lofoten","180",2534840.70013912
"Vestvågøy",1860,"Storfjordpollen_0363041401-C","Nordland","Lofoten","180",854454.899479964
"Røst",1856,"Røst-ytre_0363050800-C","Nordland","Lofoten","183",102732017.249021
"Hamarøy",1849,"Presteidvika_0364011800-C","Nordland","Nord-Salten","170",25570736.1982983
"Hamarøy",1849,"Karlsøybotnen_0364010900-C","Nordland","Nord-Salten","170",3042995.52492631
"Måsøy",2018,"Tufjorden_0421010900-C","Finnmark","Måsøy og Magerøya","219",1012619.26368325
"Hadsel",1866,"Sløverfjorden_0365010201-3-C","Nordland","Lofoten","179",5445045.23026807
"Måsøy",2018,"Russehamn_0421021100-C","Finnmark","Måsøy og Magerøya","219",2758243.81532801
"Sømna",1812,"Storvika_0360011500-1-C","Nordland","Bindalsfjorden-Velfjorden","145",2142090.15055319
"Vestvågøy",1860,"Skifjorden-ytre_0363041500-5-C","Nordland","Lofoten","180",14956784.4453396
