"","Year","Municip_number","Municip_name_new","fihs_score"
"1",1994,1804,"Bodo",99.8884607815738
"2",1994,1805,"Narvik",99.9769671518463
"3",1994,1811,"Bindal",84.8633113484066
"4",1994,1812,"Somna",97.7397790151124
"5",1994,1813,"Bronnoy",96.0892022532472
"6",1994,1815,"Vega",91.7715859871906
"7",1994,1816,"Vevelstad",95.838578851885
"8",1994,1818,"Heroy",92.2730054792843
"9",1994,1820,"Alstahaug",97.2231864957221
"10",1994,1822,"Leirfjord",87.1547132419805
"11",1994,1824,"Vefsn",80.4222379585541
"12",1994,1827,"Donna",91.8826138228541
"13",1994,1828,"Nesna",89.0379872295383
"14",1994,1832,"Hemnes",96.6836339757644
"15",1994,1833,"Rana",72.1698616096924
"16",1994,1834,"Luroy",92.4440160576221
"17",1994,1835,"Traena",94.727545986352
"18",1994,1836,"Rodoy",93.3742079156083
"19",1994,1837,"Meloy",94.4693013702003
"20",1994,1838,"Gildeskal",84.9228169925185
"21",1994,1840,"Saltdal",98.8255588652294
"22",1994,1841,"Fauske",69.7501641453004
"23",1994,1842,"Bodo",89.6686268488139
"24",1994,1845,"Sorfold",84.3338607796551
"25",1994,1848,"Steigen",96.3712965816341
"26",1994,1849,"Hamaroy",100
"27",1994,1850,"Tysfjord",98.8709782079688
"28",1994,1851,"Lodingen",96.6296817658066
"29",1994,1852,"Tjeldsund",100
"30",1994,1853,"Evenes",99.9979239452912
"31",1994,1854,"Ballangen",99.99967827765
"32",1994,1856,"Rost",96.6507647300538
"33",1994,1857,"Vaeroy",97.3048094245377
"34",1994,1859,"Flakstad",97.8868421933456
"35",1994,1860,"Vestvagoy",97.8126511149103
"36",1994,1865,"Vagan",98.8836847180526
"37",1994,1866,"Hadsel",90.034513528246
"38",1994,1867,"Bo",89.6083862185629
"39",1994,1868,"Oksnes",94.3455748323256
"40",1994,1870,"Sortland",99.935349567105
"41",1994,1871,"Andoy",94.7444527571693
"42",1994,1874,"Moskenes",95.9056360029805
"43",1994,1901,"Harstad",83.3501352756348
"44",1994,1902,"Tromso",86.3637943248242
"45",1994,1911,"Kvaefjord",95.6948752370663
"46",1994,1913,"Skanland",100
"47",1994,1915,"Harstad",78.041208492046
"48",1994,1917,"Ibestad",100
"49",1994,1919,"Gratangen",87.4888073592372
"50",1994,1920,"Lavangen",8.16691176470588
"51",1994,1924,"Malselv",100
"52",1994,1926,"Dyroy",92.8487413549349
"53",1994,1927,"Tranoy",95.9097857077687
"54",1994,1928,"Torsken",95.4023958736938
"55",1994,1929,"Berg",97.2147318468273
"56",1994,1931,"Lenvik",94.7979843714671
"57",1994,1933,"Balsfjord",100
"58",1994,1936,"Karlsoy",98.6307963035614
"59",1994,1938,"Lyngen",91.0149625064275
"60",1994,1939,"Storfjord",100
"61",1994,1940,"Kafjord",89.0771770275587
"62",1994,1941,"Skjervoy",96.0886841071006
"63",1994,1942,"Nordreisa",96.0505965916048
"64",1994,1943,"Kvaenangen",87.9069434632717
"65",1994,2002,"Vardo",99.1323088143745
"66",1994,2003,"Vadso",73.1157119916592
"67",1994,2004,"Hammerfest",92.8700353114726
"68",1994,2012,"Alta",99.6765773370765
"69",1994,2014,"Loppa",97.1755494116224
"70",1994,2015,"Hasvik",90.6508049482157
"71",1994,2017,"Kvalsund",98.3474610280874
"72",1994,2018,"Masoy",96.6176025591225
"73",1994,2019,"Nordkapp",96.0364472107186
"74",1994,2020,"Porsanger",99.7472314117045
"75",1994,2022,"Lebesby",97.7760048902962
"76",1994,2023,"Gamvik",99.2804490266387
"77",1994,2024,"Berlevag",95.7897021389565
"78",1994,2025,"Tana",55.337912364609
"79",1994,2027,"Nesseby",100
"80",1994,2028,"Batsfjord",96.8372682617299
"81",1994,2030,"Sor-Varanger",99.4906850680825
"82",1995,1804,"Bodo",99.9042204678092
"83",1995,1805,"Narvik",98.9231846100433
"84",1995,1811,"Bindal",94.9736581979847
"85",1995,1812,"Somna",96.6121163459904
"86",1995,1813,"Bronnoy",93.1590251897616
"87",1995,1815,"Vega",93.9889852641937
"88",1995,1816,"Vevelstad",98.1762627877238
"89",1995,1818,"Heroy",91.2381201212624
"90",1995,1820,"Alstahaug",97.9625732233111
"91",1995,1822,"Leirfjord",97.927154821756
"92",1995,1824,"Vefsn",78.1006276809551
"93",1995,1827,"Donna",93.2407873198908
"94",1995,1828,"Nesna",90.9334968052309
"95",1995,1832,"Hemnes",98.1993579788644
"96",1995,1833,"Rana",73.259453125
"97",1995,1834,"Luroy",91.1076050299179
"98",1995,1835,"Traena",96.8228898247198
"99",1995,1836,"Rodoy",87.7351438733844
"100",1995,1837,"Meloy",93.3513966876742
"101",1995,1838,"Gildeskal",76.8326751322725
"102",1995,1840,"Saltdal",97.7513617564164
"103",1995,1841,"Fauske",81.536353955879
"104",1995,1842,"Bodo",92.363774945229
"105",1995,1845,"Sorfold",94.8780400854353
"106",1995,1848,"Steigen",97.0622557860451
"107",1995,1849,"Hamaroy",100
"108",1995,1850,"Tysfjord",99.1062735946597
"109",1995,1851,"Lodingen",96.3973510157478
"110",1995,1852,"Tjeldsund",99.9939961488799
"111",1995,1853,"Evenes",99.7268358217831
"112",1995,1854,"Ballangen",100
"113",1995,1856,"Rost",95.8319358898853
"114",1995,1857,"Vaeroy",98.4656656720321
"115",1995,1859,"Flakstad",97.3938437896057
"116",1995,1860,"Vestvagoy",96.2122046788371
"117",1995,1865,"Vagan",98.7276420445446
"118",1995,1866,"Hadsel",86.2340244536064
"119",1995,1867,"Bo",95.8468560142243
"120",1995,1868,"Oksnes",96.8523454979469
"121",1995,1870,"Sortland",99.9982243846999
"122",1995,1871,"Andoy",96.7937502688282
"123",1995,1874,"Moskenes",94.6476228742513
"124",1995,1901,"Harstad",90.546414428495
"125",1995,1902,"Tromso",97.1840267374914
"126",1995,1911,"Kvaefjord",95.6683746343907
"127",1995,1915,"Harstad",90.546414428495
"128",1995,1919,"Gratangen",95.8866603648596
"129",1995,1924,"Malselv",100
"130",1995,1926,"Dyroy",95.6576873053041
"131",1995,1927,"Tranoy",88.2814531626371
"132",1995,1928,"Torsken",97.321831705323
"133",1995,1929,"Berg",98.5899493286323
"134",1995,1931,"Lenvik",94.7912212441461
"135",1995,1936,"Karlsoy",96.9069737799961
"136",1995,1938,"Lyngen",97.6387349839098
"137",1995,1939,"Storfjord",100
"138",1995,1940,"Kafjord",96.6516190767471
"139",1995,1941,"Skjervoy",97.4790225978551
"140",1995,1942,"Nordreisa",93.0642387213683
"141",1995,1943,"Kvaenangen",89.6821609830995
"142",1995,2002,"Vardo",99.0404364103257
"143",1995,2003,"Vadso",90.3162498812732
"144",1995,2004,"Hammerfest",98.0786898399779
"145",1995,2012,"Alta",98.7661876807615
"146",1995,2014,"Loppa",93.7561358001911
"147",1995,2015,"Hasvik",95.8978307308115
"148",1995,2017,"Kvalsund",98.3252600477509
"149",1995,2018,"Masoy",97.5175012209103
"150",1995,2019,"Nordkapp",97.1835841900993
"151",1995,2020,"Porsanger",99.1004532719001
"152",1995,2022,"Lebesby",98.5554558190749
"153",1995,2023,"Gamvik",99.2411910522723
"154",1995,2024,"Berlevag",98.2993279698193
"155",1995,2025,"Tana",99.9951391570193
"156",1995,2027,"Nesseby",90.4864842328684
"157",1995,2028,"Batsfjord",97.4661387500824
"158",1995,2030,"Sor-Varanger",99.1551417410463
"159",1996,1804,"Bodo",100
"160",1996,1805,"Narvik",100
"161",1996,1811,"Bindal",100
"162",1996,1812,"Somna",100
"163",1996,1813,"Bronnoy",100
"164",1996,1815,"Vega",100
"165",1996,1816,"Vevelstad",100
"166",1996,1818,"Heroy",100
"167",1996,1820,"Alstahaug",100
"168",1996,1822,"Leirfjord",100
"169",1996,1827,"Donna",100
"170",1996,1828,"Nesna",100
"171",1996,1832,"Hemnes",100
"172",1996,1833,"Rana",100
"173",1996,1834,"Luroy",100
"174",1996,1835,"Traena",100
"175",1996,1836,"Rodoy",100
"176",1996,1837,"Meloy",100
"177",1996,1838,"Gildeskal",100
"178",1996,1840,"Saltdal",100
"179",1996,1841,"Fauske",100
"180",1996,1842,"Bodo",100
"181",1996,1845,"Sorfold",100
"182",1996,1848,"Steigen",100
"183",1996,1849,"Hamaroy",100
"184",1996,1850,"Tysfjord",100
"185",1996,1851,"Lodingen",100
"186",1996,1852,"Tjeldsund",100
"187",1996,1853,"Evenes",100
"188",1996,1854,"Ballangen",100
"189",1996,1856,"Rost",100
"190",1996,1857,"Vaeroy",100
"191",1996,1859,"Flakstad",100
"192",1996,1860,"Vestvagoy",100
"193",1996,1865,"Vagan",100
"194",1996,1866,"Hadsel",100
"195",1996,1867,"Bo",100
"196",1996,1868,"Oksnes",100
"197",1996,1870,"Sortland",100
"198",1996,1871,"Andoy",100
"199",1996,1874,"Moskenes",100
"200",1996,1901,"Harstad",100
"201",1996,1902,"Tromso",100
"202",1996,1911,"Kvaefjord",100
"203",1996,1915,"Harstad",100
"204",1996,1917,"Ibestad",100
"205",1996,1919,"Gratangen",100
"206",1996,1920,"Lavangen",100
"207",1996,1924,"Malselv",100
"208",1996,1925,"Sorreisa",100
"209",1996,1926,"Dyroy",100
"210",1996,1927,"Tranoy",100
"211",1996,1928,"Torsken",100
"212",1996,1929,"Berg",100
"213",1996,1931,"Lenvik",100
"214",1996,1933,"Balsfjord",100
"215",1996,1936,"Karlsoy",100
"216",1996,1938,"Lyngen",100
"217",1996,1939,"Storfjord",100
"218",1996,1940,"Kafjord",100
"219",1996,1941,"Skjervoy",100
"220",1996,1942,"Nordreisa",100
"221",1996,1943,"Kvaenangen",100
"222",1996,2002,"Vardo",100
"223",1996,2003,"Vadso",100
"224",1996,2004,"Hammerfest",100
"225",1996,2012,"Alta",100
"226",1996,2014,"Loppa",100
"227",1996,2015,"Hasvik",100
"228",1996,2017,"Kvalsund",100
"229",1996,2018,"Masoy",100
"230",1996,2019,"Nordkapp",100
"231",1996,2020,"Porsanger",100
"232",1996,2022,"Lebesby",100
"233",1996,2023,"Gamvik",100
"234",1996,2024,"Berlevag",100
"235",1996,2025,"Tana",100
"236",1996,2028,"Batsfjord",100
"237",1996,2030,"Sor-Varanger",100
"238",1997,1804,"Bodo",100
"239",1997,1805,"Narvik",100
"240",1997,1811,"Bindal",100
"241",1997,1812,"Somna",100
"242",1997,1813,"Bronnoy",100
"243",1997,1815,"Vega",100
"244",1997,1816,"Vevelstad",100
"245",1997,1818,"Heroy",100
"246",1997,1820,"Alstahaug",100
"247",1997,1822,"Leirfjord",100
"248",1997,1827,"Donna",100
"249",1997,1828,"Nesna",100
"250",1997,1832,"Hemnes",100
"251",1997,1833,"Rana",100
"252",1997,1834,"Luroy",100
"253",1997,1835,"Traena",100
"254",1997,1836,"Rodoy",100
"255",1997,1837,"Meloy",100
"256",1997,1838,"Gildeskal",100
"257",1997,1840,"Saltdal",100
"258",1997,1841,"Fauske",100
"259",1997,1842,"Bodo",100
"260",1997,1845,"Sorfold",100
"261",1997,1848,"Steigen",100
"262",1997,1849,"Hamaroy",100
"263",1997,1850,"Tysfjord",100
"264",1997,1851,"Lodingen",100
"265",1997,1852,"Tjeldsund",100
"266",1997,1853,"Evenes",100
"267",1997,1854,"Ballangen",100
"268",1997,1856,"Rost",100
"269",1997,1857,"Vaeroy",100
"270",1997,1859,"Flakstad",100
"271",1997,1860,"Vestvagoy",100
"272",1997,1865,"Vagan",100
"273",1997,1866,"Hadsel",100
"274",1997,1867,"Bo",100
"275",1997,1868,"Oksnes",100
"276",1997,1870,"Sortland",100
"277",1997,1871,"Andoy",100
"278",1997,1874,"Moskenes",100
"279",1997,1901,"Harstad",100
"280",1997,1902,"Tromso",100
"281",1997,1911,"Kvaefjord",100
"282",1997,1915,"Harstad",100
"283",1997,1919,"Gratangen",100
"284",1997,1920,"Lavangen",100
"285",1997,1924,"Malselv",100
"286",1997,1925,"Sorreisa",100
"287",1997,1926,"Dyroy",100
"288",1997,1927,"Tranoy",100
"289",1997,1928,"Torsken",100
"290",1997,1929,"Berg",100
"291",1997,1931,"Lenvik",100
"292",1997,1933,"Balsfjord",100
"293",1997,1936,"Karlsoy",100
"294",1997,1938,"Lyngen",100
"295",1997,1939,"Storfjord",100
"296",1997,1940,"Kafjord",100
"297",1997,1941,"Skjervoy",100
"298",1997,1942,"Nordreisa",100
"299",1997,1943,"Kvaenangen",100
"300",1997,2002,"Vardo",100
"301",1997,2003,"Vadso",100
"302",1997,2004,"Hammerfest",100
"303",1997,2012,"Alta",100
"304",1997,2014,"Loppa",100
"305",1997,2015,"Hasvik",100
"306",1997,2017,"Kvalsund",100
"307",1997,2018,"Masoy",100
"308",1997,2019,"Nordkapp",100
"309",1997,2020,"Porsanger",100
"310",1997,2022,"Lebesby",100
"311",1997,2023,"Gamvik",100
"312",1997,2024,"Berlevag",100
"313",1997,2025,"Tana",100
"314",1997,2028,"Batsfjord",100
"315",1997,2030,"Sor-Varanger",100
"316",1998,1804,"Bodo",99.9263910197014
"317",1998,1805,"Narvik",99.9742239842711
"318",1998,1811,"Bindal",76.9744262795841
"319",1998,1812,"Somna",81.4730303030303
"320",1998,1813,"Bronnoy",80.8674550324642
"321",1998,1815,"Vega",83.4733550368866
"322",1998,1816,"Vevelstad",83.6776419428947
"323",1998,1818,"Heroy",81.4191066051639
"324",1998,1820,"Alstahaug",98.0568040365267
"325",1998,1822,"Leirfjord",80.3541925941038
"326",1998,1827,"Donna",82.0703371711291
"327",1998,1828,"Nesna",72.6834684892934
"328",1998,1832,"Hemnes",75.4750142097174
"329",1998,1833,"Rana",82.3113440281195
"330",1998,1834,"Luroy",80.581196915887
"331",1998,1835,"Traena",97.7867144565998
"332",1998,1836,"Rodoy",89.1629021903552
"333",1998,1837,"Meloy",83.7552060451704
"334",1998,1838,"Gildeskal",78.8585513514598
"335",1998,1840,"Saltdal",77.113743315508
"336",1998,1841,"Fauske",74.1601284184742
"337",1998,1842,"Bodo",82.1389014662983
"338",1998,1845,"Sorfold",84.0744316912981
"339",1998,1848,"Steigen",93.5688943724234
"340",1998,1849,"Hamaroy",100
"341",1998,1850,"Tysfjord",98.0913161667738
"342",1998,1851,"Lodingen",97.1820317973492
"343",1998,1852,"Tjeldsund",99.9934251507388
"344",1998,1853,"Evenes",100
"345",1998,1854,"Ballangen",100
"346",1998,1856,"Rost",81.0169946451603
"347",1998,1857,"Vaeroy",78.7072896214493
"348",1998,1859,"Flakstad",74.0667105548221
"349",1998,1860,"Vestvagoy",74.4438183289925
"350",1998,1865,"Vagan",84.0667914328926
"351",1998,1866,"Hadsel",79.3238615568543
"352",1998,1867,"Bo",89.1601962740174
"353",1998,1868,"Oksnes",78.0588466749344
"354",1998,1870,"Sortland",99.9973363439821
"355",1998,1871,"Andoy",77.0869566090937
"356",1998,1874,"Moskenes",75.3353916888306
"357",1998,1901,"Harstad",81.6728151904928
"358",1998,1902,"Tromso",95.8586668439194
"359",1998,1911,"Kvaefjord",76.3775194292776
"360",1998,1913,"Skanland",72.2095454545454
"361",1998,1915,"Harstad",81.6728151904928
"362",1998,1919,"Gratangen",83.0810097219445
"363",1998,1920,"Lavangen",72.2095454545454
"364",1998,1924,"Malselv",87.4440717415115
"365",1998,1926,"Dyroy",85.9469529552575
"366",1998,1927,"Tranoy",76.2287702995207
"367",1998,1928,"Torsken",85.8895635447466
"368",1998,1929,"Berg",79.6232821537057
"369",1998,1931,"Lenvik",78.1181344269942
"370",1998,1936,"Karlsoy",79.0471774919491
"371",1998,1938,"Lyngen",83.5052805764639
"372",1998,1939,"Storfjord",72.2095454545454
"373",1998,1940,"Kafjord",74.212213945975
"374",1998,1941,"Skjervoy",79.855886380757
"375",1998,1942,"Nordreisa",78.606390283106
"376",1998,1943,"Kvaenangen",83.4530238388737
"377",1998,2002,"Vardo",78.2873096892539
"378",1998,2003,"Vadso",83.1644303591269
"379",1998,2004,"Hammerfest",77.4318394492055
"380",1998,2012,"Alta",72.6790963793679
"381",1998,2014,"Loppa",78.6756390764871
"382",1998,2015,"Hasvik",80.7734224739321
"383",1998,2017,"Kvalsund",73.7480509183364
"384",1998,2018,"Masoy",76.3565940659417
"385",1998,2019,"Nordkapp",77.7105678647055
"386",1998,2020,"Porsanger",74.0698173311402
"387",1998,2022,"Lebesby",78.6825968622891
"388",1998,2023,"Gamvik",84.7643863502408
"389",1998,2024,"Berlevag",81.9888811290533
"390",1998,2025,"Tana",81.8033601991076
"391",1998,2028,"Batsfjord",81.2669164472316
"392",1998,2030,"Sor-Varanger",80.9315572143611
"393",1999,1804,"Bodo",99.6586655771998
"394",1999,1805,"Narvik",48.3574572251397
"395",1999,1811,"Bindal",40.5157312688415
"396",1999,1813,"Bronnoy",51.5951242467341
"397",1999,1815,"Vega",54.3351874277175
"398",1999,1816,"Vevelstad",48.1387640449438
"399",1999,1818,"Heroy",51.5053581917503
"400",1999,1820,"Alstahaug",49.991563794202
"401",1999,1822,"Leirfjord",35.1459843432879
"402",1999,1827,"Donna",58.1987449304717
"403",1999,1828,"Nesna",30.1497215368347
"404",1999,1832,"Hemnes",40.8817720256471
"405",1999,1833,"Rana",54.3152375508333
"406",1999,1834,"Luroy",87.5125310683447
"407",1999,1835,"Traena",98.1360568817882
"408",1999,1836,"Rodoy",69.1632235787564
"409",1999,1837,"Meloy",53.7799521085351
"410",1999,1838,"Gildeskal",53.7506068225963
"411",1999,1840,"Saltdal",43.9394736842105
"412",1999,1841,"Fauske",37.5544700397465
"413",1999,1842,"Bodo",55.2631145271258
"414",1999,1845,"Sorfold",60.397626720954
"415",1999,1848,"Steigen",70.8924903951551
"416",1999,1850,"Tysfjord",45.0917358527897
"417",1999,1851,"Lodingen",96.9414023868634
"418",1999,1852,"Tjeldsund",52.4081914893617
"419",1999,1853,"Evenes",30.5062277580071
"420",1999,1856,"Rost",61.5459095376934
"421",1999,1857,"Vaeroy",56.64647902937
"422",1999,1859,"Flakstad",37.3962480470342
"423",1999,1860,"Vestvagoy",39.8643312334567
"424",1999,1865,"Vagan",66.6752129392136
"425",1999,1866,"Hadsel",46.5790549455821
"426",1999,1867,"Bo",84.2531412348066
"427",1999,1868,"Oksnes",49.7689424596868
"428",1999,1870,"Sortland",99.9974011045241
"429",1999,1871,"Andoy",47.1334909614617
"430",1999,1874,"Moskenes",45.0083692565636
"431",1999,1901,"Harstad",64.0711269041246
"432",1999,1902,"Tromso",93.2346866777482
"433",1999,1911,"Kvaefjord",39.8998542518145
"434",1999,1915,"Harstad",28.99
"435",1999,1917,"Ibestad",28.99
"436",1999,1927,"Tranoy",42.4589192251485
"437",1999,1928,"Torsken",72.292142801157
"438",1999,1929,"Berg",82.6038879443889
"439",1999,1931,"Lenvik",51.640016836464
"440",1999,1936,"Karlsoy",50.6266213200506
"441",1999,1938,"Lyngen",44.6075184469244
"442",1999,1940,"Kafjord",28.99
"443",1999,1941,"Skjervoy",40.0415884565982
"444",1999,1942,"Nordreisa",44.0182900708581
"445",1999,1943,"Kvaenangen",62.9149498007281
"446",1999,2002,"Vardo",41.819649132822
"447",1999,2003,"Vadso",34.0809849614962
"448",1999,2004,"Hammerfest",43.2444452791887
"449",1999,2012,"Alta",34.3716455911058
"450",1999,2014,"Loppa",40.9479671314369
"451",1999,2015,"Hasvik",39.290417825207
"452",1999,2017,"Kvalsund",32.6399087241232
"453",1999,2018,"Masoy",36.7724933610353
"454",1999,2019,"Nordkapp",38.4523082098664
"455",1999,2020,"Porsanger",32.7088502411521
"456",1999,2022,"Lebesby",38.0114942828021
"457",1999,2023,"Gamvik",42.0599559812828
"458",1999,2024,"Berlevag",46.0546153820762
"459",1999,2025,"Tana",53.2298156772974
"460",1999,2028,"Batsfjord",52.4465683589182
"461",1999,2030,"Sor-Varanger",77.6810009777561
"462",2000,1804,"Bodo",93.0777296595076
"463",2000,1811,"Bindal",22.0709449171799
"464",2000,1813,"Bronnoy",31.4549351788196
"465",2000,1818,"Heroy",41.0012498133918
"466",2000,1827,"Donna",35.9060234490453
"467",2000,1833,"Rana",35.8321257637422
"468",2000,1834,"Luroy",50.8649689270481
"469",2000,1835,"Traena",65.9666017617977
"470",2000,1836,"Rodoy",51.6616952746873
"471",2000,1837,"Meloy",43.9739915719993
"472",2000,1838,"Gildeskal",40.7992613409242
"473",2000,1842,"Bodo",46.4165038331455
"474",2000,1845,"Sorfold",44.7410615604771
"475",2000,1848,"Steigen",35.1197201246256
"476",2000,1850,"Tysfjord",20.0070663209768
"477",2000,1851,"Lodingen",100
"478",2000,1856,"Rost",19.8121854058517
"479",2000,1857,"Vaeroy",24.2022251438157
"480",2000,1859,"Flakstad",24.3218645391149
"481",2000,1860,"Vestvagoy",26.5616593945004
"482",2000,1865,"Vagan",25.7445880100298
