"","Year","Municip_number","Municip_name_new","fish_score"
"444",2001,"1867","Bo",41.1570333245487
"445",2001,"1868","Oksnes",78.146948738404
"446",2001,"1870","Sortland",97.6091018655514
"447",2001,"1871","Andoy",76.7175823805079
"448",2001,"1874","Moskenes",76.7219758200515
"449",2001,"1902","Tromso",96.1391345000408
"450",2001,"1903","Harstad",82.217718404525
"451",2001,"1911","Kvaefjord",25.4358367092691
"452",2001,"1927","Tranoy",7.88737945634104
"453",2001,"1928","Torsken",60.3560365544321
"454",2001,"1929","Berg",93.6339885591657
"455",2001,"1931","Lenvik",41.852308986212
"456",2001,"1933","Balsfjord",31.8955990736532
"457",2001,"1936","Karlsoy",66.2805378591002
"458",2001,"1940","Kafjord",72.1654387560897
"459",2001,"1941","Skjervoy",84.1246410377512
"460",2001,"1942","Nordreisa",77.1351911313601
"461",2001,"1943","Kvaenangen",61.7251757890154
"462",2001,"2002","Vardo",53.1825447543561
"463",2001,"2003","Vadso",98.8195463353788
"464",2001,"2004","Hammerfest",61.9786869132198
"465",2001,"2014","Loppa",64.6591961504456
"466",2001,"2015","Hasvik",42.2635153389472
"467",2001,"2017","Kvalsund",41.4179637206137
"468",2001,"2018","Masoy",74.4795139159179
"469",2001,"2019","Nordkapp",54.2889727720649
"470",2001,"2020","Porsanger",6.68902061309106
"471",2001,"2022","Lebesby",49.8085932774387
"472",2001,"2023","Gamvik",37.471424552621
"473",2001,"2024","Berlevag",72.5617924672097
"474",2001,"2025","Tana",10.2842338867114
"475",2001,"2027","Nesseby",4.89587462689696
"476",2001,"2028","Batsfjord",81.3764480208259
"477",2001,"2030","Sor-Varanger",29.6053835292458
"478",2002,"1804","Bodo",90.4540830140205
"479",2002,"1813","Bronnoy",7.48488472301732
"480",2002,"1818","Heroy",17.5610012848646
"481",2002,"1822","Leirfjord",28.4916024776794
"482",2002,"1827","Donna",18.6519744263332
"483",2002,"1833","Rana",2.36941161941829
"484",2002,"1834","Luroy",14.6756099880849
"485",2002,"1835","Traena",87.9433272585472
"486",2002,"1836","Rodoy",13.3652908125798
"487",2002,"1837","Meloy",15.1755926163171
"488",2002,"1838","Gildeskal",5.09241805647926
"489",2002,"1845","Sorfold",37.7112141208224
"490",2002,"1848","Steigen",20.2102127749198
"491",2002,"1850","Tysfjord",71.9364947748263
"492",2002,"1851","Lodingen",100
"493",2002,"1856","Rost",95.1747053197967
"494",2002,"1857","Vaeroy",78.3957357230374
"495",2002,"1859","Flakstad",100
"496",2002,"1860","Vestvagoy",100
"497",2002,"1865","Vagan",79.018698232123
"498",2002,"1866","Hadsel",41.8810268061258
"499",2002,"1867","Bo",27.7406151888364
"500",2002,"1868","Oksnes",96.7553210294213
"501",2002,"1870","Sortland",93.1037748785261
"502",2002,"1871","Andoy",95.0717551428977
"503",2002,"1874","Moskenes",92.1895012598893
"504",2002,"1902","Tromso",97.485435313334
"505",2002,"1903","Harstad",74.7163415585753
"506",2002,"1911","Kvaefjord",29.4552416611124
"507",2002,"1928","Torsken",77.1153525121806
"508",2002,"1929","Berg",99.9969294338491
"509",2002,"1931","Lenvik",52.2860535156484
"510",2002,"1933","Balsfjord",30.5734038707373
