"Year","low_SSB","SSB","high_SSB","low_F","F","high_F","Fage","fishstock","AssessmentYear","SpeciesName","StockDescription","FLim","Blim","FMSY","MSYBtrigger"
1983,1502264,1858444,2299072,0.19,0.255,0.342,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1984,1441049,1752199,2130531,0.241,0.32,0.423,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1985,1714249,2088626,2544764,0.273,0.357,0.468,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1986,1867669,2271261,2762068,0.335,0.437,0.569,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1987,1590580,1931350,2345128,0.321,0.42,0.549,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1988,1359781,1637240,1971313,0.337,0.44,0.575,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1989,1289249,1547528,1857550,0.406,0.528,0.687,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1990,1122934,1360082,1647312,0.39,0.517,0.684,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1991,1420075,1779458,2229791,0.211,0.29,0.397,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1992,1936174,2459581,3124481,0.17,0.233,0.32,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1993,2009014,2540869,3213523,0.149,0.204,0.279,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1994,2026669,2535365,3171744,0.134,0.184,0.252,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1995,1891556,2312732,2827686,0.179,0.24,0.322,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1996,1827081,2212106,2678269,0.223,0.296,0.394,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1997,2034689,2467411,2992161,0.226,0.299,0.397,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1998,2986783,3674788,4521274,0.308,0.403,0.528,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1999,3591370,4438043,5484320,0.295,0.388,0.509,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2000,3497561,4235751,5129742,0.367,0.476,0.619,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2001,3792756,4571904,5511112,0.358,0.466,0.606,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2002,4469870,5397878,6518552,0.362,0.472,0.615,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2003,5636111,6834267,8287133,0.388,0.5,0.643,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2004,5610974,6730016,8072237,0.422,0.539,0.69,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2005,4982409,5976941,7169991,0.392,0.505,0.65,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2006,4830917,5824060,7021375,0.353,0.458,0.594,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2007,3837586,4641908,5614809,0.348,0.456,0.599,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2008,2920250,3584601,4400090,0.298,0.402,0.543,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2009,2185478,2755802,3474958,0.187,0.26,0.362,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2010,2079551,2676765,3445491,0.128,0.182,0.26,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2011,2093175,2681413,3434960,0.035,0.052,0.078,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2012,2706766,3379349,4219058,0.083,0.113,0.154,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2013,2991885,3665883,4491716,0.15,0.2,0.267,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2014,3185710,3870679,4702926,0.295,0.389,0.514,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2015,3254742,4001425,4919409,0.395,0.518,0.68,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2016,3546395,4575498,5903228,0.345,0.473,0.649,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2017,4013548,5508728,7560914,0.315,0.47,0.702,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2018,3586596,5422226,8197337,0.262,0.454,0.787,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2019,NA,4326857,NA,NA,NA,NA,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1981,2235745,2848318,3628731,0.184,0.255,0.352,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1982,1834417,2311530,2912735,0.159,0.217,0.295,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1983,1516293,1869746,2305591,0.188,0.252,0.337,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1984,1447113,1751579,2120102,0.241,0.318,0.419,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1985,1712420,2077490,2520389,0.274,0.357,0.465,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1986,1867219,2262124,2740548,0.339,0.439,0.571,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1987,1587329,1919302,2320704,0.324,0.422,0.549,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1988,1360766,1631183,1955338,0.341,0.444,0.579,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1989,1291849,1544207,1845862,0.412,0.535,0.693,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1990,1129603,1362283,1642892,0.394,0.519,0.683,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1991,1431007,1784519,2225362,0.212,0.289,0.394,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1992,1950265,2466363,3119035,0.171,0.233,0.318,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1993,2017097,2539304,3196705,0.15,0.204,0.278,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1994,2029832,2528268,3149099,0.134,0.182,0.249,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1995,1898087,2311005,2813751,0.18,0.24,0.32,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1996,1828780,2205180,2659052,0.223,0.295,0.391,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1997,2032100,2451549,2957578,0.225,0.298,0.393,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1998,2964731,3630276,4445229,0.309,0.403,0.526,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1999,3549467,4364768,5367340,0.296,0.387,0.505,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2000,3488100,4203899,5066590,0.368,0.476,0.617,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2001,3802744,4561996,5472840,0.36,0.467,0.606,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2002,4501459,5413532,6510405,0.36,0.468,0.609,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2003,5670292,6851741,8279354,0.389,0.499,0.64,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2004,5642121,6751329,8078601,0.424,0.541,0.689,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2005,5024413,6014719,7200212,0.395,0.507,0.651,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2006,4844377,5827692,7010600,0.358,0.463,0.599,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2007,3840613,4636984,5598488,0.354,0.463,0.604,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2008,2914533,3570518,4374147,0.305,0.41,0.551,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2009,2173000,2735187,3442819,0.19,0.264,0.366,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2010,2060906,2649614,3406490,0.131,0.186,0.263,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2011,2077927,2664433,3416484,0.035,0.052,0.077,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2012,2666549,3342454,4189684,0.083,0.113,0.154,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2013,2949336,3639536,4491255,0.149,0.2,0.268,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2014,3123890,3859746,4768937,0.286,0.383,0.513,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2015,3144285,4051466,5220383,0.364,0.498,0.683,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2016,3314432,4671649,6584629,0.285,0.431,0.652,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2017,3973084,6197320,9666741,0.228,0.402,0.709,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
2018,NA,5906696,NA,NA,NA,NA,"3-7","whb.27.1-91214",2017,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1981,2233607,2846619,3627870,0.186,0.257,0.356,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1982,1828845,2304898,2904869,0.161,0.219,0.297,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1983,1506437,1858580,2293040,0.188,0.251,0.337,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1984,1437627,1744170,2116077,0.24,0.317,0.418,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1985,1710733,2078674,2525752,0.273,0.356,0.465,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1986,1866673,2263816,2745452,0.337,0.438,0.57,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1987,1591061,1926457,2332555,0.323,0.421,0.549,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1988,1362246,1635851,1964409,0.34,0.443,0.577,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1989,1292158,1546980,1852055,0.409,0.531,0.688,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1990,1126775,1360972,1643846,0.393,0.519,0.684,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1991,1423554,1779798,2225191,0.213,0.29,0.396,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1992,1941223,2458820,3114427,0.17,0.232,0.316,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1993,2012814,2536460,3196336,0.15,0.205,0.278,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1994,2029095,2529314,3152848,0.136,0.186,0.253,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1995,1894920,2309839,2815609,0.18,0.24,0.321,"3-7","whb.27.1-91214",2019,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
