"Year","low_SSB","SSB","high_SSB","low_F","F","high_F","Fage","fishstock","AssessmentYear","SpeciesName","StockDescription","FLim","Blim","FMSY","MSYBtrigger"
1973,447205,536980,644777,0.28,0.358,0.457,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1974,411626,491972,588002,0.38,0.48,0.606,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1975,334125,398071,474256,0.428,0.539,0.678,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1976,234905,281688,337787,0.456,0.572,0.718,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1977,174292,209744,252408,0.397,0.501,0.631,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1978,158315,189232,226188,0.441,0.553,0.693,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1979,142701,170643,204056,0.47,0.588,0.736,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1980,125725,150451,180039,0.451,0.564,0.707,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1981,128584,154708,186140,0.446,0.558,0.699,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1982,113036,135940,163486,0.442,0.555,0.698,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1983,134204,162762,197398,0.483,0.604,0.754,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1984,121055,146367,176972,0.575,0.715,0.888,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1985,91985,110846,133576,0.509,0.635,0.794,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1986,69196,83484,100721,0.433,0.544,0.682,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1987,59887,72113,86835,0.496,0.615,0.764,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1988,72705,88171,106928,0.486,0.605,0.754,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1989,79899,103206,133312,0.386,0.487,0.615,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1990,95302,119544,149954,0.437,0.55,0.692,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1991,93844,114596,139936,0.404,0.509,0.641,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1992,79749,94977,113113,0.484,0.605,0.756,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1993,80832,97175,116824,0.425,0.533,0.668,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1994,120016,147869,182186,0.377,0.477,0.603,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1995,158045,196889,245281,0.292,0.372,0.474,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1996,200675,246126,301873,0.281,0.36,0.461,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1997,200710,245371,299969,0.197,0.255,0.33,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1998,240778,294112,359259,0.196,0.254,0.329,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1999,250776,310104,383467,0.195,0.254,0.332,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2000,299911,370374,457391,0.172,0.225,0.294,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2001,309143,376555,458667,0.15,0.196,0.255,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2002,377812,452970,543079,0.145,0.188,0.244,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2003,372768,442949,526343,0.14,0.182,0.236,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2004,446290,525691,619219,0.135,0.176,0.229,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2005,516830,611511,723537,0.16,0.207,0.269,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2006,462224,543695,639526,0.191,0.247,0.319,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2007,471214,552527,647870,0.203,0.261,0.337,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2008,400833,477066,567796,0.257,0.329,0.421,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2009,309450,368792,439514,0.269,0.342,0.435,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2010,280568,333601,396658,0.297,0.377,0.48,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2011,249961,298212,355777,0.292,0.373,0.477,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2012,258049,307997,367614,0.274,0.351,0.449,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2013,273460,331872,402762,0.224,0.289,0.373,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2014,294502,360463,441199,0.201,0.261,0.339,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2015,300919,372942,462203,0.189,0.247,0.323,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2016,326495,413202,522936,0.181,0.241,0.32,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2017,334567,431671,556957,0.161,0.22,0.298,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2018,375262,494841,652524,0.164,0.231,0.327,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2019,NA,555377,NA,NA,NA,NA,"4-7","pok.27.1-2",2019,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1960,341116,461034,623109,0.198,0.276,0.385,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1961,339954,455183,609470,0.172,0.234,0.318,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1962,346084,459180,609233,0.173,0.234,0.315,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1963,346423,455083,597826,0.185,0.248,0.331,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1964,368341,476993,617696,0.214,0.284,0.377,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1965,401953,515080,660045,0.219,0.29,0.384,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1966,370558,477779,616024,0.225,0.299,0.395,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1967,383630,490630,627475,0.209,0.278,0.37,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1968,367881,471425,604114,0.151,0.202,0.27,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1969,406826,511093,642083,0.147,0.195,0.26,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1970,457468,563897,695088,0.236,0.307,0.4,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1971,453731,553344,674826,0.252,0.325,0.42,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1972,444198,537655,650776,0.249,0.321,0.412,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1973,447905,536480,642571,0.28,0.358,0.457,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1974,411138,490485,585144,0.379,0.479,0.605,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1975,334033,397311,472575,0.428,0.538,0.676,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1976,235536,281954,337520,0.455,0.571,0.716,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1977,175137,210379,252711,0.398,0.501,0.631,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1978,158604,189312,225965,0.442,0.553,0.693,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1979,142952,170721,203884,0.47,0.588,0.735,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1980,126070,150628,179969,0.451,0.565,0.706,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1981,128899,154839,185999,0.446,0.559,0.699,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1982,113307,136079,163428,0.443,0.557,0.699,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1983,133417,161606,195751,0.485,0.605,0.755,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1984,120719,145847,176205,0.576,0.715,0.888,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1985,92093,110963,133699,0.511,0.638,0.797,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1986,69244,83531,100765,0.435,0.546,0.684,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1987,59952,72188,86922,0.496,0.615,0.764,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1988,72793,88213,106900,0.485,0.604,0.751,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1989,79776,102840,132574,0.386,0.487,0.615,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1990,95190,119244,149376,0.438,0.551,0.693,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1991,94048,114724,139945,0.406,0.512,0.645,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1992,79718,94913,113003,0.485,0.606,0.757,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1993,80800,97008,116468,0.426,0.534,0.669,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1994,119596,147107,180947,0.377,0.477,0.602,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1995,157690,195938,243464,0.291,0.371,0.473,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1996,200418,245151,299869,0.281,0.359,0.458,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1997,200247,243935,297155,0.198,0.256,0.331,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1998,240214,292424,355981,0.196,0.254,0.33,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1999,250630,308820,380520,0.196,0.255,0.332,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2000,300545,369761,454917,0.173,0.225,0.294,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2001,309762,376061,456549,0.151,0.197,0.256,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2002,377505,451408,539778,0.146,0.189,0.246,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2003,372690,441867,523885,0.141,0.183,0.237,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2004,445730,524070,616179,0.136,0.178,0.231,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2005,511193,603218,711811,0.163,0.211,0.274,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2006,456056,535534,628862,0.194,0.251,0.324,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2007,463821,542961,635603,0.205,0.264,0.34,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2008,394572,468568,556441,0.26,0.333,0.426,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2009,302383,359510,427431,0.274,0.347,0.44,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2010,274898,326226,387139,0.3,0.381,0.483,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2011,245263,292297,348349,0.294,0.376,0.48,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2012,251761,300713,359182,0.277,0.354,0.454,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2013,264765,322562,392976,0.228,0.295,0.382,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2014,282330,348389,429903,0.207,0.27,0.352,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2015,284613,357411,448829,0.199,0.263,0.347,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2016,303559,391081,503838,0.198,0.269,0.366,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2017,289892,387061,516802,0.18,0.259,0.372,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
2018,NA,383022,NA,NA,NA,NA,"4-7","pok.27.1-2",2018,"Pollachius virens","Saithe (Pollachius virens) in subareas 1 and 2 (Northeast Arctic)",NA,NA,NA,NA
1986,NA,NA,NA,NA,NA,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1987,NA,NA,NA,NA,NA,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1988,NA,NA,NA,NA,NA,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1989,NA,NA,NA,NA,NA,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1990,NA,55650,NA,NA,0.526,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1991,NA,55807,NA,NA,0.373,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1992,NA,58595,NA,NA,0.304,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1993,NA,61412,NA,NA,0.296,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1994,NA,63017,NA,NA,0.309,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1995,NA,65844,NA,NA,0.251,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1996,NA,65895,NA,NA,0.282,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1997,NA,64909,NA,NA,0.273,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1998,NA,60906,NA,NA,0.306,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1999,NA,55172,NA,NA,0.325,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2000,NA,51710,NA,NA,0.26,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2001,NA,50596,NA,NA,0.196,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2002,NA,49668,NA,NA,0.179,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2003,NA,49595,NA,NA,0.144,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2004,NA,49439,NA,NA,0.136,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2005,NA,48954,NA,NA,0.132,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2006,NA,47563,NA,NA,0.142,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2007,NA,45565,NA,NA,0.146,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2008,NA,43638,NA,NA,0.136,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2009,NA,41406,NA,NA,0.138,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2010,NA,37472,NA,NA,0.184,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2011,NA,34677,NA,NA,0.162,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2012,NA,31881,NA,NA,0.176,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2013,NA,28902,NA,NA,0.207,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2014,NA,27042,NA,NA,0.189,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2015,NA,26031,NA,NA,0.166,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2016,NA,24244,NA,NA,0.232,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
2017,NA,22039,NA,NA,0.305,NA,"15+","reg.27.1-2",2018,"Sebastes norvegicus","Golden redfish (Sebastes norvegicus) in subareas 1 and 2 (Northeast Arctic)",NA,44000,0.0525,NA
1981,2221416,2843780,3640508,0.186,0.258,0.359,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
1982,1821256,2303718,2913988,0.162,0.22,0.301,"3-7","whb.27.1-91214",2018,"Micromesistius poutassou","Blue whiting (Micromesistius poutassou) in subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)",0.88,1500000,0.32,2250000
